"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"45","45","1","Sep 5, 2015","","Sat","Iowa","31","","Non-Major","14",""
"46","46","1","Sep 5, 2015","","Sat","Iowa State","31","","Non-Major","7",""
"47","47","1","Sep 5, 2015","","Sat","Kansas State","34","","Non-Major","0",""
"48","48","1","Sep 5, 2015","","Sat","Kentucky","40","","Louisiana","33",""
"49","49","1","Sep 5, 2015","","Sat","Louisiana Tech","62","","Non-Major","15",""
"50","50","1","Sep 5, 2015","","Sat","Maryland","50","","Non-Major","21",""
"51","51","1","Sep 5, 2015","7:30 PM","Sat","Non-Major","","@","Louisiana State","",""
"52","52","1","Sep 5, 2015","","Sat","Memphis","63","","Non-Major","7",""
"53","53","1","Sep 5, 2015","","Sat","Miami (FL)","45","","Non-Major","0",""
"54","54","1","Sep 5, 2015","","Sat","Miami (OH)","26","","Non-Major","7",""
"55","55","1","Sep 5, 2015","","Sat","Middle Tennessee State","70","","Non-Major","14",""
"56","56","1","Sep 5, 2015","","Sat","Mississippi","76","","Non-Major","3",""
"57","57","1","Sep 5, 2015","","Sat","Mississippi State","34","@","Southern Mississippi","16",""
"58","58","1","Sep 5, 2015","","Sat","Missouri","34","","Non-Major","3",""
"59","59","1","Sep 5, 2015","","Sat","Navy","48","","Non-Major","10",""
"60","60","1","Sep 5, 2015","","Sat","New Mexico","66","","Non-Major","0",""
"61","61","1","Sep 5, 2015","","Sat","North Carolina State","49","","Troy","21",""
"62","62","1","Sep 5, 2015","","Sat","Non-Major","24","@","Wyoming","13",""
"63","63","1","Sep 5, 2015","","Sat","Northern Illinois","38","","Nevada-Las Vegas","30",""
"64","64","1","Sep 5, 2015","","Sat","Northwestern","16","","Stanford","6",""
"65","65","1","Sep 5, 2015","","Sat","Notre Dame","38","","Texas","3",""
"66","66","1","Sep 5, 2015","","Sat","Oklahoma","41","","Akron","3",""
"67","67","1","Sep 5, 2015","","Sat","Old Dominion","38","@","Eastern Michigan","34",""
"68","68","1","Sep 5, 2015","","Sat","Oregon","61","","Non-Major","42",""
"69","69","1","Sep 5, 2015","","Sat","Pittsburgh","45","","Non-Major","37",""
"70","70","1","Sep 5, 2015","","Sat","Non-Major","24","@","Washington State","17",""
"71","71","1","Sep 5, 2015","","Sat","Rice","56","","Non-Major","16",""
"72","72","1","Sep 5, 2015","","Sat","Rutgers","63","","Non-Major","13",""
"73","73","1","Sep 5, 2015","","Sat","San Diego State","37","","Non-Major","3",""
"74","74","1","Sep 5, 2015","","Sat","South Alabama","33","","Non-Major","23",""
"75","75","1","Sep 5, 2015","","Sat","Non-Major","41","@","Kansas","38",""
"76","76","1","Sep 5, 2015","","Sat","South Florida","51","","Non-Major","3",""
"77","77","1","Sep 5, 2015","","Sat","Southern California","55","","Arkansas State","6",""
"78","78","1","Sep 5, 2015","","Sat","Temple","27","","Penn State","10",""
"79","79","1","Sep 5, 2015","","Sat","Tennessee","59","","Bowling Green State","30",""
"80","80","1","Sep 5, 2015","","Sat","Texas A&M","38","","Arizona State","17",""
"81","81","1","Sep 5, 2015","","Sat","Texas Tech","59","","Non-Major","45",""
"82","82","1","Sep 5, 2015","","Sat","Tulsa","47","","Florida Atlantic","44",""
"83","83","1","Sep 5, 2015","","Sat","UCLA","34","","Virginia","16",""
"84","84","1","Sep 5, 2015","","Sat","West Virginia","44","","Georgia Southern","0",""
"85","85","1","Sep 6, 2015","","Sun","Marshall","41","","Purdue","31",""
"86","86","1","Sep 7, 2015","","Mon","Ohio State","42","@","Virginia Tech","24",""
"88","87","2","Sep 10, 2015","","Thu","Western Kentucky","41","","Louisiana Tech","38",""
"89","88","2","Sep 11, 2015","","Fri","Miami (FL)","44","@","Florida Atlantic","20",""
"90","89","2","Sep 11, 2015","","Fri","Utah","24","","Utah State","14",""
"91","90","2","Sep 12, 2015","","Sat","Air Force","37","","San Jose State","16",""
"92","91","2","Sep 12, 2015","","Sat","Alabama","37","","Middle Tennessee State","10",""
"93","92","2","Sep 12, 2015","","Sat","Arizona","44","@","Nevada","20",""
"94","93","2","Sep 12, 2015","","Sat","Arizona State","35","","Non-Major","21",""
"95","94","2","Sep 12, 2015","","Sat","Auburn","27","","Non-Major","20",""
"96","95","2","Sep 12, 2015","","Sat","Baylor","66","","Non-Major","31",""
"97","96","2","Sep 12, 2015","","Sat","Boston College","76","","Non-Major","0",""
"98","97","2","Sep 12, 2015","","Sat","Bowling Green State","48","@","Maryland","27",""
"99","98","2","Sep 12, 2015","","Sat","Brigham Young","35","","Boise State","24",""
"100","99","2","Sep 12, 2015","","Sat","California","35","","San Diego State","7",""
"101","100","2","Sep 12, 2015","","Sat","Central Michigan","31","","Non-Major","10",""
"102","101","2","Sep 12, 2015","","Sat","Non-Major","34","","Non-Major","10",""
"103","102","2","Sep 12, 2015","","Sat","Clemson","41","","Appalachian State","10",""
"104","103","2","Sep 12, 2015","","Sat","Colorado","48","","Massachusetts","14",""
"105","104","2","Sep 12, 2015","","Sat","Connecticut","22","","Army","17",""
"106","105","2","Sep 12, 2015","","Sat","Duke","55","","Non-Major","0",""
"107","106","2","Sep 12, 2015","","Sat","Eastern Michigan","48","@","Wyoming","29",""
"108","107","2","Sep 12, 2015","","Sat","Florida","31","","East Carolina","24",""
"109","108","2","Sep 12, 2015","","Sat","Florida State","34","","South Florida","14",""
"110","109","2","Sep 12, 2015","","Sat","Georgia","31","@","Vanderbilt","14",""
"111","110","2","Sep 12, 2015","","Sat","Georgia Southern","43","","Western Michigan","17",""
"112","111","2","Sep 12, 2015","","Sat","Georgia State","34","@","New Mexico State","32",""
"113","112","2","Sep 12, 2015","","Sat","Georgia Tech","65","","Tulane","10",""
"114","113","2","Sep 12, 2015","","Sat","Houston","34","@","Louisville","31",""
"115","114","2","Sep 12, 2015","","Sat","Illinois","44","","Non-Major","0",""
"116","115","2","Sep 12, 2015","","Sat","Indiana","36","","Florida International","22",""
"117","116","2","Sep 12, 2015","","Sat","Iowa","31","@","Iowa State","17",""
"118","117","2","Sep 12, 2015","","Sat","Kansas State","30","@","Texas-San Antonio","3",""
"119","118","2","Sep 12, 2015","","Sat","Kent State","45","","Non-Major","13",""
"120","119","2","Sep 12, 2015","","Sat","Kentucky","26","@","South Carolina","22",""
"121","120","2","Sep 12, 2015","","Sat","Louisiana","44","","Non-Major","17",""
"122","121","2","Sep 12, 2015","","Sat","Louisiana State","21","@","Mississippi State","19",""
"123","122","2","Sep 12, 2015","","Sat","Louisiana-Monroe","47","","Non-Major","0",""
"124","123","2","Sep 12, 2015","","Sat","Memphis","55","@","Kansas","23",""
"125","124","2","Sep 12, 2015","","Sat","Michigan","35","","Oregon State","7",""
"126","125","2","Sep 12, 2015","","Sat","Michigan State","31","","Oregon","28",""
"127","126","2","Sep 12, 2015","","Sat","Minnesota","23","@","Colorado State","20",""
"128","127","2","Sep 12, 2015","","Sat","Mississippi","73","","Fresno State","21",""
"129","128","2","Sep 12, 2015","","Sat","Missouri","27","@","Arkansas State","20",""
"130","129","2","Sep 12, 2015","","Sat","Nebraska","48","","South Alabama","9",""
"131","130","2","Sep 12, 2015","","Sat","North Carolina","53","","Non-Major","14",""
"132","131","2","Sep 12, 2015","","Sat","North Carolina State","35","","Non-Major","0",""
"133","132","2","Sep 12, 2015","","Sat","Northern Illinois","57","","Non-Major","26",""
"134","133","2","Sep 12, 2015","","Sat","Northwestern","41","","Non-Major","0",""
"135","134","2","Sep 12, 2015","","Sat","Notre Dame","34","@","Virginia","27",""
"136","135","2","Sep 12, 2015","","Sat","Ohio","21","","Marshall","10",""
"137","136","2","Sep 12, 2015","","Sat","Ohio State","38","","Hawaii","0",""
"138","137","2","Sep 12, 2015","","Sat","Oklahoma","31","@","Tennessee","24",""
"139","138","2","Sep 12, 2015","","Sat","Oklahoma State","32","","Non-Major","8",""
"140","139","2","Sep 12, 2015","","Sat","Old Dominion","24","","Non-Major","10",""
"141","140","2","Sep 12, 2015","","Sat","Penn State","27","","Buffalo","14",""
"142","141","2","Sep 12, 2015","","Sat","Pittsburgh","24","@","Akron","7",""
"143","142","2","Sep 12, 2015","","Sat","Purdue","38","","Non-Major","14",""
"144","143","2","Sep 12, 2015","","Sat","Southern California","59","","Idaho","9",""
"145","144","2","Sep 12, 2015","","Sat","Southern Methodist","31","","North Texas","13",""
"146","145","2","Sep 12, 2015","","Sat","Southern Mississippi","52","","Non-Major","6",""
"147","146","2","Sep 12, 2015","","Sat","Stanford","31","","Central Florida","7",""
"148","147","2","Sep 12, 2015","","Sat","Syracuse","30","","Wake Forest","17",""
"149","148","2","Sep 12, 2015","","Sat","Temple","34","@","Cincinnati","26",""
"150","149","2","Sep 12, 2015","","Sat","Texas","42","","Rice","28",""
"151","150","2","Sep 12, 2015","","Sat","Texas A&M","56","","Ball State","23",""
"152","151","2","Sep 12, 2015","","Sat","Texas Christian","70","","Non-Major","7",""
"153","152","2","Sep 12, 2015","","Sat","Texas State","63","","Non-Major","24",""
"154","153","2","Sep 12, 2015","","Sat","Texas Tech","69","","Texas-El Paso","20",""
"155","154","2","Sep 12, 2015","","Sat","Toledo","16","","Arkansas","12",""
"156","155","2","Sep 12, 2015","","Sat","Troy","44","","Non-Major","16",""
"157","156","2","Sep 12, 2015","","Sat","Tulsa","40","@","New Mexico","21",""
"158","157","2","Sep 12, 2015","","Sat","UCLA","37","@","Nevada-Las Vegas","3",""
"159","158","2","Sep 12, 2015","","Sat","Virginia Tech","42","","Non-Major","3",""
"160","159","2","Sep 12, 2015","","Sat","Washington","49","","Non-Major","0",""
"161","160","2","Sep 12, 2015","","Sat","Washington State","37","@","Rutgers","34",""
"162","161","2","Sep 12, 2015","","Sat","West Virginia","41","","Non-Major","17",""
"163","162","2","Sep 12, 2015","","Sat","Wisconsin","58","","Miami (OH)","0",""
"165","163","3","Sep 17, 2015","","Thu","Clemson","20","@","Louisville","17",""
"166","164","3","Sep 18, 2015","","Fri","Arizona State","34","","New Mexico","10",""
"167","165","3","Sep 18, 2015","","Fri","Boise State","52","","Non-Major","0",""
"168","166","3","Sep 18, 2015","","Fri","Florida State","14","@","Boston College","0",""
"169","167","3","Sep 19, 2015","","Sat","Akron","52","","Non-Major","9",""
"170","168","3","Sep 19, 2015","","Sat","Arizona","77","","Non-Major","13",""
"171","169","3","Sep 19, 2015","","Sat","Arkansas State","70","","Non-Major","7",""
"172","170","3","Sep 19, 2015","","Sat","Ball State","28","@","Eastern Michigan","17",""
"173","171","3","Sep 19, 2015","","Sat","Buffalo","33","@","Florida Atlantic","15",""
"174","172","3","Sep 19, 2015","","Sat","California","45","@","Texas","44",""
"175","173","3","Sep 19, 2015","","Sat","Cincinnati","37","@","Miami (OH)","33",""
"176","174","3","Sep 19, 2015","","Sat","Colorado","27","","Colorado State","24",""
"177","175","3","Sep 19, 2015","","Sat","Florida","14","@","Kentucky","9",""
"178","176","3","Sep 19, 2015","","Sat","Florida International","39","","Non-Major","14",""
"179","177","3","Sep 19, 2015","","Sat","Non-Major","16","@","Central Florida","15",""
"180","178","3","Sep 19, 2015","","Sat","Georgia","52","","South Carolina","20",""
"181","179","3","Sep 19, 2015","","Sat","Georgia Southern","48","","Non-Major","13",""
"182","180","3","Sep 19, 2015","","Sat","Hawaii","47","","Non-Major","27",""
"183","181","3","Sep 19, 2015","","Sat","Idaho","41","","Non-Major","38",""
"184","182","3","Sep 19, 2015","","Sat","Indiana","38","","Western Kentucky","35",""
"185","183","3","Sep 19, 2015","","Sat","Iowa","27","","Pittsburgh","24",""
"186","184","3","Sep 19, 2015","","Sat","Kansas State","39","","Louisiana Tech","33",""
"187","185","3","Sep 19, 2015","","Sat","Louisiana State","45","","Auburn","21",""
"188","186","3","Sep 19, 2015","","Sat","Marshall","45","","Non-Major","7",""
"189","187","3","Sep 19, 2015","","Sat","Maryland","35","","South Florida","17",""
"190","188","3","Sep 19, 2015","","Sat","Memphis","44","@","Bowling Green State","41",""
"191","189","3","Sep 19, 2015","","Sat","Miami (FL)","36","","Nebraska","33",""
"192","190","3","Sep 19, 2015","","Sat","Michigan","28","","Nevada-Las Vegas","7",""
"193","191","3","Sep 19, 2015","","Sat","Michigan State","35","","Air Force","21",""
"194","192","3","Sep 19, 2015","","Sat","Middle Tennessee State","73","","Non-Major","14",""
"195","193","3","Sep 19, 2015","","Sat","Minnesota","10","","Kent State","7",""
"196","194","3","Sep 19, 2015","","Sat","Mississippi","43","@","Alabama","37",""
"197","195","3","Sep 19, 2015","","Sat","Mississippi State","62","","Non-Major","13",""
"198","196","3","Sep 19, 2015","","Sat","Missouri","9","","Connecticut","6",""
"199","197","3","Sep 19, 2015","","Sat","Navy","45","","East Carolina","21",""
"200","198","3","Sep 19, 2015","","Sat","North Carolina","48","","Illinois","14",""
"201","199","3","Sep 19, 2015","","Sat","North Carolina State","38","@","Old Dominion","14",""
"202","200","3","Sep 19, 2015","","Sat","Northwestern","19","@","Duke","10",""
"203","201","3","Sep 19, 2015","","Sat","Notre Dame","30","","Georgia Tech","22",""
"204","202","3","Sep 19, 2015","","Sat","Ohio","35","","Non-Major","14",""
"205","203","3","Sep 19, 2015","","Sat","Ohio State","20","","Northern Illinois","13",""
"206","204","3","Sep 19, 2015","","Sat","Oklahoma","52","","Tulsa","38",""
"207","205","3","Sep 19, 2015","","Sat","Oklahoma State","69","","Texas-San Antonio","14",""
"208","206","3","Sep 19, 2015","","Sat","Oregon","61","","Georgia State","28",""
"209","207","3","Sep 19, 2015","","Sat","Oregon State","35","","San Jose State","21",""
"210","208","3","Sep 19, 2015","","Sat","Penn State","28","","Rutgers","3",""
"211","209","3","Sep 19, 2015","","Sat","Rice","38","@","North Texas","24",""
"212","210","3","Sep 19, 2015","","Sat","South Alabama","34","@","San Diego State","27",""
"213","211","3","Sep 19, 2015","","Sat","Southern Mississippi","56","@","Texas State","50",""
"214","212","3","Sep 19, 2015","","Sat","Stanford","41","@","Southern California","31",""
"215","213","3","Sep 19, 2015","","Sat","Syracuse","30","","Central Michigan","27",""
"216","214","3","Sep 19, 2015","","Sat","Temple","25","@","Massachusetts","23",""
"217","215","3","Sep 19, 2015","","Sat","Tennessee","55","","Non-Major","10",""
"218","216","3","Sep 19, 2015","","Sat","Texas A&M","44","","Nevada","27",""
"219","217","3","Sep 19, 2015","","Sat","Texas Christian","56","","Southern Methodist","37",""
"220","218","3","Sep 19, 2015","","Sat","Texas Tech","35","@","Arkansas","24",""
"221","219","3","Sep 19, 2015","","Sat","Texas-El Paso","50","@","New Mexico State","47",""
"222","220","3","Sep 19, 2015","","Sat","Toledo","30","","Iowa State","23",""
"223","221","3","Sep 19, 2015","","Sat","Tulane","38","","Non-Major","7",""
"224","222","3","Sep 19, 2015","","Sat","UCLA","24","","Brigham Young","23",""
"225","223","3","Sep 19, 2015","","Sat","Utah","45","@","Fresno State","24",""
"226","224","3","Sep 19, 2015","","Sat","Vanderbilt","47","","Non-Major","7",""
"227","225","3","Sep 19, 2015","","Sat","Virginia","35","","Non-Major","29",""
"228","226","3","Sep 19, 2015","","Sat","Virginia Tech","51","@","Purdue","24",""
"229","227","3","Sep 19, 2015","","Sat","Wake Forest","17","@","Army","14",""
"230","228","3","Sep 19, 2015","","Sat","Washington","31","","Utah State","17",""
"231","229","3","Sep 19, 2015","","Sat","Washington State","31","","Wyoming","14",""
"232","230","3","Sep 19, 2015","","Sat","Western Michigan","52","","Non-Major","20",""
"233","231","3","Sep 19, 2015","","Sat","Wisconsin","28","","Troy","3",""
"235","232","4","Sep 24, 2015","","Thu","Memphis","53","","Cincinnati","46",""
"236","233","4","Sep 25, 2015","","Fri","Boise State","56","@","Virginia","14",""
"237","234","4","Sep 25, 2015","","Fri","Stanford","42","@","Oregon State","24",""
"238","235","4","Sep 26, 2015","","Sat","Akron","35","@","Louisiana","14",""
"239","236","4","Sep 26, 2015","","Sat","Alabama","34","","Louisiana-Monroe","0",""
"240","237","4","Sep 26, 2015","","Sat","Appalachian State","49","@","Old Dominion","0",""
"241","238","4","Sep 26, 2015","","Sat","Army","58","@","Eastern Michigan","36",""
"242","239","4","Sep 26, 2015","","Sat","Baylor","70","","Rice","17",""
"243","240","4","Sep 26, 2015","","Sat","Boston College","17","","Northern Illinois","14",""
"244","241","4","Sep 26, 2015","","Sat","Bowling Green State","35","@","Purdue","28",""
"245","242","4","Sep 26, 2015","","Sat","California","30","@","Washington","24",""
"246","243","4","Sep 26, 2015","","Sat","Colorado","48","","Non-Major","0",""
"247","244","4","Sep 26, 2015","","Sat","Colorado State","33","@","Texas-San Antonio","31",""
"248","245","4","Sep 26, 2015","","Sat","Duke","34","","Georgia Tech","20",""
"249","246","4","Sep 26, 2015","","Sat","East Carolina","35","","Virginia Tech","28",""
"250","247","4","Sep 26, 2015","","Sat","Florida","28","","Tennessee","27",""
"251","248","4","Sep 26, 2015","","Sat","Florida Atlantic","17","@","Non-Major","7",""
"252","249","4","Sep 26, 2015","","Sat","Georgia","48","","Non-Major","6",""
"253","250","4","Sep 26, 2015","","Sat","Georgia Southern","44","@","Idaho","20",""
"254","251","4","Sep 26, 2015","","Sat","Houston","59","","Texas State","14",""
"255","252","4","Sep 26, 2015","","Sat","Illinois","27","","Middle Tennessee State","25",""
"256","253","4","Sep 26, 2015","","Sat","Indiana","31","@","Wake Forest","24",""
"257","254","4","Sep 26, 2015","","Sat","Iowa","62","","North Texas","16",""
"258","255","4","Sep 26, 2015","","Sat","Non-Major","48","@","Southern Methodist","45",""
"259","256","4","Sep 26, 2015","","Sat","Kentucky","21","","Missouri","13",""
"260","257","4","Sep 26, 2015","","Sat","Louisiana State","34","@","Syracuse","24",""
"261","258","4","Sep 26, 2015","","Sat","Louisiana Tech","27","","Florida International","17",""
"262","259","4","Sep 26, 2015","","Sat","Louisville","45","","Non-Major","3",""
"263","260","4","Sep 26, 2015","","Sat","Marshall","36","@","Kent State","29",""
"264","261","4","Sep 26, 2015","","Sat","Michigan","31","","Brigham Young","0",""
"265","262","4","Sep 26, 2015","","Sat","Michigan State","30","","Central Michigan","10",""
"266","263","4","Sep 26, 2015","","Sat","Minnesota","27","","Ohio","24",""
"267","264","4","Sep 26, 2015","","Sat","Mississippi","27","","Vanderbilt","16",""
"268","265","4","Sep 26, 2015","","Sat","Mississippi State","17","@","Auburn","9",""
"269","266","4","Sep 26, 2015","","Sat","Navy","28","@","Connecticut","18",""
"270","267","4","Sep 26, 2015","","Sat","Nebraska","36","","Southern Mississippi","28",""
"271","268","4","Sep 26, 2015","","Sat","Nevada","24","@","Buffalo","21",""
"272","269","4","Sep 26, 2015","","Sat","Nevada-Las Vegas","80","","Non-Major","8",""
"273","270","4","Sep 26, 2015","","Sat","New Mexico","38","@","Wyoming","28",""
"274","271","4","Sep 26, 2015","","Sat","North Carolina","41","","Non-Major","14",""
"275","272","4","Sep 26, 2015","","Sat","North Carolina State","63","@","South Alabama","13",""
"276","273","4","Sep 26, 2015","","Sat","Northwestern","24","","Ball State","19",""
"277","274","4","Sep 26, 2015","","Sat","Notre Dame","62","","Massachusetts","27",""
"278","275","4","Sep 26, 2015","","Sat","Ohio State","38","","Western Michigan","12",""
"279","276","4","Sep 26, 2015","","Sat","Oklahoma State","30","@","Texas","27",""
"280","277","4","Sep 26, 2015","","Sat","Penn State","37","","San Diego State","21",""
"281","278","4","Sep 26, 2015","","Sat","Rutgers","27","","Kansas","14",""
"282","279","4","Sep 26, 2015","","Sat","San Jose State","49","","Fresno State","23",""
"283","280","4","Sep 26, 2015","","Sat","South Carolina","31","","Central Florida","14",""
"284","281","4","Sep 26, 2015","","Sat","Southern California","42","@","Arizona State","14",""
"285","282","4","Sep 26, 2015","","Sat","Texas A&M","28","","Arkansas","21",""
"286","283","4","Sep 26, 2015","","Sat","Texas Christian","55","@","Texas Tech","52",""
"287","284","4","Sep 26, 2015","","Sat","Texas-El Paso","27","","Non-Major","17",""
"288","285","4","Sep 26, 2015","","Sat","Toledo","37","","Arkansas State","7",""
"289","286","4","Sep 26, 2015","","Sat","UCLA","56","@","Arizona","30",""
"290","287","4","Sep 26, 2015","","Sat","Utah","62","@","Oregon","20",""
"291","288","4","Sep 26, 2015","","Sat","West Virginia","45","","Maryland","6",""
"292","289","4","Sep 26, 2015","","Sat","Western Kentucky","56","","Miami (OH)","14",""
"293","290","4","Sep 26, 2015","","Sat","Wisconsin","28","","Hawaii","0",""
"295","291","5","Oct 1, 2015","","Thu","Cincinnati","34","","Miami (FL)","23",""
"296","292","5","Oct 2, 2015","","Fri","Brigham Young","30","","Connecticut","13",""
"297","293","5","Oct 2, 2015","","Fri","Memphis","24","@","South Florida","17",""
"298","294","5","Oct 2, 2015","","Fri","Temple","37","@","Non-Major","3",""
"299","295","5","Oct 3, 2015","","Sat","Alabama","38","@","Georgia","10",""
"300","296","5","Oct 3, 2015","","Sat","Appalachian State","31","","Wyoming","13",""
"301","297","5","Oct 3, 2015","","Sat","Arizona State","38","@","UCLA","23",""
"302","298","5","Oct 3, 2015","","Sat","Arkansas","24","@","Tennessee","20",""
"303","299","5","Oct 3, 2015","","Sat","Arkansas State","49","","Idaho","35",""
"304","300","5","Oct 3, 2015","","Sat","Auburn","35","","San Jose State","21",""
"305","301","5","Oct 3, 2015","","Sat","Baylor","63","","Texas Tech","35",""
"306","302","5","Oct 3, 2015","","Sat","Boise State","55","","Hawaii","0",""
"307","303","5","Oct 3, 2015","","Sat","Bowling Green State","28","@","Buffalo","22",""
"308","304","5","Oct 3, 2015","","Sat","California","34","","Washington State","28",""
"309","305","5","Oct 3, 2015","","Sat","Central Michigan","29","","Northern Illinois","19",""
"310","306","5","Oct 3, 2015","","Sat","Clemson","24","","Notre Dame","22",""
"311","307","5","Oct 3, 2015","","Sat","Duke","9","","Boston College","7",""
"312","308","5","Oct 3, 2015","","Sat","East Carolina","49","@","Southern Methodist","23",""
"313","309","5","Oct 3, 2015","","Sat","Florida","38","","Mississippi","10",""
"314","310","5","Oct 3, 2015","","Sat","Florida State","24","@","Wake Forest","16",""
"315","311","5","Oct 3, 2015","","Sat","Georgia Southern","51","@","Louisiana-Monroe","31",""
"316","312","5","Oct 3, 2015","","Sat","Houston","38","@","Tulsa","24",""
"317","313","5","Oct 3, 2015","","Sat","Illinois","14","","Nebraska","13",""
"318","314","5","Oct 3, 2015","","Sat","Iowa","10","@","Wisconsin","6",""
"319","315","5","Oct 3, 2015","","Sat","Iowa State","38","","Kansas","13",""
"320","316","5","Oct 3, 2015","","Sat","Kent State","20","","Miami (OH)","14",""
"321","317","5","Oct 3, 2015","","Sat","Kentucky","34","","Non-Major","27",""
"322","318","5","Oct 3, 2015","","Sat","Non-Major","41","@","Georgia State","33",""
"323","319","5","Oct 3, 2015","","Sat","Louisiana State","44","","Eastern Michigan","22",""
"324","320","5","Oct 3, 2015","","Sat","Louisiana Tech","43","","Louisiana","14",""
"325","321","5","Oct 3, 2015","","Sat","Louisville","20","@","North Carolina State","13",""
"326","322","5","Oct 3, 2015","","Sat","Marshall","27","","Old Dominion","7",""
"327","323","5","Oct 3, 2015","","Sat","Massachusetts","24","","Florida International","14",""
"328","324","5","Oct 3, 2015","","Sat","Michigan","28","@","Maryland","0",""
"329","325","5","Oct 3, 2015","","Sat","Michigan State","24","","Purdue","21",""
"330","326","5","Oct 3, 2015","","Sat","Missouri","24","","South Carolina","10",""
"331","327","5","Oct 3, 2015","","Sat","Navy","33","","Air Force","11",""
"332","328","5","Oct 3, 2015","","Sat","Nevada-Las Vegas","23","@","Nevada","17",""
"333","329","5","Oct 3, 2015","","Sat","New Mexico","38","","New Mexico State","29",""
"334","330","5","Oct 3, 2015","","Sat","North Carolina","38","@","Georgia Tech","31",""
"335","331","5","Oct 3, 2015","","Sat","Northwestern","27","","Minnesota","0",""
"336","332","5","Oct 3, 2015","","Sat","Ohio","14","@","Akron","12",""
"337","333","5","Oct 3, 2015","","Sat","Ohio State","34","@","Indiana","27",""
"338","334","5","Oct 3, 2015","","Sat","Oklahoma","44","","West Virginia","24",""
"339","335","5","Oct 3, 2015","","Sat","Oklahoma State","36","","Kansas State","34",""
