"","Team","X","Opponent","Result","Date"
"36","Alabama-Birmingham","","Memphis","W (31-15)","2010-11-20"
"37","Alabama-Birmingham","@","Rice","L (23-28)","2010-11-27"
"38","Alabama","","San Jose State","W (48-3)","2010-09-04"
"39","Alabama","","Penn State","W (24-3)","2010-09-11"
"40","Alabama","@","Duke","W (62-13)","2010-09-18"
"41","Alabama","@","Arkansas","W (24-20)","2010-09-25"
"42","Alabama","","Florida","W (31-6)","2010-10-02"
"43","Alabama","@","South Carolina","L (21-35)","2010-10-09"
"44","Alabama","","Mississippi","W (23-10)","2010-10-16"
"45","Alabama","@","Tennessee","W (41-10)","2010-10-23"
"46","Alabama","@","Louisiana State","L (21-24)","2010-11-06"
"47","Alabama","","Mississippi State","W (30-10)","2010-11-13"
"48","Alabama","","Non-Major","W (63-7)","2010-11-18"
"49","Alabama","","Auburn","L (27-28)","2010-11-26"
"50","Alabama","N","Michigan State","W (49-7)","2011-01-01"
"51","Arizona State","","Non-Major","W (54-9)","2010-09-04"
"52","Arizona State","","Non-Major","W (41-20)","2010-09-11"
"53","Arizona State","@","Wisconsin","L (19-20)","2010-09-18"
"54","Arizona State","","Oregon","L (31-42)","2010-09-25"
"55","Arizona State","@","Oregon State","L (28-31)","2010-10-02"
"56","Arizona State","@","Washington","W (24-14)","2010-10-09"
"57","Arizona State","@","California","L (17-50)","2010-10-23"
"58","Arizona State","","Washington State","W (42-0)","2010-10-30"
"59","Arizona State","@","Southern California","L (33-34)","2010-11-06"
"60","Arizona State","","Stanford","L (13-17)","2010-11-13"
"61","Arizona State","","UCLA","W (55-34)","2010-11-26"
"62","Arizona State","@","Arizona","W (30-29)","2010-12-02"
"63","Arizona","@","Toledo","W (41-2)","2010-09-03"
"64","Arizona","","Non-Major","W (52-6)","2010-09-11"
"65","Arizona","","Iowa","W (34-27)","2010-09-18"
"66","Arizona","","California","W (10-9)","2010-09-25"
"67","Arizona","","Oregon State","L (27-29)","2010-10-09"
"68","Arizona","@","Washington State","W (24-7)","2010-10-16"
"69","Arizona","","Washington","W (44-14)","2010-10-23"
"70","Arizona","@","UCLA","W (29-21)","2010-10-30"
"71","Arizona","@","Stanford","L (17-42)","2010-11-06"
"72","Arizona","","Southern California","L (21-24)","2010-11-13"
"73","Arizona","@","Oregon","L (29-48)","2010-11-26"
"74","Arizona","N","Oklahoma State","L (10-36)","2010-12-29"
"75","Arkansas State","@","Auburn","L (26-52)","2010-09-04"
"76","Arkansas State","@","Louisiana","L (24-31)","2010-09-11"
"77","Arkansas State","","Louisiana-Monroe","W (34-20)","2010-09-18"
"78","Arkansas State","@","Troy","L (28-35)","2010-09-25"
"79","Arkansas State","","Louisville","L (24-34)","2010-10-02"
"80","Arkansas State","@","North Texas","W (24-19)","2010-10-09"
"81","Arkansas State","@","Indiana","L (34-36)","2010-10-16"
"82","Arkansas State","","Florida Atlantic","W (37-16)","2010-10-23"
"83","Arkansas State","","Middle Tennessee State","W (51-24)","2010-11-02"
"84","Arkansas State","","Western Kentucky","L (35-36)","2010-11-13"
"85","Arkansas State","@","Navy","L (19-35)","2010-11-20"
"86","Arkansas State","@","Florida International","L (24-31)","2010-11-27"
"87","Arkansas","","Non-Major","W (44-3)","2010-09-04"
"88","Arkansas","N","Louisiana-Monroe","W (31-7)","2010-09-11"
"89","Arkansas","@","Georgia","W (31-24)","2010-09-18"
"90","Arkansas","N","Texas A&M","W (24-17)","2010-10-09"
"91","Arkansas","@","Auburn","L (43-65)","2010-10-16"
"92","Arkansas","","Mississippi","W (38-24)","2010-10-23"
"93","Arkansas","","Vanderbilt","W (49-14)","2010-10-30"
"94","Arkansas","@","South Carolina","W (41-20)","2010-11-06"
"95","Arkansas","","Texas-El Paso","W (58-21)","2010-11-13"
"96","Arkansas","@","Mississippi State","W (38-31)","2010-11-20"
"97","Arkansas","","Louisiana State","W (31-23)","2010-11-27"
"98","Arkansas","N","Ohio State","L (26-31)","2011-01-04"
"99","Army","@","Eastern Michigan","W (31-27)","2010-09-04"
"100","Army","","Hawaii","L (28-31)","2010-09-11"
"101","Army","","North Texas","W (24-0)","2010-09-18"
"102","Army","@","Duke","W (35-21)","2010-09-25"
"103","Army","","Temple","L (35-42)","2010-10-02"
"104","Army","@","Tulane","W (41-23)","2010-10-09"
"105","Army","@","Rutgers","L (20-23)","2010-10-16"
"106","Army","","Non-Major","W (29-7)","2010-10-30"
"107","Army","@","Kent State","W (45-28)","2010-11-13"
"108","Army","","Notre Dame","L (3-27)","2010-11-20"
"109","Army","N","Navy","L (17-31)","2010-12-11"
"110","Army","N","Southern Methodist","W (16-14)","2010-12-30"
"111","Auburn","@","Mississippi State","W (17-14)","2010-09-09"
"112","Auburn","","Clemson","W (27-24)","2010-09-18"
"113","Auburn","","South Carolina","W (35-27)","2010-09-25"
"114","Auburn","","Louisiana-Monroe","W (52-3)","2010-10-02"
"115","Auburn","@","Kentucky","W (37-34)","2010-10-09"
"116","Auburn","","Louisiana State","W (24-17)","2010-10-23"
"117","Auburn","@","Mississippi","W (51-31)","2010-10-30"
"118","Auburn","","Non-Major","W (62-24)","2010-11-06"
"119","Auburn","","Georgia","W (49-31)","2010-11-13"
"120","Auburn","N","South Carolina","W (56-17)","2010-12-04"
"121","Auburn","N","Oregon","W (22-19)","2011-01-10"
"122","Ball State","","Non-Major","W (27-10)","2010-09-02"
"123","Ball State","","Non-Major","L (23-27)","2010-09-11"
"124","Ball State","@","Purdue","L (13-24)","2010-09-18"
"125","Ball State","@","Iowa","L (0-45)","2010-09-25"
"126","Ball State","@","Central Michigan","W (31-17)","2010-10-02"
"127","Ball State","","Western Michigan","L (16-45)","2010-10-09"
"128","Ball State","","Eastern Michigan","L (38-41)","2010-10-16"
"129","Ball State","@","Toledo","L (24-31)","2010-10-23"
"130","Ball State","@","Kent State","L (14-33)","2010-10-30"
"131","Ball State","@","Buffalo","W (20-3)","2010-11-12"
"132","Ball State","","Northern Illinois","L (21-59)","2010-11-20"
"133","Baylor","","Non-Major","W (34-3)","2010-09-04"
"134","Baylor","","Buffalo","W (34-6)","2010-09-11"
"135","Baylor","@","Texas Christian","L (10-45)","2010-09-18"
"136","Baylor","@","Rice","W (30-13)","2010-09-25"
"137","Baylor","","Kansas","W (55-7)","2010-10-02"
"138","Baylor","N","Texas Tech","L (38-45)","2010-10-09"
"139","Baylor","@","Colorado","W (31-25)","2010-10-16"
"140","Baylor","","Kansas State","W (47-42)","2010-10-23"
"141","Baylor","@","Texas","W (30-22)","2010-10-30"
"142","Baylor","@","Oklahoma State","L (28-55)","2010-11-06"
"143","Baylor","","Texas A&M","L (30-42)","2010-11-13"
"144","Baylor","","Oklahoma","L (24-53)","2010-11-20"
"145","Baylor","N","Illinois","L (14-38)","2010-12-29"
"146","Boise State","@","Virginia Tech","W (33-30)","2010-09-06"
"147","Boise State","@","Wyoming","W (51-6)","2010-09-18"
"148","Boise State","","Oregon State","W (37-24)","2010-09-25"
"149","Boise State","@","New Mexico State","W (59-0)","2010-10-02"
"150","Boise State","","Toledo","W (57-14)","2010-10-09"
"151","Boise State","@","San Jose State","W (48-0)","2010-10-16"
"152","Boise State","","Louisiana Tech","W (49-20)","2010-10-26"
"153","Boise State","","Hawaii","W (42-7)","2010-11-06"
"154","Boise State","@","Idaho","W (52-14)","2010-11-12"
"155","Boise State","","Fresno State","W (51-0)","2010-11-19"
"156","Boise State","@","Nevada","L (31-34)","2010-11-26"
"157","Boise State","","Utah State","W (50-14)","2010-12-04"
"158","Boise State","N","Utah","W (26-3)","2010-12-22"
"159","Boston College","","Non-Major","W (38-20)","2010-09-04"
"160","Boston College","","Kent State","W (26-13)","2010-09-11"
"161","Boston College","","Virginia Tech","L (0-19)","2010-09-25"
"162","Boston College","","Notre Dame","L (13-31)","2010-10-02"
"163","Boston College","@","North Carolina State","L (17-44)","2010-10-09"
"164","Boston College","@","Florida State","L (19-24)","2010-10-16"
"165","Boston College","","Maryland","L (21-24)","2010-10-23"
"166","Boston College","","Clemson","W (16-10)","2010-10-30"
"167","Boston College","@","Wake Forest","W (23-13)","2010-11-06"
"168","Boston College","@","Duke","W (21-16)","2010-11-13"
"169","Boston College","","Virginia","W (17-13)","2010-11-20"
"170","Boston College","@","Syracuse","W (16-7)","2010-11-27"
"171","Boston College","N","Nevada","L (13-20)","2011-01-09"
"172","Bowling Green State","@","Troy","L (27-30)","2010-09-04"
"173","Bowling Green State","@","Tulsa","L (20-33)","2010-09-11"
"174","Bowling Green State","","Marshall","W (44-28)","2010-09-18"
"175","Bowling Green State","@","Michigan","L (21-65)","2010-09-25"
"176","Bowling Green State","","Buffalo","L (26-28)","2010-10-02"
"177","Bowling Green State","@","Ohio","L (25-49)","2010-10-09"
"178","Bowling Green State","@","Temple","L (27-28)","2010-10-16"
"179","Bowling Green State","","Kent State","L (6-30)","2010-10-23"
"180","Bowling Green State","@","Central Michigan","W (17-14)","2010-10-30"
"181","Bowling Green State","","Miami (OH)","L (21-24)","2010-11-10"
"182","Bowling Green State","@","Toledo","L (14-33)","2010-11-17"
"183","Bowling Green State","","Western Michigan","L (7-41)","2010-11-26"
"184","Brigham Young","","Washington","W (23-17)","2010-09-04"
"185","Brigham Young","@","Florida State","L (10-34)","2010-09-18"
"186","Brigham Young","","Nevada","L (13-27)","2010-09-25"
"187","Brigham Young","@","Utah State","L (16-31)","2010-10-01"
"188","Brigham Young","","San Diego State","W (24-21)","2010-10-09"
"189","Brigham Young","@","Texas Christian","L (3-31)","2010-10-16"
"190","Brigham Young","","Wyoming","W (25-20)","2010-10-23"
"191","Brigham Young","","Nevada-Las Vegas","W (55-7)","2010-11-06"
"192","Brigham Young","@","Colorado State","W (49-10)","2010-11-13"
"193","Brigham Young","","New Mexico","W (40-7)","2010-11-20"
"194","Brigham Young","@","Utah","L (16-17)","2010-11-27"
"195","Brigham Young","N","Texas-El Paso","W (52-24)","2010-12-18"
"196","Buffalo","","Non-Major","W (31-0)","2010-09-02"
"197","Buffalo","","Central Florida","L (10-24)","2010-09-18"
"198","Buffalo","@","Connecticut","L (21-45)","2010-09-25"
"199","Buffalo","@","Northern Illinois","L (14-45)","2010-10-16"
"200","Buffalo","","Temple","L (0-42)","2010-10-23"
"201","Buffalo","","Miami (OH)","L (9-21)","2010-10-30"
"202","Buffalo","@","Ohio","L (17-34)","2010-11-04"
"203","Buffalo","","Eastern Michigan","L (17-21)","2010-11-20"
"204","California","","Non-Major","W (52-3)","2010-09-04"
"205","California","","Colorado","W (52-7)","2010-09-11"
"206","California","@","Nevada","L (31-52)","2010-09-17"
"207","California","","UCLA","W (35-7)","2010-10-09"
"208","California","@","Southern California","L (14-48)","2010-10-16"
"209","California","@","Oregon State","L (7-35)","2010-10-30"
"210","California","@","Washington State","W (20-13)","2010-11-06"
"211","California","","Oregon","L (13-15)","2010-11-13"
"212","California","","Stanford","L (14-48)","2010-11-20"
"213","California","","Washington","L (13-16)","2010-11-27"
"214","Central Florida","","Non-Major","W (38-7)","2010-09-04"
"215","Central Florida","","North Carolina State","L (21-28)","2010-09-11"
"216","Central Florida","@","Kansas State","L (13-17)","2010-09-25"
"217","Central Florida","@","Marshall","W (35-14)","2010-10-13"
"218","Central Florida","","Rice","W (41-14)","2010-10-23"
"219","Central Florida","","East Carolina","W (49-35)","2010-10-30"
"220","Central Florida","@","Houston","W (40-33)","2010-11-05"
"221","Central Florida","","Southern Mississippi","L (21-31)","2010-11-13"
"222","Central Florida","@","Tulane","W (61-14)","2010-11-20"
"223","Central Florida","@","Memphis","W (37-17)","2010-11-27"
"224","Central Florida","","Southern Methodist","W (17-7)","2010-12-04"
"225","Central Florida","N","Georgia","W (10-6)","2010-12-31"
"226","Central Michigan","","Non-Major","W (33-0)","2010-09-02"
"227","Central Michigan","@","Temple","L (10-13)","2010-09-09"
"228","Central Michigan","@","Eastern Michigan","W (52-14)","2010-09-18"
"229","Central Michigan","@","Northwestern","L (25-30)","2010-09-25"
"230","Central Michigan","@","Virginia Tech","L (21-45)","2010-10-09"
"231","Central Michigan","","Miami (OH)","L (20-27)","2010-10-16"
"232","Central Michigan","@","Northern Illinois","L (7-33)","2010-10-23"
"233","Central Michigan","","Western Michigan","W (26-22)","2010-11-05"
"234","Central Michigan","@","Navy","L (37-38)","2010-11-13"
"235","Central Michigan","@","Toledo","L (31-42)","2010-11-26"
"236","Cincinnati","@","Fresno State","L (14-28)","2010-09-04"
"237","Cincinnati","","Non-Major","W (40-7)","2010-09-11"
"238","Cincinnati","@","North Carolina State","L (19-30)","2010-09-16"
"239","Cincinnati","","Oklahoma","L (29-31)","2010-09-25"
"240","Cincinnati","","Miami (OH)","W (45-3)","2010-10-09"
"241","Cincinnati","@","Louisville","W (35-27)","2010-10-15"
"242","Cincinnati","","South Florida","L (30-38)","2010-10-22"
"243","Cincinnati","","Syracuse","L (7-31)","2010-10-30"
"244","Cincinnati","@","West Virginia","L (10-37)","2010-11-13"
"245","Cincinnati","","Rutgers","W (69-38)","2010-11-20"
"246","Cincinnati","@","Connecticut","L (17-38)","2010-11-27"
"247","Cincinnati","","Pittsburgh","L (10-28)","2010-12-04"
"248","Clemson","","North Texas","W (35-10)","2010-09-04"
"249","Clemson","","Non-Major","W (58-21)","2010-09-11"
"250","Clemson","","Miami (FL)","L (21-30)","2010-10-02"
"251","Clemson","@","North Carolina","L (16-21)","2010-10-09"
"252","Clemson","","Maryland","W (31-7)","2010-10-16"
"253","Clemson","","Georgia Tech","W (27-13)","2010-10-23"
"254","Clemson","","North Carolina State","W (14-13)","2010-11-06"
"255","Clemson","@","Florida State","L (13-16)","2010-11-13"
"256","Clemson","@","Wake Forest","W (30-10)","2010-11-20"
"257","Clemson","","South Carolina","L (7-29)","2010-11-27"
"258","Clemson","N","South Florida","L (26-31)","2010-12-31"
"259","Colorado State","N","Colorado","L (3-24)","2010-09-04"
"260","Colorado State","@","Nevada","L (6-51)","2010-09-11"
"261","Colorado State","@","Miami (OH)","L (10-31)","2010-09-18"
"262","Colorado State","","Idaho","W (36-34)","2010-09-25"
"263","Colorado State","","Texas Christian","L (0-27)","2010-10-02"
"264","Colorado State","","Nevada-Las Vegas","W (43-10)","2010-10-16"
"265","Colorado State","@","Utah","L (6-59)","2010-10-23"
"266","Colorado State","","New Mexico","W (38-14)","2010-10-30"
"267","Colorado State","@","San Diego State","L (19-24)","2010-11-06"
"268","Colorado State","@","Wyoming","L (0-44)","2010-11-20"
"269","Colorado","","Hawaii","W (31-13)","2010-09-18"
"270","Colorado","","Georgia","W (29-27)","2010-10-02"
"271","Colorado","@","Missouri","L (0-26)","2010-10-09"
"272","Colorado","","Texas Tech","L (24-27)","2010-10-23"
"273","Colorado","@","Oklahoma","L (10-43)","2010-10-30"
"274","Colorado","@","Kansas","L (45-52)","2010-11-06"
"275","Colorado","","Iowa State","W (34-14)","2010-11-13"
"276","Colorado","","Kansas State","W (44-36)","2010-11-20"
"277","Colorado","@","Nebraska","L (17-45)","2010-11-26"
"278","Connecticut","@","Michigan","L (10-30)","2010-09-04"
"279","Connecticut","","Non-Major","W (62-3)","2010-09-11"
"280","Connecticut","@","Temple","L (16-30)","2010-09-18"
"281","Connecticut","","Vanderbilt","W (40-21)","2010-10-02"
"282","Connecticut","@","Rutgers","L (24-27)","2010-10-08"
"283","Connecticut","@","Louisville","L (0-26)","2010-10-23"
"284","Connecticut","","West Virginia","W (16-13)","2010-10-29"
"285","Connecticut","","Pittsburgh","W (30-28)","2010-11-11"
"286","Connecticut","@","Syracuse","W (23-6)","2010-11-20"
"287","Connecticut","@","South Florida","W (19-16)","2010-12-04"
"288","Connecticut","N","Oklahoma","L (20-48)","2011-01-01"
"289","Duke","","Non-Major","W (41-27)","2010-09-04"
"290","Duke","@","Wake Forest","L (48-54)","2010-09-11"
"291","Duke","@","Maryland","L (16-21)","2010-10-02"
"292","Duke","","Miami (FL)","L (13-28)","2010-10-16"
"293","Duke","@","Virginia Tech","L (7-44)","2010-10-23"
"294","Duke","@","Navy","W (34-31)","2010-10-30"
"295","Duke","","Virginia","W (55-48)","2010-11-06"
"296","Duke","@","Georgia Tech","L (20-30)","2010-11-20"
"297","Duke","","North Carolina","L (19-24)","2010-11-27"
"298","East Carolina","","Tulsa","W (51-49)","2010-09-05"
"299","East Carolina","","Memphis","W (49-27)","2010-09-11"
"300","East Carolina","@","Virginia Tech","L (27-49)","2010-09-18"
"301","East Carolina","@","North Carolina","L (17-42)","2010-10-02"
"302","East Carolina","@","Southern Mississippi","W (44-43)","2010-10-09"
"303","East Carolina","","North Carolina State","W (33-27)","2010-10-16"
"304","East Carolina","","Marshall","W (37-10)","2010-10-23"
"305","East Carolina","","Navy","L (35-76)","2010-11-06"
"306","East Carolina","@","Rice","L (38-62)","2010-11-20"
"307","East Carolina","","Southern Methodist","L (38-45)","2010-11-26"
"308","East Carolina","@","Maryland","L (20-51)","2010-12-29"
"309","Eastern Michigan","@","Miami (OH)","L (21-28)","2010-09-11"
"310","Eastern Michigan","@","Ohio State","L (20-73)","2010-09-25"
"311","Eastern Michigan","","Ohio","L (17-30)","2010-10-02"
"312","Eastern Michigan","@","Vanderbilt","L (6-52)","2010-10-09"
"313","Eastern Michigan","@","Virginia","L (21-48)","2010-10-23"
"314","Eastern Michigan","","Toledo","L (7-42)","2010-10-30"
"315","Eastern Michigan","@","Western Michigan","L (30-45)","2010-11-13"
"316","Eastern Michigan","","Northern Illinois","L (3-71)","2010-11-26"
"317","Florida Atlantic","@","Michigan State","L (17-30)","2010-09-11"
"318","Florida Atlantic","","North Texas","L (17-21)","2010-09-25"
"319","Florida Atlantic","@","South Florida","L (3-31)","2010-10-02"
"320","Florida Atlantic","@","Louisiana-Monroe","L (17-20)","2010-10-09"
"321","Florida Atlantic","","Florida International","W (21-9)","2010-10-30"
"322","Florida Atlantic","@","Western Kentucky","W (17-16)","2010-11-06"
"323","Florida Atlantic","","Louisiana","W (24-23)","2010-11-13"
"324","Florida Atlantic","@","Texas","L (17-51)","2010-11-20"
"325","Florida Atlantic","@","Middle Tennessee State","L (14-38)","2010-11-27"
"326","Florida Atlantic","","Troy","L (7-44)","2010-12-04"
"327","Florida International","","Rutgers","L (14-19)","2010-09-11"
"328","Florida International","@","Texas A&M","L (20-27)","2010-09-18"
"329","Florida International","@","Maryland","L (28-42)","2010-09-25"
"330","Florida International","@","Pittsburgh","L (17-44)","2010-10-02"
"331","Florida International","","Western Kentucky","W (28-21)","2010-10-09"
"332","Florida International","@","North Texas","W (34-10)","2010-10-16"
"333","Florida International","","Louisiana-Monroe","W (42-35)","2010-11-06"
"334","Florida International","@","Troy","W (52-35)","2010-11-13"
"335","Florida International","@","Louisiana","W (38-17)","2010-11-20"
"336","Florida International","","Middle Tennessee State","L (27-28)","2010-12-04"
"337","Florida International","N","Toledo","W (34-32)","2010-12-26"
"338","Florida State","","Non-Major","W (59-6)","2010-09-04"
"339","Florida State","@","Oklahoma","L (17-47)","2010-09-11"
"340","Florida State","","Wake Forest","W (31-0)","2010-09-25"
"341","Florida State","@","Virginia","W (34-14)","2010-10-02"
"342","Florida State","@","Miami (FL)","W (45-17)","2010-10-09"
"343","Florida State","@","North Carolina State","L (24-28)","2010-10-28"
"344","Florida State","","North Carolina","L (35-37)","2010-11-06"
"345","Florida State","@","Maryland","W (30-16)","2010-11-20"
"346","Florida State","","Florida","W (31-7)","2010-11-27"
"347","Florida State","N","Virginia Tech","L (33-44)","2010-12-04"
"348","Florida State","N","South Carolina","W (26-17)","2010-12-31"
"349","Florida","","Miami (OH)","W (34-12)","2010-09-04"
"350","Florida","","South Florida","W (38-14)","2010-09-11"
"351","Florida","@","Tennessee","W (31-17)","2010-09-18"
"352","Florida","","Kentucky","W (48-14)","2010-09-25"
"353","Florida","","Louisiana State","L (29-33)","2010-10-09"
"354","Florida","","Mississippi State","L (7-10)","2010-10-16"
"355","Florida","N","Georgia","W (34-31)","2010-10-30"
"356","Florida","@","Vanderbilt","W (55-14)","2010-11-06"
"357","Florida","","South Carolina","L (14-36)","2010-11-13"
"358","Florida","","Non-Major","W (48-10)","2010-11-20"
"359","Florida","N","Penn State","W (37-24)","2011-01-01"
"360","Fresno State","@","Utah State","W (41-24)","2010-09-18"
"361","Fresno State","@","Mississippi","L (38-55)","2010-09-25"
"362","Fresno State","","Non-Major","W (38-17)","2010-10-02"
"363","Fresno State","","Hawaii","L (27-49)","2010-10-09"
"364","Fresno State","","New Mexico State","W (33-10)","2010-10-16"
"365","Fresno State","@","San Jose State","W (33-18)","2010-10-23"
"366","Fresno State","@","Louisiana Tech","W (40-34)","2010-11-06"
"367","Fresno State","","Nevada","L (34-35)","2010-11-13"
"368","Fresno State","","Idaho","W (23-20)","2010-11-27"
"369","Fresno State","","Illinois","W (25-23)","2010-12-03"
"370","Fresno State","N","Northern Illinois","L (17-40)","2010-12-18"
"371","Georgia Tech","","Non-Major","W (41-10)","2010-09-04"
"372","Georgia Tech","@","Kansas","L (25-28)","2010-09-11"
"373","Georgia Tech","@","North Carolina","W (30-24)","2010-09-18"
"374","Georgia Tech","","North Carolina State","L (28-45)","2010-09-25"
"375","Georgia Tech","@","Wake Forest","W (24-20)","2010-10-02"
"376","Georgia Tech","","Virginia","W (33-21)","2010-10-09"
"377","Georgia Tech","","Middle Tennessee State","W (42-14)","2010-10-16"
"378","Georgia Tech","@","Virginia Tech","L (21-28)","2010-11-04"
"379","Georgia Tech","","Miami (FL)","L (10-35)","2010-11-13"
"380","Georgia Tech","@","Georgia","L (34-42)","2010-11-27"
"381","Georgia","","Louisiana","W (55-7)","2010-09-04"
"382","Georgia","@","South Carolina","L (6-17)","2010-09-11"
"383","Georgia","@","Mississippi State","L (12-24)","2010-09-25"
"384","Georgia","","Tennessee","W (41-14)","2010-10-09"
"385","Georgia","","Vanderbilt","W (43-0)","2010-10-16"
"386","Georgia","@","Kentucky","W (44-31)","2010-10-23"
"387","Georgia","","Non-Major","W (55-7)","2010-11-06"
"388","Hawaii","","Southern California","L (36-49)","2010-09-02"
"389","Hawaii","","Non-Major","W (66-7)","2010-09-25"
"390","Hawaii","","Louisiana Tech","W (41-21)","2010-10-02"
"391","Hawaii","","Nevada","W (27-21)","2010-10-16"
"392","Hawaii","@","Utah State","W (45-7)","2010-10-23"
"393","Hawaii","","Idaho","W (45-10)","2010-10-30"
"394","Hawaii","","San Jose State","W (41-7)","2010-11-20"
"395","Hawaii","@","New Mexico State","W (59-24)","2010-11-27"
"396","Hawaii","","Nevada-Las Vegas","W (59-21)","2010-12-04"
"397","Hawaii","","Tulsa","L (35-62)","2010-12-24"
"398","Houston","","Non-Major","W (68-28)","2010-09-04"
"399","Houston","","Texas-El Paso","W (54-24)","2010-09-10"
"400","Houston","@","UCLA","L (13-31)","2010-09-18"
"401","Houston","","Tulane","W (42-23)","2010-09-25"
"402","Houston","","Mississippi State","L (24-47)","2010-10-09"
"403","Houston","@","Rice","L (31-34)","2010-10-16"
"404","Houston","@","Southern Methodist","W (45-20)","2010-10-23"
"405","Houston","@","Memphis","W (56-17)","2010-10-30"
"406","Houston","","Tulsa","L (25-28)","2010-11-13"
"407","Houston","@","Southern Mississippi","L (41-59)","2010-11-20"
"408","Houston","@","Texas Tech","L (20-35)","2010-11-27"
"409","Idaho","","Non-Major","W (45-0)","2010-09-02"
"410","Idaho","@","Nebraska","L (17-38)","2010-09-11"
"411","Idaho","","Nevada-Las Vegas","W (30-7)","2010-09-18"
"412","Idaho","@","Western Michigan","W (33-13)","2010-10-02"
"413","Idaho","@","Louisiana Tech","L (35-48)","2010-10-16"
"414","Idaho","","New Mexico State","W (37-14)","2010-10-23"
"415","Idaho","","Nevada","L (17-63)","2010-11-06"
"416","Idaho","@","Utah State","W (28-6)","2010-11-20"
"417","Idaho","","San Jose State","W (26-23)","2010-12-04"
"418","Illinois","N","Missouri","L (13-23)","2010-09-04"
"419","Illinois","","Non-Major","W (35-3)","2010-09-11"
"420","Illinois","","Northern Illinois","W (28-22)","2010-09-18"
"421","Illinois","","Ohio State","L (13-24)","2010-10-02"
"422","Illinois","@","Penn State","W (33-13)","2010-10-09"
"423","Illinois","@","Michigan State","L (6-26)","2010-10-16"
"424","Illinois","","Indiana","W (43-13)","2010-10-23"
"425","Illinois","","Purdue","W (44-10)","2010-10-30"
"426","Illinois","@","Michigan","L (65-67)","2010-11-06"
"427","Illinois","","Minnesota","L (34-38)","2010-11-13"
"428","Illinois","@","Northwestern","W (48-27)","2010-11-20"
"429","Indiana","","Non-Major","W (51-17)","2010-09-02"
"430","Indiana","@","Western Kentucky","W (38-21)","2010-09-18"
"431","Indiana","","Michigan","L (35-42)","2010-10-02"
"432","Indiana","@","Ohio State","L (10-38)","2010-10-09"
"433","Indiana","","Northwestern","L (17-20)","2010-10-30"
"434","Indiana","","Iowa","L (13-18)","2010-11-06"
"435","Indiana","@","Wisconsin","L (20-83)","2010-11-13"
"436","Indiana","N","Penn State","L (24-41)","2010-11-20"
"437","Indiana","@","Purdue","W (34-31)","2010-11-27"
"438","Iowa State","","Northern Illinois","W (27-10)","2010-09-02"
"439","Iowa State","@","Iowa","L (7-35)","2010-09-11"
"440","Iowa State","@","Kansas State","L (20-27)","2010-09-18"
"441","Iowa State","","Non-Major","W (27-0)","2010-09-25"
"442","Iowa State","","Texas Tech","W (52-38)","2010-10-02"
"443","Iowa State","","Utah","L (27-68)","2010-10-09"
"444","Iowa State","@","Oklahoma","L (0-52)","2010-10-16"
"445","Iowa State","@","Texas","W (28-21)","2010-10-23"
