"Team","X","Opponent","Date","Game.ID","Off.Plays","Off.Tot.Yds","Off.Tot.Avg","Off.Pass","Off.Rush","Off.Pen","Off.Tot","Off.Fum","Off.Tot.TD","Off.Pass.Att","Off.Cmp","Off.Pct","Off.Pass.Yds","Off.Pass.Avg","Off.Pass.TD","Off.Int","Off.Rush.Att","Off.Rush.Yds","Off.Rush.Avg","Off.Rush.TD","Off.X.2PM","Off.X.2PM.Pass","Off.X.2PM.Rush","Off.Points","Off.FGA","Off.FGM","Off.XPA","Off.XPM","Off.X3rdDown..Attempts","Off.X3rdDown..Conversions","Off.X3rdDown..Conversion..","Off.X4thDown..Attempts","Off.X4thDown..Conversions","Off.X4thDown..Conversion..","Off.RedZone..Attempts","Off.RedZone..Scores","Off.RedZone..Score..","Off.RedZone..TD","Off.RedZone..TD..","Off.RedZone..FG","Off.RedZone..FG..","Off.FGF","Off.FG.","Off.XPF","Off.XP.","Off.Incmp","Off.X3rdDown..Failed","Off.Tot.TO","Off.Points.Team","Off.Pass.Pts","Off.Rush.Pts","Off.Kicking.Pts","Off.ST.KickRet.Ret","Off.ST.KickRet.Yds","Off.ST.KickRet.Avg","Off.ST.KickRet.TD","Off.ST.PuntRet.Ret","Off.ST.PuntRet.Yds","Off.ST.PuntRet.Avg","Off.ST.PuntRet.TD","Off.ST.Punting.Punts","Off.ST.Punting.Yds","Off.ST.Punting.Avg","Off.ST.Kickoff.No","Off.ST.Kickoff.Yds","Off.ST.Kickoff.Avg","Off.ST.Kickoff.Touchbacks","Off.ST.Kickoff.Touchbacks..","Off.ST.Kickoff.OutOfBounds","Off.ST.Kickoff.Onside","Off.ST.Tot.TO","Off.ST.Return.TD","Off.ST.Return.Points","Off.ST.Return.Yds","Off.ST.Return.Ret","Off.ST.Return.Avg","Def.FGR.TD","Def.Sfty","Def.QB.Hurries","Def.KicksPunts.Blocked","Def.Points.Team","Def.Tackles.Solo","Def.Tackles.Ast","Def.Tackles.Tot","Def.Tackles.Loss","Def.Tackles.Sk","Def.Int.Int","Def.Int.Yds","Def.Int.Avg","Def.Int.TD","Def.Int.PD","Def.Fumbles.FR","Def.Fumbles.Yds","Def.Fumbles.TD","Def.Fumbles.FF","Def.Tot.Yds","Def.Tot.TD","Def.Tot.Pts","Def.Tot.TO","Def.ST.KicksPunts.Blocked","Def.ST.Fumbles.TD","Def.ST.Receiving.TD","Def.ST.Receiving.Pts","Off_w_ST.Tot.TO","Off_w_ST.Fum","Off_w_ST.Int","Def_w_ST.Tot.Fumbles.TD","Off.X4thDown..Failed","Off_w_ST.Plays","Off_w_ST.Yds","Off_w_ST.Yds.Avg","Off_w_ST.Pts","Off_w_ST.TD","Def_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Yds","Off.Minus.Def.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off.Minus.Def.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off.Minus.Def.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.TD.TO.Diff","Off_w_ST.Tot.TO.NonScoring","Off.TD.FR.by.Off","No.Possessions","No.Empty.Possessions","No.Scoring.Possessions","No.Negative.Possessions","Homefield"
"Air Force","","New Mexico","2010-11-13",11,64,258,4,7,8,0,15,0,3,25,15,60,99,4,1,0,39,159,4.08,2,0,0,0,23,1,1,2,2,16,6,37.5,4,3,75,4,4,100,3,75,1,25,0,1,0,1,10,10,0,23,6,12,5,7,123,17.57,0,1,0,0,0,5,192,38.4,3,189,63,0,0,0,2,2,0,0,123,8,15.375,0,0,0,0,23,32,42,74,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,72,381,5.29166666666667,23,3,0,0,0,23,23,258,381,3,3,1,2,0,12,8,4,0,""
"Air Force","@","Nevada-Las Vegas","2010-11-18",12,67,337,5,12,5,1,18,0,2,31,18,58.1,224,7.2,1,1,36,113,3.14,1,0,0,0,20,2,2,2,2,16,10,62.5,2,0,0,4,3,75,1,25,2,50,0,1,0,1,13,6,1,20,6,6,8,6,93,15.5,0,0,0,0,0,2,95,47.5,5,319,63.8,0,0,0,0,0,0,0,93,6,15.5,0,0,0,0,20,29,52,81,5,0,1,24,24,0,5,0,0,0,0,24,0,0,1,0,0,0,0,1,0,1,0,2,73,430,5.89041095890411,20,2,0,0,24,20,20,313,406,2,2,1,1,0,9,5,4,0,"@"
"Air Force","N","Georgia Tech","2010-12-27",13,71,320,4.5,2,16,0,18,0,1,14,5,35.7,41,2.9,0,1,57,279,4.89,1,0,0,0,7,0,0,1,1,18,8,44.44,3,2,66.67,2,1,50,1,50,0,0,0,0,0,1,9,10,1,7,0,6,1,3,24,8,0,2,-8,-4,0,5,181,36.2,2,138,69,1,50,0,0,3,0,0,16,5,3.2,0,0,0,0,7,52,22,74,3,1,1,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,4,3,1,0,1,76,336,4.42105263157895,7,1,0,0,0,7,7,320,336,1,1,-3,4,0,11,10,1,0,"N"
"Akron","","Syracuse","2010-09-04",14,72,431,6,10,8,2,20,1,3,27,17,63,229,8.5,2,1,45,202,4.49,1,0,0,0,23,1,1,3,2,19,10,52.63,0,0,0,3,2,66.67,1,33.33,1,33.33,0,1,1,0.666666666666667,10,9,2,29,12,6,5,2,29,14.5,0,1,2,2,0,5,224,44.8,5,324,64.8,0,0,0,1,1,0,0,31,3,10.3333333333333,0,0,0,0,29,42,34,76,2,1,1,34,34,0,5,1,29,0,3,63,0,0,2,0,0,0,0,3,2,1,0,0,75,462,6.16,23,3,0,0,63,23,23,368,399,3,3,0,3,0,12,8,4,0,""
"Akron","","Non-Major","2010-09-11",15,80,391,4.9,14,8,2,24,0,5,43,25,58.1,290,6.7,3,1,37,101,2.73,2,0,0,0,38,1,1,5,5,20,11,55,1,1,100,5,5,100,5,100,0,0,0,1,0,1,18,9,1,38,18,12,8,4,74,18.5,0,0,0,0,0,6,223,37.17,5,272,54.4,0,0,0,0,0,0,0,74,4,18.5,0,0,0,0,38,42,33,75,6,3,1,12,12,0,4,0,0,0,1,12,0,0,1,0,0,0,0,1,0,1,0,0,84,465,5.53571428571429,38,5,0,0,12,38,38,379,453,5,5,4,1,0,13,7,6,0,""
"Akron","@","Kentucky","2010-09-18",16,68,544,8,12,14,1,27,0,6,30,22,73.3,254,8.5,2,0,38,290,7.63,4,0,0,0,47,3,2,6,5,9,3,33.33,1,0,0,6,6,100,4,66.67,2,33.33,1,0.666666666666667,1,0.833333333333333,8,6,0,47,12,24,11,3,61,20.33,0,5,9,1.8,0,2,94,47,9,620,68.89,5,55.56,1,0,0,0,0,70,8,8.75,0,0,2,0,47,41,40,81,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,614,8.07894736842105,47,6,0,0,0,47,47,544,614,6,6,6,0,0,12,4,8,0,"@"
"Akron","@","Indiana","2010-09-25",17,62,426,6.9,15,4,2,21,0,5,33,23,69.7,342,10.4,4,0,29,84,2.9,1,0,0,0,35,0,0,5,5,11,6,54.55,2,2,100,6,5,83.33,5,83.33,0,0,0,0,0,1,10,5,0,35,24,6,5,3,64,21.33,0,0,0,0,0,3,111,37,6,378,63,1,16.67,0,0,0,0,0,64,3,21.3333333333333,0,0,2,0,35,34,26,60,5,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,490,7.53846153846154,35,5,0,0,0,35,35,426,490,5,5,5,0,0,8,3,5,0,"@"
"Akron","","Northern Illinois","2010-10-02",18,69,520,7.5,12,12,2,26,0,5,22,17,77.3,292,13.3,3,0,47,228,4.85,2,0,0,0,44,3,3,6,5,14,10,71.43,0,0,0,7,6,85.71,4,57.14,2,28.57,0,1,1,0.833333333333333,5,4,0,50,18,12,14,3,81,27,0,1,0,0,0,1,28,28,10,661,66.1,1,10,0,0,1,0,0,81,4,20.25,0,0,0,0,50,43,35,78,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,73,601,8.23287671232877,44,5,0,0,0,44,44,520,601,5,5,4,1,0,10,2,8,0,""
"Akron","@","Kent State","2010-10-09",19,66,261,4,7,6,2,15,0,2,34,17,50,186,5.5,1,0,32,75,2.34,1,0,0,0,16,0,0,4,4,15,4,26.67,2,1,50,2,2,100,2,100,0,0,0,0,0,1,17,11,0,28,6,6,4,4,53,13.25,0,4,35,8.75,0,9,371,41.22,5,297,59.4,0,0,1,0,0,0,0,88,8,11,0,0,1,0,28,40,22,62,5,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,74,349,4.71621621621622,16,2,0,0,0,16,16,261,349,2,2,2,0,0,12,10,2,0,"@"
"Akron","@","Ohio","2010-10-16",20,67,496,7.4,11,13,0,24,0,5,23,16,69.6,238,10.3,2,1,44,258,5.86,3,0,0,0,38,2,1,5,5,12,5,41.67,3,2,66.67,4,3,75,3,75,0,0,1,0.5,0,1,7,7,1,38,12,18,8,2,44,22,0,3,45,15,0,0,0,0,7,434,62,0,0,0,0,0,0,0,89,5,17.8,0,0,0,1,38,37,48,85,5,0,1,3,3,0,1,0,0,0,0,3,0,0,1,1,0,0,0,1,0,1,0,1,72,585,8.125,38,5,0,0,3,38,38,493,582,5,5,4,1,0,9,3,6,0,"@"
"Akron","","Western Michigan","2010-10-23",21,62,519,8.4,15,6,1,22,1,6,27,18,66.7,382,14.1,5,0,35,137,3.91,1,0,0,0,44,0,0,8,8,12,5,41.67,3,2,66.67,3,2,66.67,2,66.67,0,0,0,0,0,1,9,7,1,56,30,6,8,1,91,91,1,2,7,3.5,0,4,167,41.75,9,596,66.22,2,22.22,0,0,0,1,6,98,3,32.6666666666667,0,0,0,0,56,29,27,56,4,3,0,0,0,0,4,1,57,1,0,57,1,6,1,0,0,0,0,1,1,0,1,1,65,617,9.49230769230769,50,7,1,6,57,38,44,462,560,5,6,6,0,0,13,6,7,1,""
"Akron","@","Temple","2010-10-30",22,62,399,6.4,9,11,1,21,0,3,22,15,68.2,209,9.5,1,0,40,190,4.75,2,0,0,0,30,3,3,3,3,11,4,36.36,0,0,0,4,4,100,2,50,2,50,0,1,0,1,7,7,0,30,6,12,12,0,0,0,0,3,44,14.67,0,4,154,38.5,7,463,66.14,2,28.57,0,0,1,0,0,44,3,14.6666666666667,0,0,0,0,30,50,4,54,7,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,65,443,6.81538461538462,30,3,0,0,0,30,30,399,443,3,3,2,1,0,11,5,6,0,"@"
"Akron","@","Ball State","2010-11-06",23,69,389,5.6,9,5,1,15,0,4,29,15,51.7,266,9.2,4,3,40,123,3.08,0,0,0,0,37,3,3,4,4,17,6,35.29,2,2,100,4,3,75,1,25,2,50,0,1,0,1,14,11,3,37,24,0,13,5,86,17.2,0,2,2,1,0,5,204,40.8,6,380,63.33,0,0,0,0,2,0,0,88,7,12.5714285714286,0,0,5,0,37,38,34,72,4,2,3,-2,-2,0,5,0,0,0,1,-2,0,0,3,0,0,0,0,5,2,3,0,0,76,477,6.27631578947368,37,4,0,0,-2,37,37,391,479,4,4,-1,5,0,17,10,7,0,"@"
"Akron","","Miami (OH)","2010-11-17",24,67,398,5.9,12,7,1,20,0,1,32,22,68.8,213,6.7,0,0,35,185,5.29,1,0,0,0,19,5,4,1,1,14,3,21.43,0,0,0,6,5,83.33,1,16.67,4,66.67,1,0.8,0,1,10,11,0,19,0,6,13,1,22,22,0,3,29,9.67,0,5,179,35.8,6,393,65.5,0,0,0,0,0,0,0,51,4,12.75,0,0,0,1,19,33,44,77,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,449,6.32394366197183,19,1,0,0,0,19,19,398,449,1,1,1,0,0,11,6,5,0,""
"Akron","","Buffalo","2010-11-26",25,70,364,5.2,12,7,0,19,0,2,35,19,54.3,268,7.7,2,2,35,96,2.74,0,0,0,0,14,0,0,2,2,15,6,40,2,1,50,3,2,66.67,2,66.67,0,0,0,0,0,1,16,9,2,14,12,0,2,5,82,16.4,0,1,0,0,0,6,157,26.17,3,81,27,0,0,0,0,1,0,0,82,6,13.6666666666667,0,0,0,1,14,33,41,74,4,2,2,23,23,0,2,0,0,0,1,23,0,0,2,1,0,0,0,3,1,2,0,1,76,446,5.86842105263158,14,2,0,0,23,14,14,341,423,2,2,-1,3,0,12,10,2,0,""
"Alabama","","San Jose State","2010-09-04",38,48,175,3.6,2,3,2,7,0,0,19,8,42.1,86,4.5,0,1,29,89,3.07,0,0,0,0,3,2,1,0,0,13,1,7.69,1,1,100,1,1,100,0,0,1,100,1,0.5,0,0,11,12,1,3,0,0,3,7,150,21.43,0,0,0,0,0,9,374,41.56,2,116,58,0,0,0,0,0,0,0,150,7,21.4285714285714,0,0,1,0,3,30,28,58,2,1,1,15,15,0,6,0,0,0,1,15,0,0,1,0,0,0,0,1,0,1,0,0,55,325,5.90909090909091,3,0,0,0,15,3,3,160,310,0,0,-1,1,0,12,11,1,0,""
"Alabama","","Penn State","2010-09-11",39,62,283,4.6,8,9,0,17,1,0,31,14,45.2,156,5,0,3,31,127,4.1,0,0,0,0,3,1,1,0,0,14,5,35.71,2,2,100,3,1,33.33,0,0,1,33.33,0,1,0,0,17,9,4,3,0,0,3,5,123,24.6,0,0,0,0,0,4,145,36.25,2,82,41,0,0,0,0,0,0,0,123,5,24.6,0,0,6,0,3,34,26,60,1,0,3,2,2,0,8,1,89,0,1,91,0,0,4,0,0,0,0,4,1,3,0,0,67,406,6.05970149253731,3,0,0,0,91,3,3,192,315,0,0,-4,4,0,9,8,1,0,""
"Alabama","@","Duke","2010-09-18",40,78,302,3.9,9,7,1,17,0,1,42,19,45.2,156,3.7,1,1,36,146,4.06,0,0,0,0,13,2,2,1,1,19,7,36.84,3,1,33.33,2,2,100,1,50,1,50,0,1,0,1,23,12,1,13,6,0,7,10,198,19.8,0,1,11,11,0,7,287,41,3,202,67.33,0,0,0,1,0,0,0,209,11,19,0,0,2,0,13,48,32,80,6,1,1,21,21,0,4,0,0,0,0,21,0,0,1,0,0,0,0,1,0,1,0,2,89,511,5.74157303370786,13,1,0,0,21,13,13,281,490,1,1,0,1,0,13,10,3,0,"@"
"Alabama","@","Arkansas","2010-09-25",41,58,421,7.3,14,4,2,20,0,2,38,25,65.8,357,9.4,1,3,20,64,3.2,1,0,0,0,20,2,2,2,2,10,2,20,1,1,100,4,3,75,1,25,2,50,0,1,0,1,13,8,3,20,6,6,8,4,86,21.5,0,0,0,0,0,3,116,38.67,5,307,61.4,0,0,0,0,0,0,0,86,4,21.5,0,0,0,0,20,46,17,63,3,2,3,33,16.5,0,6,0,0,0,1,33,0,0,3,0,0,0,0,3,0,3,0,0,62,507,8.17741935483871,20,2,0,0,33,20,20,388,474,2,2,-1,3,0,10,6,4,0,"@"
"Alabama","","Florida","2010-10-02",42,63,281,4.5,10,4,3,17,0,0,32,16,50,202,6.3,0,3,31,79,2.55,0,0,0,0,6,2,2,0,0,13,3,23.08,3,1,33.33,4,1,25,0,0,1,25,0,1,0,0,16,10,3,6,0,0,6,5,117,23.4,0,2,6,3,0,3,187,62.33,3,198,66,0,0,0,0,1,0,0,123,7,17.5714285714286,0,0,9,0,6,42,20,62,8,1,3,44,44,1,11,0,0,0,1,44,1,6,3,0,0,0,0,4,1,3,0,2,70,404,5.77142857142857,6,0,1,6,44,0,0,237,360,-1,-1,-4,3,0,11,9,2,1,""
"Alabama","@","South Carolina","2010-10-09",43,57,311,5.5,9,10,1,20,0,5,20,17,85,201,10.1,3,1,37,110,2.97,2,0,0,0,35,0,0,5,5,11,6,54.55,2,2,100,4,4,100,4,100,0,0,0,0,0,1,3,5,1,35,18,12,5,3,70,23.33,0,1,15,15,0,2,82,41,7,478,68.29,0,0,0,0,0,0,0,85,4,21.25,0,1,0,0,35,43,16,59,6,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,61,396,6.49180327868852,35,5,0,0,0,33,35,311,396,5,5,4,1,0,9,4,5,1,"@"
"Alabama","","Mississippi","2010-10-16",44,66,243,3.7,7,6,0,13,0,1,40,18,45,110,2.8,1,1,26,133,5.12,0,0,0,0,10,1,1,1,1,19,8,42.11,2,1,50,2,2,100,1,50,1,50,0,1,0,1,22,11,1,10,6,0,4,4,77,19.25,0,0,0,0,0,8,383,47.88,3,210,70,0,0,0,0,0,0,0,77,4,19.25,0,0,10,0,10,34,24,58,6,2,1,4,4,0,7,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,70,320,4.57142857142857,10,1,0,0,4,10,10,239,316,1,1,0,1,0,12,10,2,0,""
"Alabama","@","Tennessee","2010-10-23",45,66,315,4.8,8,7,4,19,0,1,36,17,47.2,156,4.3,0,2,30,159,5.3,1,0,0,0,10,2,1,1,1,15,5,33.33,1,0,0,3,1,33.33,0,0,1,33.33,1,0.5,0,1,19,10,2,10,0,6,4,7,144,20.57,0,0,0,0,0,6,289,48.17,2,133,66.5,0,0,0,0,0,0,0,144,7,20.5714285714286,0,0,2,0,10,38,26,64,6,2,2,20,20,0,9,0,0,0,1,20,0,0,2,0,0,0,0,2,0,2,0,1,73,459,6.28767123287671,10,1,0,0,20,10,10,295,439,1,1,-1,2,0,12,10,2,0,"@"
"Alabama","@","Louisiana State","2010-11-06",46,65,433,6.7,6,9,0,15,0,2,20,14,70,208,10.4,1,0,45,225,5,1,1,1,0,24,4,3,1,1,17,6,35.29,2,2,100,2,2,100,1,50,1,50,1,0.75,0,1,6,11,0,24,8,6,10,2,45,22.5,0,3,22,7.33,0,5,178,35.6,6,385,64.17,1,16.67,0,0,0,0,0,67,5,13.4,0,0,1,0,24,33,54,87,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,500,7.14285714285714,24,2,0,0,0,24,24,433,500,2,2,2,0,0,11,6,5,0,"@"
