"","Team","X","Opponent","Result","Date"
"65","Arkansas State","@","Georgia State","L (38-52)","2019-10-05"
"75","Arkansas State","","Louisiana","L (20-37)","2019-10-17"
"85","Arkansas State","","Texas State","W (38-14)","2019-10-26"
"95","Arkansas State","@","Louisiana-Monroe","W (48-41)","2019-11-02"
"105","Arkansas State","","Coastal Carolina","W (28-27)","2019-11-16"
"119","Arkansas State","","Georgia Southern","W (38-33)","2019-11-23"
"124","Arkansas State","@","South Alabama","L (30-34)","2019-11-29"
"134","Arkansas State","N","Florida International","W (34-26)","2019-12-21"
"120","Arkansas","","Portland State","W (20-13)","2019-08-31"
"214","Arkansas","@","Mississippi","L (17-31)","2019-09-07"
"315","Arkansas","","Colorado State","W (55-34)","2019-09-14"
"46","Arkansas","","San Jose State","L (24-31)","2019-09-21"
"56","Arkansas","N","Texas A&M","L (27-31)","2019-09-28"
"66","Arkansas","@","Kentucky","L (20-24)","2019-10-12"
"76","Arkansas","","Auburn","L (10-51)","2019-10-19"
"96","Arkansas","","Mississippi State","L (24-54)","2019-11-02"
"106","Arkansas","","Western Kentucky","L (19-45)","2019-11-09"
"1110","Arkansas","@","Louisiana State","L (20-56)","2019-11-23"
"125","Arkansas","","Missouri","L (14-24)","2019-11-29"
"126","Army","","Rice","W (14-7)","2019-08-30"
"215","Army","@","Michigan","L (21-24)","2019-09-07"
"316","Army","@","Texas-San Antonio","W (31-13)","2019-09-14"
"47","Army","","Morgan State","W (52-21)","2019-09-21"
"57","Army","","Tulane","L (33-42)","2019-10-05"
"67","Army","@","Western Kentucky","L (8-17)","2019-10-12"
"77","Army","@","Georgia State","L (21-28)","2019-10-19"
"86","Army","","San Jose State","L (29-34)","2019-10-26"
"107","Army","","Massachusetts","W (63-7)","2019-11-09"
"1111","Army","","Virginia Military Institute","W (47-6)","2019-11-16"
"127","Army","@","Hawaii","L (31-52)","2019-11-30"
"135","Army","N","Navy","L (7-31)","2019-12-14"
"128","Auburn","N","Oregon","W (27-21)","2019-08-31"
"216","Auburn","","Tulane","W (24-6)","2019-09-07"
"317","Auburn","","Kent State","W (55-16)","2019-09-14"
"48","Auburn","@","Texas A&M","W (28-20)","2019-09-21"
"58","Auburn","","Mississippi State","W (56-23)","2019-09-28"
"68","Auburn","@","Florida","L (13-24)","2019-10-05"
"87","Auburn","@","Louisiana State","L (20-23)","2019-10-26"
"97","Auburn","","Mississippi","W (20-14)","2019-11-02"
"108","Auburn","","Georgia","L (14-21)","2019-11-16"
"1112","Auburn","","Samford","W (52-0)","2019-11-23"
"136","Auburn","N","Minnesota","L (24-31)","2020-01-01"
"129","Ball State","N","Indiana","L (24-34)","2019-08-31"
"217","Ball State","","Fordham","W (57-29)","2019-09-07"
"318","Ball State","","Florida Atlantic","L (31-41)","2019-09-14"
"49","Ball State","@","North Carolina State","L (23-34)","2019-09-21"
"59","Ball State","@","Northern Illinois","W (27-20)","2019-10-05"
"69","Ball State","@","Eastern Michigan","W (29-23)","2019-10-12"
"78","Ball State","","Toledo","W (52-14)","2019-10-19"
"88","Ball State","","Ohio","L (21-34)","2019-10-26"
"98","Ball State","@","Western Michigan","L (31-35)","2019-11-05"
"109","Ball State","","Central Michigan","L (44-45)","2019-11-16"
"1113","Ball State","@","Kent State","L (38-41)","2019-11-23"
"1210","Ball State","","Miami (OH)","W (41-27)","2019-11-29"
"130","Baylor","","Stephen F. Austin","W (56-17)","2019-08-31"
"218","Baylor","","Texas-San Antonio","W (63-14)","2019-09-07"
"319","Baylor","@","Rice","W (21-13)","2019-09-21"
"410","Baylor","","Iowa State","W (23-21)","2019-09-28"
"510","Baylor","@","Kansas State","W (31-12)","2019-10-05"
"610","Baylor","","Texas Tech","W (33-30)","2019-10-12"
"79","Baylor","@","Oklahoma State","W (45-27)","2019-10-19"
"89","Baylor","","West Virginia","W (17-14)","2019-10-31"
"99","Baylor","@","Texas Christian","W (29-23)","2019-11-09"
"1010","Baylor","","Oklahoma","L (31-34)","2019-11-16"
"1114","Baylor","","Texas","W (24-10)","2019-11-23"
"1211","Baylor","@","Kansas","W (61-6)","2019-11-30"
"137","Baylor","N","Oklahoma","L (23-30)","2019-12-07"
"141","Baylor","N","Georgia","L (14-26)","2020-01-01"
"138","Boise State","@","Florida State","W (36-31)","2019-08-31"
"219","Boise State","","Marshall","W (14-7)","2019-09-06"
"320","Boise State","","Portland State","W (45-10)","2019-09-14"
"511","Boise State","@","Nevada-Las Vegas","W (38-13)","2019-10-05"
"611","Boise State","","Hawaii","W (59-37)","2019-10-12"
"710","Boise State","@","Brigham Young","L (25-28)","2019-10-19"
"810","Boise State","@","San Jose State","W (52-42)","2019-11-02"
"910","Boise State","","Wyoming","W (20-17)","2019-11-09"
"1011","Boise State","","New Mexico","W (42-9)","2019-11-16"
"1115","Boise State","@","Utah State","W (56-21)","2019-11-23"
"1212","Boise State","@","Colorado State","W (31-24)","2019-11-29"
"139","Boise State","","Hawaii","W (31-10)","2019-12-07"
"142","Boise State","N","Washington","L (7-38)","2019-12-21"
"140","Boston College","","Virginia Tech","W (35-28)","2019-08-31"
"220","Boston College","","Richmond","W (45-13)","2019-09-07"
"321","Boston College","","Kansas","L (24-48)","2019-09-13"
"411","Boston College","@","Rutgers","W (30-16)","2019-09-21"
"512","Boston College","","Wake Forest","L (24-27)","2019-09-28"
"612","Boston College","@","Louisville","L (39-41)","2019-10-05"
"711","Boston College","","North Carolina State","W (45-24)","2019-10-19"
"811","Boston College","@","Clemson","L (7-59)","2019-10-26"
"911","Boston College","@","Syracuse","W (58-27)","2019-11-02"
"1012","Boston College","","Florida State","L (31-38)","2019-11-09"
"1116","Boston College","@","Notre Dame","L (7-40)","2019-11-23"
"1213","Boston College","@","Pittsburgh","W (26-19)","2019-11-30"
"1310","Boston College","N","Cincinnati","L (6-38)","2020-01-02"
"143","Bowling Green State","","Morgan State","W (46-3)","2019-08-29"
"221","Bowling Green State","@","Kansas State","L (0-52)","2019-09-07"
"322","Bowling Green State","","Louisiana Tech","L (7-35)","2019-09-14"
"412","Bowling Green State","@","Kent State","L (20-62)","2019-09-21"
"513","Bowling Green State","@","Notre Dame","L (0-52)","2019-10-05"
"613","Bowling Green State","","Toledo","W (20-7)","2019-10-12"
"712","Bowling Green State","","Central Michigan","L (20-38)","2019-10-19"
"812","Bowling Green State","@","Western Michigan","L (10-49)","2019-10-26"
"1013","Bowling Green State","@","Miami (OH)","L (3-44)","2019-11-13"
"1117","Bowling Green State","","Ohio","L (24-66)","2019-11-19"
"1214","Bowling Green State","@","Buffalo","L (7-49)","2019-11-29"
"144","Brigham Young","","Utah","L (12-30)","2019-08-29"
"222","Brigham Young","@","Tennessee","W (29-26)","2019-09-07"
"323","Brigham Young","","Southern California","W (30-27)","2019-09-14"
"413","Brigham Young","","Washington","L (19-45)","2019-09-21"
"514","Brigham Young","@","Toledo","L (21-28)","2019-09-28"
"614","Brigham Young","@","South Florida","L (23-27)","2019-10-12"
"813","Brigham Young","@","Utah State","W (42-14)","2019-11-02"
"912","Brigham Young","","Liberty","W (31-24)","2019-11-09"
"1014","Brigham Young","","Idaho State","W (42-10)","2019-11-16"
"1118","Brigham Young","@","Massachusetts","W (56-24)","2019-11-23"
"1215","Brigham Young","@","San Diego State","L (3-13)","2019-11-30"
"1311","Brigham Young","N","Hawaii","L (34-38)","2019-12-24"
"145","Buffalo","","Robert Morris","W (38-10)","2019-08-29"
"223","Buffalo","@","Penn State","L (13-45)","2019-09-07"
"324","Buffalo","@","Liberty","L (17-35)","2019-09-14"
"414","Buffalo","","Temple","W (38-22)","2019-09-21"
"515","Buffalo","@","Miami (OH)","L (20-34)","2019-09-28"
"615","Buffalo","","Ohio","L (20-21)","2019-10-05"
"814","Buffalo","","Central Michigan","W (43-20)","2019-10-26"
"913","Buffalo","@","Eastern Michigan","W (43-14)","2019-11-02"
"1015","Buffalo","@","Kent State","L (27-30)","2019-11-14"
"1119","Buffalo","","Toledo","W (49-30)","2019-11-20"
"1312","Buffalo","N","Charlotte","W (31-9)","2019-12-20"
"146","California","","California-Davis","W (27-13)","2019-08-31"
"224","California","@","Washington","W (20-19)","2019-09-07"
"325","California","","North Texas","W (23-17)","2019-09-14"
"415","California","@","Mississippi","W (28-20)","2019-09-21"
"616","California","@","Oregon","L (7-17)","2019-10-05"
"713","California","","Oregon State","L (17-21)","2019-10-19"
"815","California","@","Utah","L (0-35)","2019-10-26"
"914","California","","Washington State","W (33-20)","2019-11-09"
"1016","California","","Southern California","L (17-41)","2019-11-16"
"1120","California","@","Stanford","W (24-20)","2019-11-23"
"1216","California","@","UCLA","W (28-18)","2019-11-30"
"1313","California","N","Illinois","W (35-20)","2019-12-30"
"147","Central Florida","","Florida A&M","W (62-0)","2019-08-29"
"225","Central Florida","@","Florida Atlantic","W (48-14)","2019-09-07"
"326","Central Florida","","Stanford","W (45-27)","2019-09-14"
"416","Central Florida","@","Pittsburgh","L (34-35)","2019-09-21"
"516","Central Florida","","Connecticut","W (56-21)","2019-09-28"
"617","Central Florida","@","Cincinnati","L (24-27)","2019-10-04"
"714","Central Florida","","East Carolina","W (41-28)","2019-10-19"
"816","Central Florida","@","Temple","W (63-21)","2019-10-26"
"915","Central Florida","","Houston","W (44-29)","2019-11-02"
"1017","Central Florida","@","Tulsa","L (31-34)","2019-11-08"
"1121","Central Florida","@","Tulane","W (34-31)","2019-11-23"
"1217","Central Florida","","South Florida","W (34-7)","2019-11-29"
"1314","Central Florida","N","Marshall","W (48-25)","2019-12-23"
"148","Central Michigan","","Albany","W (38-21)","2019-08-29"
"226","Central Michigan","@","Wisconsin","L (0-61)","2019-09-07"
"417","Central Michigan","@","Miami (FL)","L (12-17)","2019-09-21"
"517","Central Michigan","@","Western Michigan","L (15-31)","2019-09-28"
"618","Central Michigan","","Eastern Michigan","W (42-16)","2019-10-05"
"715","Central Michigan","","New Mexico State","W (42-28)","2019-10-12"
"1018","Central Michigan","","Northern Illinois","W (48-10)","2019-11-02"
"1218","Central Michigan","","Toledo","W (49-7)","2019-11-29"
"1315","Central Michigan","N","Miami (OH)","L (21-26)","2019-12-07"
"149","Central Michigan","N","San Diego State","L (11-48)","2019-12-21"
"150","Charlotte","","Gardner-Webb","W (49-28)","2019-08-29"
"327","Charlotte","","Massachusetts","W (52-17)","2019-09-14"
"418","Charlotte","@","Clemson","L (10-52)","2019-09-21"
"518","Charlotte","","Florida Atlantic","L (27-45)","2019-09-28"
"619","Charlotte","@","Florida International","L (23-48)","2019-10-12"
"716","Charlotte","@","Western Kentucky","L (14-30)","2019-10-19"
"817","Charlotte","","North Texas","W (39-38)","2019-10-26"
"916","Charlotte","","Middle Tennessee State","W (34-20)","2019-11-02"
"1019","Charlotte","@","Texas-El Paso","W (28-21)","2019-11-09"
"1122","Charlotte","","Marshall","W (24-13)","2019-11-23"
"1219","Charlotte","@","Old Dominion","W (38-22)","2019-11-30"
"151","Cincinnati","","UCLA","W (24-14)","2019-08-29"
"227","Cincinnati","@","Ohio State","L (0-42)","2019-09-07"
"328","Cincinnati","","Miami (OH)","W (35-13)","2019-09-14"
"419","Cincinnati","@","Marshall","W (52-14)","2019-09-28"
"620","Cincinnati","@","Houston","W (38-23)","2019-10-12"
"717","Cincinnati","","Tulsa","W (24-13)","2019-10-19"
"818","Cincinnati","@","East Carolina","W (46-43)","2019-11-02"
"917","Cincinnati","","Connecticut","W (48-3)","2019-11-09"
"1020","Cincinnati","@","South Florida","W (20-17)","2019-11-16"
"1123","Cincinnati","","Temple","W (15-13)","2019-11-23"
"1220","Cincinnati","@","Memphis","L (24-34)","2019-11-29"
"1316","Cincinnati","@","Memphis","L (24-29)","2019-12-07"
"152","Clemson","","Georgia Tech","W (52-14)","2019-08-29"
"228","Clemson","","Texas A&M","W (24-10)","2019-09-07"
"329","Clemson","@","Syracuse","W (41-6)","2019-09-14"
"519","Clemson","@","North Carolina","W (21-20)","2019-09-28"
"621","Clemson","","Florida State","W (45-14)","2019-10-12"
"718","Clemson","@","Louisville","W (45-10)","2019-10-19"
"918","Clemson","","Wofford","W (59-14)","2019-11-02"
"1021","Clemson","@","North Carolina State","W (55-10)","2019-11-09"
"1124","Clemson","","Wake Forest","W (52-3)","2019-11-16"
"1221","Clemson","@","South Carolina","W (38-3)","2019-11-30"
"1317","Clemson","N","Virginia","W (62-17)","2019-12-07"
"1410","Clemson","N","Ohio State","W (29-23)","2019-12-28"
"153","Clemson","N","Louisiana State","L (25-42)","2020-01-13"
"154","Coastal Carolina","","Eastern Michigan","L (23-30)","2019-08-31"
"229","Coastal Carolina","@","Kansas","W (12-7)","2019-09-07"
"330","Coastal Carolina","","Norfolk State","W (46-7)","2019-09-14"
"420","Coastal Carolina","@","Massachusetts","W (62-28)","2019-09-21"
"622","Coastal Carolina","","Georgia State","L (21-31)","2019-10-12"
"719","Coastal Carolina","@","Georgia Southern","L (27-30)","2019-10-19"
"819","Coastal Carolina","","Troy","W (36-35)","2019-11-02"
"919","Coastal Carolina","","Louisiana","L (7-48)","2019-11-07"
"1125","Coastal Carolina","@","Louisiana-Monroe","L (42-45)","2019-11-23"
"1222","Coastal Carolina","","Texas State","W (24-21)","2019-11-30"
"155","Colorado State","N","Colorado","L (31-52)","2019-08-30"
"230","Colorado State","","Western Illinois","W (38-13)","2019-09-07"
"421","Colorado State","","Toledo","L (35-41)","2019-09-21"
"520","Colorado State","@","Utah State","L (24-34)","2019-09-28"
"623","Colorado State","","San Diego State","L (10-24)","2019-10-05"
"720","Colorado State","@","New Mexico","W (35-21)","2019-10-11"
"820","Colorado State","@","Fresno State","W (41-31)","2019-10-26"
"920","Colorado State","","Nevada-Las Vegas","W (37-17)","2019-11-02"
"1126","Colorado State","@","Wyoming","L (7-17)","2019-11-22"
"231","Colorado","","Nebraska","W (34-31)","2019-09-07"
"624","Colorado","@","Oregon","L (3-45)","2019-10-11"
"721","Colorado","@","Washington State","L (10-41)","2019-10-19"
"821","Colorado","","Southern California","L (31-35)","2019-10-25"
"921","Colorado","@","UCLA","L (14-31)","2019-11-02"
"1022","Colorado","","Stanford","W (16-13)","2019-11-09"
"1127","Colorado","","Washington","W (20-14)","2019-11-23"
"1223","Colorado","@","Utah","L (15-45)","2019-11-30"
"156","Connecticut","","Wagner","W (24-21)","2019-08-29"
"232","Connecticut","","Illinois","L (23-31)","2019-09-07"
"331","Connecticut","@","Indiana","L (3-38)","2019-09-21"
"521","Connecticut","","South Florida","L (22-48)","2019-10-05"
"625","Connecticut","@","Tulane","L (7-49)","2019-10-12"
"722","Connecticut","","Houston","L (17-24)","2019-10-19"
"822","Connecticut","@","Massachusetts","W (56-35)","2019-10-26"
"922","Connecticut","","Navy","L (10-56)","2019-11-01"
"1128","Connecticut","","East Carolina","L (24-31)","2019-11-23"
"1224","Connecticut","@","Temple","L (17-49)","2019-11-30"
"233","Duke","","North Carolina A&T","W (45-13)","2019-09-07"
"332","Duke","@","Middle Tennessee State","W (41-18)","2019-09-14"
"422","Duke","@","Virginia Tech","W (45-10)","2019-09-27"
"522","Duke","","Pittsburgh","L (30-33)","2019-10-05"
"626","Duke","","Georgia Tech","W (41-23)","2019-10-12"
"723","Duke","@","Virginia","L (14-48)","2019-10-19"
"823","Duke","@","North Carolina","L (17-20)","2019-10-26"
"923","Duke","","Notre Dame","L (7-38)","2019-11-09"
"1023","Duke","","Syracuse","L (6-49)","2019-11-16"
"1129","Duke","@","Wake Forest","L (27-39)","2019-11-23"
"1225","Duke","","Miami (FL)","W (27-17)","2019-11-30"
"157","East Carolina","@","North Carolina State","L (6-34)","2019-08-31"
"234","East Carolina","","Gardner-Webb","W (48-9)","2019-09-07"
"333","East Carolina","@","Navy","L (10-42)","2019-09-14"
"423","East Carolina","","William & Mary","W (19-7)","2019-09-21"
"523","East Carolina","@","Old Dominion","W (24-21)","2019-09-28"
"627","East Carolina","","Temple","L (17-27)","2019-10-03"
"824","East Carolina","","South Florida","L (20-45)","2019-10-26"
"1024","East Carolina","@","Southern Methodist","L (51-59)","2019-11-09"
"1226","East Carolina","","Tulsa","L (24-49)","2019-11-30"
"235","Eastern Michigan","@","Kentucky","L (17-38)","2019-09-07"
"334","Eastern Michigan","@","Illinois","W (34-31)","2019-09-14"
"424","Eastern Michigan","","Central Connecticut State","W (34-29)","2019-09-21"
"724","Eastern Michigan","","Western Michigan","W (34-27)","2019-10-19"
"825","Eastern Michigan","@","Toledo","L (34-37)","2019-10-26"
"1130","Eastern Michigan","@","Northern Illinois","W (45-17)","2019-11-19"
"1227","Eastern Michigan","","Kent State","L (26-34)","2019-11-29"
"1318","Eastern Michigan","N","Pittsburgh","L (30-34)","2019-12-26"
"158","Florida Atlantic","@","Ohio State","L (21-45)","2019-08-31"
"425","Florida Atlantic","","Wagner","W (42-7)","2019-09-21"
"628","Florida Atlantic","","Middle Tennessee State","W (28-13)","2019-10-12"
"725","Florida Atlantic","","Marshall","L (31-36)","2019-10-18"
"826","Florida Atlantic","@","Old Dominion","W (41-3)","2019-10-26"
"924","Florida Atlantic","@","Western Kentucky","W (35-24)","2019-11-02"
"1025","Florida Atlantic","","Florida International","W (37-7)","2019-11-09"
"1131","Florida Atlantic","@","Texas-San Antonio","W (40-26)","2019-11-23"
"1228","Florida Atlantic","","Southern Mississippi","W (34-17)","2019-11-30"
"1411","Florida Atlantic","N","Southern Methodist","W (52-28)","2019-12-21"
"159","Florida International","@","Tulane","L (14-42)","2019-08-29"
"236","Florida International","","Western Kentucky","L (14-20)","2019-09-07"
"335","Florida International","","New Hampshire","W (30-17)","2019-09-14"
"426","Florida International","@","Louisiana Tech","L (31-43)","2019-09-20"
"524","Florida International","","Massachusetts","W (44-0)","2019-10-05"
"726","Florida International","","Texas-El Paso","W (32-17)","2019-10-19"
"827","Florida International","@","Middle Tennessee State","L (17-50)","2019-10-26"
"925","Florida International","","Old Dominion","W (24-17)","2019-11-02"
"1132","Florida International","","Miami (FL)","W (30-24)","2019-11-23"
"1229","Florida International","@","Marshall","L (27-30)","2019-11-30"
"237","Florida State","","Louisiana-Monroe","W (45-44)","2019-09-07"
"336","Florida State","@","Virginia","L (24-31)","2019-09-14"
"427","Florida State","","Louisville","W (35-24)","2019-09-21"
"525","Florida State","","North Carolina State","W (31-13)","2019-09-28"
"727","Florida State","@","Wake Forest","L (20-22)","2019-10-19"
"828","Florida State","","Syracuse","W (35-17)","2019-10-26"
"926","Florida State","","Miami (FL)","L (10-27)","2019-11-02"
"1133","Florida State","","Alabama State","W (49-12)","2019-11-16"
"1230","Florida State","@","Florida","L (17-40)","2019-11-30"
"160","Florida","N","Miami (FL)","W (24-20)","2019-08-24"
"238","Florida","","Tennessee-Martin","W (45-0)","2019-09-07"
"337","Florida","@","Kentucky","W (29-21)","2019-09-14"
"428","Florida","","Tennessee","W (34-3)","2019-09-21"
"526","Florida","","Towson","W (38-0)","2019-09-28"
"728","Florida","@","Louisiana State","L (28-42)","2019-10-12"
"829","Florida","@","South Carolina","W (38-27)","2019-10-19"
"927","Florida","N","Georgia","L (17-24)","2019-11-02"
"1026","Florida","","Vanderbilt","W (56-0)","2019-11-09"
"1134","Florida","@","Missouri","W (23-6)","2019-11-16"
"1319","Florida","N","Virginia","W (36-28)","2019-12-30"
"161","Fresno State","@","Southern California","L (23-31)","2019-08-31"
"239","Fresno State","","Minnesota","L (35-38)","2019-09-07"
"338","Fresno State","","Sacramento State","W (34-20)","2019-09-21"
"429","Fresno State","@","New Mexico State","W (30-17)","2019-09-28"
"629","Fresno State","","Nevada-Las Vegas","W (56-27)","2019-10-18"
"830","Fresno State","@","Hawaii","W (41-38)","2019-11-02"
"928","Fresno State","","Utah State","L (35-37)","2019-11-09"
"1027","Fresno State","@","San Diego State","L (7-17)","2019-11-15"
"1135","Fresno State","","Nevada","L (28-35)","2019-11-23"
"1231","Fresno State","@","San Jose State","L (16-17)","2019-11-30"
"162","Georgia Southern","@","Louisiana State","L (3-55)","2019-08-31"
"240","Georgia Southern","","Maine","W (26-18)","2019-09-07"
"339","Georgia Southern","@","Minnesota","L (32-35)","2019-09-14"
"430","Georgia Southern","","Louisiana","L (24-37)","2019-09-28"
"527","Georgia Southern","@","South Alabama","W (20-17)","2019-10-03"
"729","Georgia Southern","","New Mexico State","W (41-7)","2019-10-26"
"929","Georgia Southern","@","Troy","L (28-49)","2019-11-09"
"1028","Georgia Southern","","Louisiana-Monroe","W (51-29)","2019-11-16"
"1232","Georgia Southern","","Georgia State","W (38-10)","2019-11-30"
"1320","Georgia Southern","N","Liberty","L (16-23)","2019-12-21"
"163","Georgia State","@","Tennessee","W (38-30)","2019-08-31"
"241","Georgia State","","Furman","W (48-42)","2019-09-07"
"340","Georgia State","@","Western Michigan","L (10-57)","2019-09-14"
"431","Georgia State","@","Texas State","L (34-37)","2019-09-21"
"831","Georgia State","","Troy","W (52-33)","2019-10-26"
"930","Georgia State","@","Louisiana-Monroe","L (31-45)","2019-11-09"
"1136","Georgia State","","South Alabama","W (28-15)","2019-11-23"
"1321","Georgia State","N","Wyoming","L (17-38)","2019-12-31"
"242","Georgia Tech","","South Florida","W (14-10)","2019-09-07"
"341","Georgia Tech","","Citadel","L (24-27)","2019-09-14"
"432","Georgia Tech","@","Temple","L (2-24)","2019-09-28"
"528","Georgia Tech","","North Carolina","L (22-38)","2019-10-05"
"730","Georgia Tech","@","Miami (FL)","W (28-21)","2019-10-19"
"832","Georgia Tech","","Pittsburgh","L (10-20)","2019-11-02"
"931","Georgia Tech","@","Virginia","L (28-33)","2019-11-09"
"1029","Georgia Tech","","Virginia Tech","L (0-45)","2019-11-16"
"1137","Georgia Tech","","North Carolina State","W (28-26)","2019-11-21"
"1233","Georgia Tech","","Georgia","L (7-52)","2019-11-30"
"164","Georgia","@","Vanderbilt","W (30-6)","2019-08-31"
"243","Georgia","","Murray State","W (63-17)","2019-09-07"
