"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"527","519","9","Oct 25, 2014","3:30 PM","Sat","Michigan State","35","","Michigan","11","ABC"
"528","520","9","Oct 25, 2014","3:30 PM","Sat","Mississippi State","45","@","Kentucky","31","CBS"
"529","521","9","Oct 25, 2014","4:00 PM","Sat","Missouri","24","","Vanderbilt","14","SEC Network"
"530","522","9","Oct 25, 2014","1:00 PM","Sat","Navy","41","","San Jose State","31","CBSSN"
"531","523","9","Oct 25, 2014","12:00 PM","Sat","Nebraska","42","","Rutgers","24","ESPN 2"
"532","524","9","Oct 25, 2014","11:59 PM","Sat","Nevada","26","@","Hawaii","18","Oceanic Pay-Per-View"
"533","525","9","Oct 25, 2014","12:30 PM","Sat","North Carolina","28","@","Virginia","27","ACC Network"
"534","526","9","Oct 25, 2014","1:00 PM","Sat","Northern Illinois","28","@","Eastern Michigan","17","ESPN3.com"
"535","527","9","Oct 25, 2014","8:00 PM","Sat","Ohio State","31","@","Penn State","24","ABC"
"536","528","9","Oct 25, 2014","12:00 PM","Sat","Rice","41","","North Texas","21","FSN, MSG, ROOT-PIT, RM"
"537","529","9","Oct 25, 2014","3:30 PM","Sat","Stanford","38","","Oregon State","14","ESPN 2"
"538","530","9","Oct 25, 2014","3:30 PM","Sat","Texas Christian","82","","Texas Tech","27","FOX"
"539","531","9","Oct 25, 2014","7:00 PM","Sat","Texas State","22","@","Louisiana-Monroe","18","ESPN3.com"
"540","532","9","Oct 25, 2014","7:00 PM","Sat","Texas-El Paso","34","@","Texas-San Antonio","0","Sinclair, ASN, CSN-BAY"
"541","533","9","Oct 25, 2014","2:00 PM","Sat","Toledo","42","","Massachusetts","35","ESPN3.com, BCSN, ESPN GP"
"542","534","9","Oct 25, 2014","2:00 PM","Sat","UCLA","40","@","Colorado","37","Pac-12 Network"
"543","535","9","Oct 25, 2014","10:00 PM","Sat","Utah","24","","Southern California","21","FS1"
"544","536","9","Oct 25, 2014","4:00 PM","Sat","Utah State","34","","Nevada-Las Vegas","20","ESPNews"
"545","537","9","Oct 25, 2014","3:30 PM","Sat","West Virginia","34","@","Oklahoma State","10","ESPN"
"546","538","9","Oct 25, 2014","4:00 PM","Sat","Western Kentucky","66","","Old Dominion","51","CUSA Digital"
"547","539","9","Oct 25, 2014","2:00 PM","Sat","Western Michigan","42","","Ohio","21","ESPN3.com"
"548","540","9","Oct 25, 2014","12:00 PM","Sat","Wisconsin","52","","Maryland","7","Big Ten Network"
"550","541","10","Oct 30, 2014","7:30 PM","Thu","Florida State","42","@","Louisville","31","ESPN"
"551","542","10","Oct 30, 2014","7:30 PM","Thu","Georgia Southern","42","","Troy","10","ESPN U"
"552","543","10","Oct 31, 2014","8:00 PM","Fri","Cincinnati","38","@","Tulane","14","ESPN 2"
"553","544","10","Oct 31, 2014","8:02 PM","Fri","Memphis","40","","Tulsa","20","ESPN U"
"554","545","10","Nov 1, 2014","11:30 AM","Sat","Air Force","23","@","Army","6","CBS"
"555","546","10","Nov 1, 2014","7:00 PM","Sat","Alabama-Birmingham","31","@","Florida Atlantic","28","Sinclair"
"556","547","10","Nov 1, 2014","3:30 PM","Sat","Appalachian State","44","","Georgia State","0","ESPN3.com"
"557","548","10","Nov 1, 2014","11:00 PM","Sat","Arizona State","19","","Utah","16","FS1"
"558","549","10","Nov 1, 2014","5:00 PM","Sat","Arkansas State","44","@","Idaho","28","ESPN3.com"
"559","550","10","Nov 1, 2014","7:00 PM","Sat","Auburn","35","@","Mississippi","31","ESPN"
"560","551","10","Nov 1, 2014","4:00 PM","Sat","Baylor","60","","Kansas","14","FS1"
"561","552","10","Nov 1, 2014","12:30 PM","Sat","Boston College","33","@","Virginia Tech","31","ACC Network"
"562","553","10","Nov 1, 2014","3:30 PM","Sat","Brigham Young","27","@","Middle Tennessee State","7","CBSSN"
"563","554","10","Nov 1, 2014","10:30 PM","Sat","California","45","@","Oregon State","31","Pac-12 Network"
"564","555","10","Nov 1, 2014","1:00 PM","Sat","Central Michigan","38","@","Eastern Michigan","7","ESPN3.com"
"565","556","10","Nov 1, 2014","7:00 PM","Sat","Colorado State","38","@","San Jose State","31","CBSSN"
"566","557","10","Nov 1, 2014","12:00 PM","Sat","Connecticut","37","","Central Florida","29","CBSSN"
"567","558","10","Nov 1, 2014","12:00 PM","Sat","Duke","51","@","Pittsburgh","48","ESPN U"
"568","559","10","Nov 1, 2014","3:30 PM","Sat","Florida","38","","Georgia","20","CBS"
"569","560","10","Nov 1, 2014","3:30 PM","Sat","Georgia Tech","35","","Virginia","10","ESPN U"
"570","561","10","Nov 1, 2014","4:00 PM","Sat","Houston","27","@","South Florida","3","ESPNews"
"571","562","10","Nov 1, 2014","12:00 PM","Sat","Iowa","48","","Northwestern","7","Big Ten Network"
"572","563","10","Nov 1, 2014","8:00 PM","Sat","Kansas State","48","","Oklahoma State","14","ABC"
"573","564","10","Nov 1, 2014","5:00 PM","Sat","Louisiana","19","","South Alabama","9","ESPN3.com"
"574","565","10","Nov 1, 2014","3:00 PM","Sat","Louisiana Tech","59","","Western Kentucky","10","FSN-W, AZ, SW, MW, DET"
"575","566","10","Nov 1, 2014","12:00 PM","Sat","Maryland","20","@","Penn State","19","ESPN 2"
"576","567","10","Nov 1, 2014","12:30 PM","Sat","Miami (FL)","47","","North Carolina","20","ACC Network"
"577","568","10","Nov 1, 2014","3:30 PM","Sat","Michigan","34","","Indiana","10","Big Ten Network"
"578","569","10","Nov 1, 2014","7:15 PM","Sat","Mississippi State","17","","Arkansas","10","ESPN 2"
"579","570","10","Nov 1, 2014","4:00 PM","Sat","Missouri","20","","Kentucky","10","SEC Network"
"580","571","10","Nov 1, 2014","3:30 PM","Sat","Nebraska","35","","Purdue","14","ABC (ESPN 2 mirror)"
"581","572","10","Nov 1, 2014","10:30 PM","Sat","Nevada","30","","San Diego State","14","CBSSN"
"582","573","10","Nov 1, 2014","5:30 PM","Sat","New Mexico","31","@","Nevada-Las Vegas","28","ROOT-RM, NW"
"583","574","10","Nov 1, 2014","3:00 PM","Sat","North Carolina State","24","@","Syracuse","17","RSN, FSN-S, FL, SD"
"584","575","10","Nov 1, 2014","8:00 PM","Sat","Notre Dame","49","","Navy","39","CBS"
"585","576","10","Nov 1, 2014","8:00 PM","Sat","Ohio State","55","","Illinois","14","ABC, ESPN3.com"
"586","577","10","Nov 1, 2014","12:00 PM","Sat","Oklahoma","59","@","Iowa State","14","FS1"
"587","578","10","Nov 1, 2014","7:30 PM","Sat","Oregon","45","","Stanford","16","FOX"
"588","579","10","Nov 1, 2014","12:00 PM","Sat","Rice","31","@","Florida International","17","American Sports Network"
"589","580","10","Nov 1, 2014","4:30 PM","Sat","Southern California","44","@","Washington State","17","Pac-12 Network"
"590","581","10","Nov 1, 2014","12:00 PM","Sat","Temple","20","","East Carolina","10","ESPNews"
"591","582","10","Nov 1, 2014","7:30 PM","Sat","Tennessee","45","@","South Carolina","42","SEC Network"
"592","583","10","Nov 1, 2014","7:30 PM","Sat","Texas","34","@","Texas Tech","13","FS1"
"593","584","10","Nov 1, 2014","12:00 PM","Sat","Texas A&M","21","","Louisiana-Monroe","16","SEC Network"
"594","585","10","Nov 1, 2014","3:30 PM","Sat","Texas Christian","31","@","West Virginia","30","ABC (ESPN 2 mirror)"
"595","586","10","Nov 1, 2014","4:00 PM","Sat","Texas State","37","@","New Mexico State","29","AggieTV, ESPN3, Altitude"
"596","587","10","Nov 1, 2014","8:00 PM","Sat","Texas-El Paso","35","","Southern Mississippi","14","FCS"
"597","588","10","Nov 1, 2014","10:30 PM","Sat","UCLA","17","","Arizona","7","ESPN"
"598","589","10","Nov 1, 2014","11:00 PM","Sat","Utah State","35","@","Hawaii","14","Oceanic Pay-per-view"
"599","590","10","Nov 1, 2014","7:00 PM","Sat","Vanderbilt","42","","Old Dominion","28","ESPN U"
"600","591","10","Nov 1, 2014","1:00 PM","Sat","Washington","38","@","Colorado","23","Pac-12 Network"
"601","592","10","Nov 1, 2014","2:30 PM","Sat","Western Michigan","41","@","Miami (OH)","10","ESPN3.com"
"602","593","10","Nov 1, 2014","12:00 PM","Sat","Wisconsin","37","@","Rutgers","0","ESPN"
"603","594","10","Nov 1, 2014","10:45 PM","Sat","Wyoming","45","@","Fresno State","17","ESPN 2"
"605","595","11","Nov 4, 2014","8:00 PM","Tue","Bowling Green State","27","@","Akron","10","ESPN 2"
"606","596","11","Nov 4, 2014","8:00 PM","Tue","Toledo","30","@","Kent State","20","ESPN U"
"607","597","11","Nov 5, 2014","8:00 PM","Wed","Northern Illinois","35","@","Ball State","21","ESPN 2"
"608","598","11","Nov 5, 2014","8:00 PM","Wed","Ohio","37","","Buffalo","14","ESPN U"
"609","599","11","Nov 6, 2014","7:30 PM","Thu","Clemson","34","@","Wake Forest","20","ESPN"
"610","600","11","Nov 7, 2014","7:30 PM","Fri","Memphis","16","@","Temple","13","ESPN U"
"611","601","11","Nov 7, 2014","8:00 PM","Fri","Utah State","20","@","Wyoming","3","ESPN 2"
"612","602","11","Nov 8, 2014","4:00 PM","Sat","Air Force","48","@","Nevada-Las Vegas","21","Mountain West Network"
"613","603","11","Nov 8, 2014","8:00 PM","Sat","Alabama","20","@","Louisiana State","13","CBS"
"614","604","11","Nov 8, 2014","3:30 PM","Sat","Appalachian State","31","","Louisiana-Monroe","29","ESPN3.com"
"615","605","11","Nov 8, 2014","8:00 PM","Sat","Arizona","38","","Colorado","20","Pac-12 Network"
"616","606","11","Nov 8, 2014","3:30 PM","Sat","Arizona State","55","","Notre Dame","31","ABC"
"617","607","11","Nov 8, 2014","3:00 PM","Sat","Arkansas State","45","","South Alabama","10","ESPN3.com"
"618","608","11","Nov 8, 2014","3:30 PM","Sat","Army","35","","Connecticut","21","CBSSN"
"619","609","11","Nov 8, 2014","12:00 PM","Sat","Baylor","48","@","Oklahoma","14","FS1"
"620","610","11","Nov 8, 2014","7:00 PM","Sat","Boise State","60","@","New Mexico","49","CBSSN"
"621","611","11","Nov 8, 2014","7:00 PM","Sat","Colorado State","49","","Hawaii","22","ESPN U"
"622","612","11","Nov 8, 2014","12:30 PM","Sat","Duke","27","@","Syracuse","10","RSN, MSG, STO, SunSports"
"623","613","11","Nov 8, 2014","7:30 PM","Sat","Florida","34","@","Vanderbilt","10","SEC Network"
"624","614","11","Nov 8, 2014","6:30 PM","Sat","Florida State","34","","Virginia","20","ESPN"
"625","615","11","Nov 8, 2014","10:30 PM","Sat","Fresno State","38","","San Jose State","24","CBSSN"
"626","616","11","Nov 8, 2014","12:00 PM","Sat","Georgia","63","@","Kentucky","31","ESPN"
"627","617","11","Nov 8, 2014","4:00 PM","Sat","Georgia Southern","28","@","Texas State","25","ESPN3.com"
"628","618","11","Nov 8, 2014","12:30 PM","Sat","Georgia Tech","56","@","North Carolina State","23","ACC Network"
"629","619","11","Nov 8, 2014","3:30 PM","Sat","Kansas","34","","Iowa State","14","FSN-DET+, MSG+, MASN2"
"630","620","11","Nov 8, 2014","8:00 PM","Sat","Louisiana","44","@","New Mexico State","16","ESPN3.com, FSN-AZ+"
"631","621","11","Nov 8, 2014","12:00 PM","Sat","Louisiana Tech","40","@","Alabama-Birmingham","24","American Sports Network"
"632","622","11","Nov 8, 2014","7:15 PM","Sat","Louisville","38","@","Boston College","19","ESPN 2"
"633","623","11","Nov 8, 2014","7:00 PM","Sat","Marshall","63","@","Southern Mississippi","17","Sinclair, ASN, CSN-CHI"
"634","624","11","Nov 8, 2014","3:30 PM","Sat","Michigan","10","@","Northwestern","9","ESPN 2"
"635","625","11","Nov 8, 2014","12:00 PM","Sat","Minnesota","51","","Iowa","14","ESPN 2"
"636","626","11","Nov 8, 2014","12:00 PM","Sat","Mississippi","48","","Non-Major","0","SEC Network"
"637","627","11","Nov 8, 2014","4:00 PM","Sat","Mississippi State","45","","Non-Major","16","SEC Network"
"638","628","11","Nov 8, 2014","7:00 PM","Sat","North Texas","31","","Florida Atlantic","10","FCS"
"639","629","11","Nov 8, 2014","8:00 PM","Sat","Ohio State","49","@","Michigan State","37","ABC"
"640","630","11","Nov 8, 2014","3:30 PM","Sat","Old Dominion","38","","Florida International","35","ASN, CSN-BAY"
"641","631","11","Nov 8, 2014","10:00 PM","Sat","Oregon","51","@","Utah","27","ESPN"
"642","632","11","Nov 8, 2014","12:00 PM","Sat","Penn State","13","@","Indiana","7","Big Ten Network"
"643","633","11","Nov 8, 2014","12:00 PM","Sat","Rice","17","","Texas-San Antonio","7","FSN-OH, DET, MSG+, MASN2"
"644","634","11","Nov 8, 2014","6:30 PM","Sat","San Diego State","35","","Idaho","21","ROOT-NW, RM, FSN-SD"
"645","635","11","Nov 8, 2014","3:30 PM","Sat","Texas","33","","West Virginia","16","FS1"
"646","636","11","Nov 8, 2014","3:30 PM","Sat","Texas A&M","41","@","Auburn","38","CBS"
"647","637","11","Nov 8, 2014","7:30 PM","Sat","Texas Christian","41","","Kansas State","20","FOX"
"648","638","11","Nov 8, 2014","3:00 PM","Sat","Troy","45","","Georgia State","21","ESPN3.com"
"649","639","11","Nov 8, 2014","3:30 PM","Sat","Tulane","31","@","Houston","24","ESPN U"
"650","640","11","Nov 8, 2014","12:00 PM","Sat","Tulsa","38","","Southern Methodist","28","CBSSN"
"651","641","11","Nov 8, 2014","7:00 PM","Sat","UCLA","44","@","Washington","30","FS1"
"652","642","11","Nov 8, 2014","4:00 PM","Sat","Washington State","39","@","Oregon State","32","Pac-12 Network"
"653","643","11","Nov 8, 2014","4:00 PM","Sat","Western Kentucky","35","","Texas-El Paso","27","WKUSports.tv"
"654","644","11","Nov 8, 2014","12:00 PM","Sat","Wisconsin","34","@","Purdue","16","ESPN U"
"656","645","12","Nov 11, 2014","8:00 PM","Tue","Buffalo","55","","Akron","24","ESPN U"
"657","646","12","Nov 11, 2014","8:00 PM","Tue","Northern Illinois","27","","Toledo","24","ESPN 2"
"658","647","12","Nov 12, 2014","8:00 PM","Wed","Bowling Green State","30","","Kent State","20","ESPN 2"
"659","648","12","Nov 12, 2014","8:00 PM","Wed","Massachusetts","24","","Ball State","10","ESPN U"
"660","649","12","Nov 13, 2014","7:00 PM","Thu","Cincinnati","54","","East Carolina","46","ESPN 2"
"661","650","12","Nov 13, 2014","9:00 PM","Thu","Southern California","38","","California","30","ESPN"
"662","651","12","Nov 13, 2014","8:00 PM","Thu","Texas-San Antonio","12","","Southern Mississippi","10","CBSSN"
"663","652","12","Nov 14, 2014","8:00 PM","Fri","Central Florida","31","","Tulsa","7","ESPN 2"
"664","653","12","Nov 15, 2014","2:00 PM","Sat","Air Force","45","","Nevada","38","ROOT-RM"
"665","654","12","Nov 15, 2014","3:30 PM","Sat","Alabama","25","","Mississippi State","20","CBS"
"666","655","12","Nov 15, 2014","3:00 PM","Sat","Appalachian State","37","@","Arkansas State","32","ESPN3.com"
"667","656","12","Nov 15, 2014","3:30 PM","Sat","Arizona","27","","Washington","26","FOX"
"668","657","12","Nov 15, 2014","8:00 PM","Sat","Arkansas","17","","Louisiana State","0","ESPN 2"
"669","658","12","Nov 15, 2014","10:15 PM","Sat","Boise State","38","","San Diego State","29","ESPN U"
"670","659","12","Nov 15, 2014","7:00 PM","Sat","Brigham Young","42","","Nevada-Las Vegas","23","ESPN U"
"671","660","12","Nov 15, 2014","1:00 PM","Sat","Central Michigan","34","","Miami (OH)","27","ESPN3.com"
"672","661","12","Nov 15, 2014","3:30 PM","Sat","Florida International","38","","Middle Tennessee State","28","ASN, CSN-CHI (JIP)"
"673","662","12","Nov 15, 2014","8:00 PM","Sat","Florida State","30","@","Miami (FL)","26","ABC"
"674","663","12","Nov 15, 2014","7:15 PM","Sat","Georgia","34","","Auburn","7","ESPN"
"675","664","12","Nov 15, 2014","12:00 PM","Sat","Georgia Tech","28","","Clemson","6","ESPN"
"676","665","12","Nov 15, 2014","4:30 PM","Sat","Hawaii","13","@","San Jose State","0","Oceanic PPV"
"677","666","12","Nov 15, 2014","12:00 PM","Sat","Iowa","30","@","Illinois","14","Big Ten Network"
"678","667","12","Nov 15, 2014","7:00 PM","Sat","Louisiana","34","@","Louisiana-Monroe","27","SBC Network, ESPN3.com"
"679","668","12","Nov 15, 2014","2:30 PM","Sat","Marshall","41","","Rice","14","FSN, MSG+, ROOT-PITT"
"680","669","12","Nov 15, 2014","3:30 PM","Sat","Memphis","38","@","Tulane","7","ESPN U"
"681","670","12","Nov 15, 2014","8:00 PM","Sat","Michigan State","37","@","Maryland","15","Big Ten Network"
"682","671","12","Nov 15, 2014","7:30 PM","Sat","Missouri","34","@","Texas A&M","27","SEC Network"
"683","672","12","Nov 15, 2014","3:30 PM","Sat","Navy","52","","Georgia Southern","19","CBSSN"
"684","673","12","Nov 15, 2014","12:30 PM","Sat","North Carolina","40","","Pittsburgh","35","ACC Network"
"685","674","12","Nov 15, 2014","3:00 PM","Sat","North Carolina State","42","","Wake Forest","13","RSN, SportsTime Ohio, YES"
"686","675","12","Nov 15, 2014","3:30 PM","Sat","Northwestern","43","@","Notre Dame","40",""
"687","676","12","Nov 15, 2014","12:00 PM","Sat","Ohio State","31","@","Minnesota","24","ABC"
"688","677","12","Nov 15, 2014","3:30 PM","Sat","Oklahoma","42","@","Texas Tech","30","ESPN"
"689","678","12","Nov 15, 2014","10:45 PM","Sat","Oregon State","35","","Arizona State","27","ESPN"
"690","679","12","Nov 15, 2014","12:00 PM","Sat","Penn State","30","","Temple","13","ESPN 2"
"691","680","12","Nov 15, 2014","3:30 PM","Sat","Rutgers","45","","Indiana","23","Big Ten Network"
"692","681","12","Nov 15, 2014","7:30 PM","Sat","South Alabama","24","","Texas State","20","ESPN3.com"
"693","682","12","Nov 15, 2014","12:00 PM","Sat","South Carolina","23","@","Florida","20","SEC Network"
"694","683","12","Nov 15, 2014","8:00 PM","Sat","South Florida","14","@","Southern Methodist","13","CBSSN"
"695","684","12","Nov 15, 2014","4:00 PM","Sat","Tennessee","50","","Kentucky","16","SEC Network"
"696","685","12","Nov 15, 2014","7:30 PM","Sat","Texas","28","@","Oklahoma State","7","FOX"
"697","686","12","Nov 15, 2014","3:00 PM","Sat","Texas Christian","34","@","Kansas","30","FS1"
"698","687","12","Nov 15, 2014","10:00 PM","Sat","Texas-El Paso","35","","North Texas","17","FS1"
"699","688","12","Nov 15, 2014","5:00 PM","Sat","Troy","34","@","Idaho","17","ESPN3.com"
"700","689","12","Nov 15, 2014","6:00 PM","Sat","Utah","20","@","Stanford","17","Pac-12 Network"
"701","690","12","Nov 15, 2014","4:00 PM","Sat","Utah State","28","","New Mexico","21","ESPNews"
"702","691","12","Nov 15, 2014","12:00 PM","Sat","Virginia Tech","17","@","Duke","16","ESPN U"
"703","692","12","Nov 15, 2014","12:00 PM","Sat","Western Kentucky","52","","Army","24","CBSSN"
"704","693","12","Nov 15, 2014","2:00 PM","Sat","Western Michigan","51","","Eastern Michigan","7","ESPN3.com"
"705","694","12","Nov 15, 2014","3:30 PM","Sat","Wisconsin","59","","Nebraska","24","ABC"
"707","695","13","Nov 18, 2014","7:00 PM","Tue","Akron","30","","Massachusetts","6","ESPN3.com"
"708","696","13","Nov 18, 2014","8:00 PM","Tue","Northern Illinois","21","@","Ohio","14","ESPN U"
"709","697","13","Nov 19, 2014","8:00 PM","Wed","Toledo","27","","Bowling Green State","20","ESPN 2"
"710","698","13","Nov 20, 2014","7:00 PM","Thu","Kansas State","26","@","West Virginia","20","FS1"
"711","699","13","Nov 20, 2014","7:30 PM","Thu","North Carolina","45","@","Duke","20","ESPN"
"712","700","13","Nov 20, 2014","9:30 PM","Thu","Texas State","45","","Arkansas State","27","ESPN U"
"713","701","13","Nov 21, 2014","8:00 PM","Fri","Rice","31","","Texas-El Paso","13","FS1"
"714","702","13","Nov 21, 2014","9:30 PM","Fri","San Diego State","30","","Air Force","14","CBSSN"
"715","703","13","Nov 21, 2014","9:30 PM","Fri","Utah State","41","","San Jose State","7","ESPN 2"
"716","704","13","Nov 22, 2014","4:00 PM","Sat","Alabama","48","","Non-Major","14","SEC Network"
"717","705","13","Nov 22, 2014","2:00 PM","Sat","Appalachian State","35","@","Louisiana","16","ESPN3.com"
"718","706","13","Nov 22, 2014","3:30 PM","Sat","Arizona","42","@","Utah","10","ESPN"
"719","707","13","Nov 22, 2014","1:00 PM","Sat","Arizona State","52","","Washington State","31","Pac-12 Network"
"720","708","13","Nov 22, 2014","3:30 PM","Sat","Arkansas","30","","Mississippi","0","CBS"
"721","709","13","Nov 22, 2014","12:00 PM","Sat","Army","42","","Non-Major","31","CBSSN"
"722","710","13","Nov 22, 2014","7:00 PM","Sat","Auburn","31","","Non-Major","7","ESPN U"
"723","711","13","Nov 22, 2014","2:00 PM","Sat","Ball State","45","","Eastern Michigan","30","ESPN3.com"
"724","712","13","Nov 22, 2014","7:30 PM","Sat","Baylor","49","","Oklahoma State","28","FOX"
"725","713","13","Nov 22, 2014","10:15 PM","Sat","Boise State","63","@","Wyoming","14","ESPN 2"
"726","714","13","Nov 22, 2014","3:00 PM","Sat","Brigham Young","64","","Non-Major","0","BYUtv"
"727","715","13","Nov 22, 2014","12:00 PM","Sat","Central Florida","53","","Southern Methodist","7","ESPNews"
"728","716","13","Nov 22, 2014","8:00 PM","Sat","Cincinnati","41","@","Connecticut","0","CBSSN"
"729","717","13","Nov 22, 2014","3:30 PM","Sat","Clemson","28","","Georgia State","0","RSN, ESPN3.com, CSN-BAL"
"730","718","13","Nov 22, 2014","1:30 PM","Sat","Colorado State","58","","New Mexico","20","ROOT-NW, RM"
"731","719","13","Nov 22, 2014","3:30 PM","Sat","East Carolina","34","","Tulane","6","ESPN3.com"
"732","720","13","Nov 22, 2014","12:00 PM","Sat","Florida","52","","Non-Major","3","SEC Network"
"733","721","13","Nov 22, 2014","3:30 PM","Sat","Florida State","20","","Boston College","17","ABC (ESPN 2 mirror)"
"734","722","13","Nov 22, 2014","10:30 PM","Sat","Fresno State","40","@","Nevada","20","ESPN U"
"735","723","13","Nov 22, 2014","12:00 PM","Sat","Georgia","55","","Non-Major","9","SEC Network"
"736","724","13","Nov 22, 2014","11:00 PM","Sat","Hawaii","37","","Nevada-Las Vegas","35","Mountain West, Oceanic"
"737","725","13","Nov 22, 2014","12:00 PM","Sat","Houston","38","","Tulsa","28","ESPN3.com"
"738","726","13","Nov 22, 2014","12:00 PM","Sat","Illinois","16","","Penn State","14","ESPN 2"
"739","727","13","Nov 22, 2014","4:00 PM","Sat","Louisiana-Monroe","30","@","New Mexico State","17","Altitude, ESPN3.com"
"740","728","13","Nov 22, 2014","3:30 PM","Sat","Louisville","31","@","Notre Dame","28","NBC"
"741","729","13","Nov 22, 2014","12:00 PM","Sat","Marshall","23","@","Alabama-Birmingham","18","American Sports Network"
"742","730","13","Nov 22, 2014","3:30 PM","Sat","Maryland","23","@","Michigan","16","Big Ten Network"
"743","731","13","Nov 22, 2014","4:00 PM","Sat","Memphis","31","","South Florida","20","ESPNews"
"744","732","13","Nov 22, 2014","12:00 PM","Sat","Michigan State","45","","Rutgers","3","Big Ten Network"
"745","733","13","Nov 22, 2014","7:00 PM","Sat","Middle Tennessee State","35","","Florida Atlantic","34","ASN, CSN-CHI"
"746","734","13","Nov 22, 2014","12:00 PM","Sat","Minnesota","28","@","Nebraska","24","ESPN"
"747","735","13","Nov 22, 2014","7:30 PM","Sat","Mississippi State","51","","Vanderbilt","0","SEC Network"
"748","736","13","Nov 22, 2014","7:30 PM","Sat","Missouri","29","@","Tennessee","21","ESPN"
"749","737","13","Nov 22, 2014","3:30 PM","Sat","North Texas","17","","Florida International","14","American Sports Network"
"750","738","13","Nov 22, 2014","12:00 PM","Sat","Northwestern","38","@","Purdue","14","ESPN U"
"751","739","13","Nov 22, 2014","12:00 PM","Sat","Ohio State","42","","Indiana","27","Big Ten Network"
"752","740","13","Nov 22, 2014","12:00 PM","Sat","Oklahoma","44","","Kansas","7","FS1"
"753","741","13","Nov 22, 2014","1:00 PM","Sat","Old Dominion","30","","Louisiana Tech","27","FCS"
"754","742","13","Nov 22, 2014","4:30 PM","Sat","Oregon","44","","Colorado","10","Pac-12 Network"
"755","743","13","Nov 22, 2014","3:30 PM","Sat","Pittsburgh","30","","Syracuse","7","ESPN U"
"756","744","13","Nov 22, 2014","12:00 PM","Sat","South Carolina","37","","South Alabama","12","FSN"
"757","745","13","Nov 22, 2014","4:00 PM","Sat","Stanford","38","@","California","17","FS1"
"758","746","13","Nov 22, 2014","3:30 PM","Sat","Texas Tech","34","@","Iowa State","31","FSN"
"759","747","13","Nov 22, 2014","8:00 PM","Sat","UCLA","38","","Southern California","20","ABC"
"760","748","13","Nov 22, 2014","7:00 PM","Sat","Virginia","30","","Miami (FL)","13","ESPN 2"
"761","749","13","Nov 22, 2014","12:30 PM","Sat","Wake Forest","6","","Virginia Tech","3","ACC Network"
"762","750","13","Nov 22, 2014","10:30 PM","Sat","Washington","37","","Oregon State","13","Pac-12 Network"
"763","751","13","Nov 22, 2014","12:00 PM","Sat","Western Kentucky","45","","Texas-San Antonio","7","FSN, MSG+"
"764","752","13","Nov 22, 2014","1:00 PM","Sat","Western Michigan","32","@","Central Michigan","20","ESPN3.com"
"765","753","13","Nov 22, 2014","3:30 PM","Sat","Wisconsin","26","@","Iowa","24","ABC (ESPN 2 mirror)"
"767","754","14","Nov 25, 2014","7:00 PM","Tue","Ohio","24","@","Miami (OH)","21","ESPN 2"
"768","755","14","Nov 27, 2014","7:30 PM","Thu","Louisiana State","23","@","Texas A&M","17","ESPN"
"769","756","14","Nov 27, 2014","7:30 PM","Thu","Texas Christian","48","@","Texas","10","FS1"
"770","757","14","Nov 28, 2014","3:30 PM","Fri","Air Force","27","","Colorado State","24","CBSSN"
"771","758","14","Nov 28, 2014","3:30 PM","Fri","Arizona","42","","Arizona State","35","FOX"
"772","759","14","Nov 28, 2014","1:00 PM","Fri","Ball State","41","@","Bowling Green State","24","ESPN3.com"
"773","760","14","Nov 28, 2014","1:00 PM","Fri","Buffalo","41","@","Massachusetts","21","ESPN3.com"
"774","761","14","Nov 28, 2014","12:00 PM","Fri","Central Florida","16","@","South Florida","0","ESPN 2"
"775","762","14","Nov 28, 2014","8:30 PM","Fri","East Carolina","49","@","Tulsa","32","ESPN U"
"776","763","14","Nov 28, 2014","12:00 PM","Fri","Houston","35","@","Southern Methodist","9","CBSSN"
"777","764","14","Nov 28, 2014","1:00 PM","Fri","Kent State","27","","Akron","24","ESPN3.com"
"778","765","14","Nov 28, 2014","2:30 PM","Fri","Missouri","21","","Arkansas","14","CBS"
"779","766","14","Nov 28, 2014","3:00 PM","Fri","Navy","42","@","South Alabama","40","ESPN3.com"
"780","767","14","Nov 28, 2014","12:00 PM","Fri","Nebraska","37","@","Iowa","34","ABC"
"781","768","14","Nov 28, 2014","11:00 AM","Fri","Northern Illinois","31","@","Western Michigan","21","ESPN U"
"782","769","14","Nov 28, 2014","3:30 PM","Fri","Stanford","31","@","UCLA","10","ABC"
"783","770","14","Nov 28, 2014","1:00 PM","Fri","Toledo","52","@","Eastern Michigan","16","ESPN3.com"
"784","771","14","Nov 28, 2014","8:00 PM","Fri","Virginia Tech","24","","Virginia","20","ESPN"
"785","772","14","Nov 28, 2014","12:00 PM","Fri","Western Kentucky","67","@","Marshall","66","FS1"
"786","773","14","Nov 29, 2014","7:45 PM","Sat","Alabama","55","","Auburn","44","ESPN"
"787","774","14","Nov 29, 2014","3:30 PM","Sat","Alabama-Birmingham","45","@","Southern Mississippi","24","ASN, CSN-CA"
"788","775","14","Nov 29, 2014","2:00 PM","Sat","Appalachian State","45","","Idaho","28","ESPN3.com"
"789","776","14","Nov 29, 2014","3:00 PM","Sat","Arkansas State","68","","New Mexico State","35","ESPN3.com"
