"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"45","45","1","Aug 30, 2014","9:15 PM","Sat","Louisiana State","28","","Wisconsin","24","ESPN"
"46","46","1","Aug 30, 2014","3:30 PM","Sat","Marshall","42","@","Miami (OH)","27","ESPN3.com"
"47","47","1","Aug 30, 2014","3:30 PM","Sat","Maryland","52","","Non-Major","7","Big Ten Network"
"48","48","1","Aug 30, 2014","7:00 PM","Sat","Memphis","63","","Non-Major","0","ESPN3.com"
"49","49","1","Aug 30, 2014","12:00 PM","Sat","Michigan","52","","Appalachian State","14","ESPN 2"
"50","50","1","Aug 30, 2014","7:00 PM","Sat","Middle Tennessee State","61","","Non-Major","7",""
"51","51","1","Aug 30, 2014","7:30 PM","Sat","Mississippi State","49","","Southern Mississippi","0","SEC Network"
"52","52","1","Aug 30, 2014","3:30 PM","Sat","Missouri","38","","Non-Major","18","ESPN U"
"53","53","1","Aug 30, 2014","3:30 PM","Sat","Nebraska","55","","Florida Atlantic","7","Big Ten Network"
"54","54","1","Aug 30, 2014","3:00 PM","Sat","Nevada","28","","Non-Major","19",""
"55","55","1","Aug 30, 2014","6:00 PM","Sat","North Carolina","56","","Non-Major","29","ESPN3.com"
"56","56","1","Aug 30, 2014","12:30 PM","Sat","North Carolina State","24","","Georgia Southern","23","ACC Network, ESPN3.com"
"57","57","1","Aug 30, 2014","12:00 PM","Sat","Non-Major","34","@","Iowa State","14","FS1"
"58","58","1","Aug 30, 2014","3:30 PM","Sat","Notre Dame","48","","Rice","17","NBC"
"59","59","1","Aug 30, 2014","6:00 PM","Sat","Ohio","17","@","Kent State","14","ESPN3.com"
"60","60","1","Aug 30, 2014","12:00 PM","Sat","Ohio State","34","","Navy","17","CBSSN"
"61","61","1","Aug 30, 2014","7:00 PM","Sat","Oklahoma","48","","Louisiana Tech","16","FSN-OK (PPV)"
"62","62","1","Aug 30, 2014","3:30 PM","Sat","Old Dominion","41","","Non-Major","28","American Sports Network"
"63","63","1","Aug 30, 2014","10:30 PM","Sat","Oregon","62","","Non-Major","13","Pac-12 Network"
"64","64","1","Aug 30, 2014","4:00 PM","Sat","Oregon State","29","","Non-Major","14","Pac-12 Network"
"65","65","1","Aug 30, 2014","8:30 AM","Sat","Penn State","26","","Central Florida","24","ESPN 2"
"66","66","1","Aug 30, 2014","12:00 PM","Sat","Pittsburgh","62","","Non-Major","0","ESPN3.com"
"67","67","1","Aug 30, 2014","12:00 PM","Sat","Purdue","43","","Western Michigan","34","ESPN U"
"68","68","1","Aug 30, 2014","7:00 PM","Sat","San Diego State","38","","Non-Major","7","CBSSN"
"69","69","1","Aug 30, 2014","7:00 PM","Sat","South Florida","36","","Non-Major","31","ESPN3.com"
"70","70","1","Aug 30, 2014","7:30 PM","Sat","Southern California","52","","Fresno State","13","FOX"
"71","71","1","Aug 30, 2014","4:00 PM","Sat","Stanford","45","","Non-Major","0","Pac-12 Network"
"72","72","1","Aug 30, 2014","8:00 PM","Sat","Texas","38","","North Texas","7","Longhorn Network"
"73","73","1","Aug 30, 2014","7:00 PM","Sat","Texas Christian","48","","Non-Major","14","FSN"
"74","74","1","Aug 30, 2014","7:00 PM","Sat","Texas State","65","","Non-Major","0","ESPN3.com"
"75","75","1","Aug 30, 2014","7:00 PM","Sat","Texas Tech","42","","Non-Major","35","FSN"
"76","76","1","Aug 30, 2014","8:00 PM","Sat","Texas-El Paso","31","@","New Mexico","24","Mountain West Network"
"77","77","1","Aug 30, 2014","7:00 PM","Sat","Toledo","54","","Non-Major","20","ESPN3.com"
"78","78","1","Aug 30, 2014","12:00 PM","Sat","UCLA","28","@","Virginia","20","ESPN"
"79","79","1","Aug 30, 2014","4:00 PM","Sat","Virginia Tech","34","","Non-Major","9","ESPNews"
"80","80","1","Aug 30, 2014","10:30 PM","Sat","Washington","17","@","Hawaii","16","CBSSN"
"81","81","1","Aug 30, 2014","4:00 PM","Sat","Wyoming","17","","Non-Major","12","ROOT Sports"
"82","82","1","Aug 31, 2014","7:30 PM","Sun","Baylor","45","","Southern Methodist","0","FS1"
"83","83","1","Aug 31, 2014","7:00 PM","Sun","Tennessee","38","","Utah State","7","SEC Network"
"84","84","1","Sep 1, 2014","8:00 PM","Mon","Louisville","31","","Miami (FL)","13","ESPN"
"86","85","2","Sep 4, 2014","8:00 PM","Thu","Arizona","26","@","Texas-San Antonio","23","FS1"
"87","86","2","Sep 5, 2014","10:30 PM","Fri","Nevada","24","","Washington State","13","ESPN"
"88","87","2","Sep 5, 2014","7:00 PM","Fri","Pittsburgh","30","@","Boston College","20","ESPN"
"89","88","2","Sep 6, 2014","12:00 PM","Sat","Alabama","41","","Florida Atlantic","0","SEC Network"
"90","89","2","Sep 6, 2014","6:00 PM","Sat","Appalachian State","66","","Non-Major","0","ESPN3.com"
"91","90","2","Sep 6, 2014","7:00 PM","Sat","Arizona State","58","@","New Mexico","23","CBSSN"
"92","91","2","Sep 6, 2014","4:00 PM","Sat","Arkansas","73","","Non-Major","7","SEC Network"
"93","92","2","Sep 6, 2014","12:00 PM","Sat","Army","47","","Buffalo","39","CBSSN"
"94","93","2","Sep 6, 2014","7:00 PM","Sat","Auburn","59","","San Jose State","13","ESPN 2"
"95","94","2","Sep 6, 2014","7:45 PM","Sat","Baylor","70","","Non-Major","6","FSN, MSG"
"96","95","2","Sep 6, 2014","10:15 PM","Sat","Boise State","37","","Colorado State","24","ESPN 2"
"97","96","2","Sep 6, 2014","3:30 PM","Sat","Bowling Green State","48","","Non-Major","7","ESPN3.com"
"98","97","2","Sep 6, 2014","7:30 PM","Sat","Brigham Young","41","@","Texas","7","FS1"
"99","98","2","Sep 6, 2014","3:00 PM","Sat","California","55","","Non-Major","14","Pac-12 Network"
"100","99","2","Sep 6, 2014","12:00 PM","Sat","Central Michigan","38","@","Purdue","17","ESPNews"
"101","100","2","Sep 6, 2014","12:30 PM","Sat","Clemson","73","","Non-Major","7","ACC Network, ESPN3.com"
"102","101","2","Sep 6, 2014","3:00 PM","Sat","Colorado","41","","Massachusetts","38","ESPN3.com"
"103","102","2","Sep 6, 2014","12:00 PM","Sat","Connecticut","19","","Non-Major","16","SNY"
"104","103","2","Sep 6, 2014","7:00 PM","Sat","Duke","34","@","Troy","17","ESPN3.com"
"105","104","2","Sep 6, 2014","3:30 PM","Sat","Non-Major","17","@","Miami (OH)","10","ESPN3.com"
"106","105","2","Sep 6, 2014","4:00 PM","Sat","Florida","65","","Eastern Michigan","0","SEC Network"
"107","106","2","Sep 6, 2014","6:00 PM","Sat","Florida International","34","","Non-Major","3",""
"108","107","2","Sep 6, 2014","7:30 PM","Sat","Florida State","37","","Non-Major","12","RSN, ESPN3.com, MSG+"
"109","108","2","Sep 6, 2014","6:00 PM","Sat","Georgia Southern","83","","Non-Major","9","ESPN3.com"
"110","109","2","Sep 6, 2014","4:00 PM","Sat","Georgia Tech","38","@","Tulane","21","ESPNews"
"111","110","2","Sep 6, 2014","8:00 PM","Sat","Houston","47","","Non-Major","0","ESPN3.com"
"112","111","2","Sep 6, 2014","12:00 PM","Sat","Illinois","42","","Western Kentucky","34","Big Ten Network"
"113","112","2","Sep 6, 2014","3:30 PM","Sat","Iowa","17","","Ball State","13","ESPN 2"
"114","113","2","Sep 6, 2014","7:00 PM","Sat","Kansas","34","","Non-Major","28","JTV"
"115","114","2","Sep 6, 2014","12:00 PM","Sat","Kansas State","32","@","Iowa State","28","FS1"
"116","115","2","Sep 6, 2014","3:30 PM","Sat","Kentucky","20","","Ohio","3","ESPN U"
"117","116","2","Sep 6, 2014","7:30 PM","Sat","Louisiana State","56","","Non-Major","0","SEC Network"
"118","117","2","Sep 6, 2014","7:00 PM","Sat","Louisiana Tech","48","@","Louisiana","20","ESPN3.com"
"119","118","2","Sep 6, 2014","7:00 PM","Sat","Louisiana-Monroe","38","","Idaho","31","ESPN3.com"
"120","119","2","Sep 6, 2014","7:00 PM","Sat","Louisville","66","","Non-Major","21","ESPN3.com"
"121","120","2","Sep 6, 2014","7:30 PM","Sat","Marshall","48","","Non-Major","7","WCHS"
"122","121","2","Sep 6, 2014","3:30 PM","Sat","Maryland","24","@","South Florida","17","CBSSN"
"123","122","2","Sep 6, 2014","7:00 PM","Sat","Miami (FL)","41","","Non-Major","7","ESPN3.com"
"124","123","2","Sep 6, 2014","3:30 PM","Sat","Minnesota","35","","Middle Tennessee State","24","Big Ten Network"
"125","124","2","Sep 6, 2014","4:30 PM","Sat","Mississippi","41","","Vanderbilt","3","ESPN"
"126","125","2","Sep 6, 2014","2:00 PM","Sat","Mississippi State","47","","Alabama-Birmingham","34","FSN"
"127","126","2","Sep 6, 2014","12:00 PM","Sat","Missouri","49","@","Toledo","24","ESPN"
"128","127","2","Sep 6, 2014","1:00 PM","Sat","Navy","31","@","Temple","24","ESPN3.com"
"129","128","2","Sep 6, 2014","12:00 PM","Sat","Nebraska","31","","Non-Major","24","ESPN U"
"130","129","2","Sep 6, 2014","10:00 PM","Sat","Nevada-Las Vegas","13","","Non-Major","12",""
"131","130","2","Sep 6, 2014","2:00 PM","Sat","New Mexico State","34","@","Georgia State","31","ESPN3.com"
"132","131","2","Sep 6, 2014","8:00 PM","Sat","North Carolina","31","","San Diego State","27","ESPNews"
"133","132","2","Sep 6, 2014","6:00 PM","Sat","North Carolina State","46","","Old Dominion","34","ESPN3.com"
"134","133","2","Sep 6, 2014","12:00 PM","Sat","North Texas","43","","Southern Methodist","6","FSN, MSG+"
"135","134","2","Sep 6, 2014","3:30 PM","Sat","Northern Illinois","23","@","Northwestern","15","Big Ten Network"
"136","135","2","Sep 6, 2014","7:30 PM","Sat","Notre Dame","31","","Michigan","0","NBC"
"137","136","2","Sep 6, 2014","12:00 PM","Sat","Oklahoma","52","@","Tulsa","7","ABC"
"138","137","2","Sep 6, 2014","3:30 PM","Sat","Oklahoma State","40","","Non-Major","23","FSN, MSG+"
"139","138","2","Sep 6, 2014","6:30 PM","Sat","Oregon","46","","Michigan State","27","FOX"
"140","139","2","Sep 6, 2014","10:30 PM","Sat","Oregon State","38","@","Hawaii","30","CBSSN"
"141","140","2","Sep 6, 2014","12:00 PM","Sat","Penn State","21","","Akron","3","ABC"
"142","141","2","Sep 6, 2014","12:00 PM","Sat","Rutgers","38","","Non-Major","25","Big Ten Network"
"143","142","2","Sep 6, 2014","2:00 PM","Sat","South Alabama","23","@","Kent State","13","ESPN3.com"
"144","143","2","Sep 6, 2014","7:00 PM","Sat","South Carolina","33","","East Carolina","23","ESPN U"
"145","144","2","Sep 6, 2014","3:30 PM","Sat","Southern California","13","@","Stanford","10","ABC"
"146","145","2","Sep 6, 2014","7:00 PM","Sat","Southern Mississippi","26","","Non-Major","20",""
"147","146","2","Sep 6, 2014","12:00 PM","Sat","Tennessee","34","","Arkansas State","19","SEC Network"
"148","147","2","Sep 6, 2014","9:40 PM","Sat","Texas A&M","73","","Non-Major","3","SEC Network"
"149","148","2","Sep 6, 2014","11:00 PM","Sat","Texas Tech","30","@","Texas-El Paso","26","FS1"
"150","149","2","Sep 6, 2014","10:00 PM","Sat","UCLA","42","","Memphis","35","Pac-12 Network"
"151","150","2","Sep 6, 2014","3:00 PM","Sat","Utah","59","","Fresno State","27","Pac-12 Network"
"152","151","2","Sep 6, 2014","8:00 PM","Sat","Utah State","40","","Non-Major","20","Mountain West Network"
"153","152","2","Sep 6, 2014","3:30 PM","Sat","Virginia","45","","Non-Major","13","ESPN3.com"
"154","153","2","Sep 6, 2014","8:00 PM","Sat","Virginia Tech","35","@","Ohio State","21","ESPN"
"155","154","2","Sep 6, 2014","6:30 PM","Sat","Wake Forest","23","","Non-Major","7","ESPN3.com"
"156","155","2","Sep 6, 2014","3:00 PM","Sat","Washington","59","","Non-Major","52","Pac-12 Network"
"157","156","2","Sep 6, 2014","7:30 PM","Sat","West Virginia","54","","Non-Major","0","ROOT-PIT"
"158","157","2","Sep 6, 2014","12:00 PM","Sat","Wisconsin","37","","Non-Major","3","Big Ten Network"
"159","158","2","Sep 6, 2014","10:15 PM","Sat","Wyoming","17","","Air Force","13","ESPN U"
"161","159","3","Sep 11, 2014","9:00 PM","Thu","Brigham Young","33","","Houston","25","ESPN"
"162","160","3","Sep 11, 2014","8:00 PM","Thu","Louisiana Tech","42","@","North Texas","21","CBSSN"
"163","161","3","Sep 12, 2014","8:00 PM","Fri","Baylor","63","@","Buffalo","21","ESPN"
"164","162","3","Sep 12, 2014","7:00 PM","Fri","Cincinnati","58","","Toledo","34","ESPN U"
"165","163","3","Sep 13, 2014","7:00 PM","Sat","Non-Major","38","@","Troy","35","ESPN3.com"
"166","164","3","Sep 13, 2014","2:00 PM","Sat","Air Force","48","@","Georgia State","38","ESPN3.com"
"167","165","3","Sep 13, 2014","6:00 PM","Sat","Alabama","52","","Southern Mississippi","12","ESPN 2"
"168","166","3","Sep 13, 2014","3:30 PM","Sat","Alabama-Birmingham","41","","Non-Major","14","American Sports Network"
"169","167","3","Sep 13, 2014","11:00 PM","Sat","Arizona","35","","Nevada","28","Pac-12 Network"
"170","168","3","Sep 13, 2014","10:00 PM","Sat","Arizona State","38","@","Colorado","24","ESPN U"
"171","169","3","Sep 13, 2014","3:30 PM","Sat","Arkansas","49","@","Texas Tech","28","ABC"
"172","170","3","Sep 13, 2014","12:00 PM","Sat","Boise State","38","@","Connecticut","21","ESPN 2"
"173","171","3","Sep 13, 2014","8:00 PM","Sat","Boston College","37","","Southern California","31","ESPN"
"174","172","3","Sep 13, 2014","12:00 PM","Sat","Bowling Green State","45","","Indiana","42","ESPN U"
"175","173","3","Sep 13, 2014","3:00 PM","Sat","Colorado State","49","","Non-Major","21","FS1"
"176","174","3","Sep 13, 2014","3:30 PM","Sat","Duke","41","","Kansas","3","RSN"
"177","175","3","Sep 13, 2014","12:00 PM","Sat","East Carolina","28","@","Virginia Tech","21","ESPN"
"178","176","3","Sep 13, 2014","7:30 PM","Sat","Florida","36","","Kentucky","30","SEC Network"
"179","177","3","Sep 13, 2014","7:00 PM","Sat","Florida Atlantic","50","","Tulsa","21","FCS"
"180","178","3","Sep 13, 2014","12:00 PM","Sat","Georgia Tech","42","","Georgia Southern","38","RSN, ESPN3.com"
"181","179","3","Sep 13, 2014","11:59 PM","Sat","Hawaii","27","","Non-Major","24","Oceanic Pay-per-view"
"182","180","3","Sep 13, 2014","3:00 PM","Sat","Non-Major","27","@","Ball State","20","ESPN3.com"
"183","181","3","Sep 13, 2014","3:30 PM","Sat","Iowa State","20","@","Iowa","17","ESPN"
"184","182","3","Sep 13, 2014","7:00 PM","Sat","Louisiana State","31","","Louisiana-Monroe","0","ESPN U"
"185","183","3","Sep 13, 2014","12:00 PM","Sat","Marshall","44","","Ohio","14","CBSSN"
"186","184","3","Sep 13, 2014","3:30 PM","Sat","Miami (FL)","41","","Arkansas State","20","ESPN U"
"187","185","3","Sep 13, 2014","3:30 PM","Sat","Michigan","34","","Miami (OH)","10","Big Ten Network"
"188","186","3","Sep 13, 2014","7:00 PM","Sat","Middle Tennessee State","50","","Western Kentucky","47","MyTV30"
"189","187","3","Sep 13, 2014","4:00 PM","Sat","Mississippi","56","","Louisiana","15","SEC Network"
"190","188","3","Sep 13, 2014","4:00 PM","Sat","Mississippi State","35","@","South Alabama","3","ESPNews"
"191","189","3","Sep 13, 2014","12:00 PM","Sat","Missouri","38","","Central Florida","10","SEC Network"
"192","190","3","Sep 13, 2014","8:00 PM","Sat","Navy","35","@","Texas State","21","ESPNews"
"193","191","3","Sep 13, 2014","10:30 PM","Sat","Nebraska","55","@","Fresno State","19","CBSSN"
"194","192","3","Sep 13, 2014","3:30 PM","Sat","North Carolina State","49","@","South Florida","17","CBSSN"
"195","193","3","Sep 13, 2014","7:00 PM","Sat","Northern Illinois","48","@","Nevada-Las Vegas","34","Mountain West Network"
"196","194","3","Sep 13, 2014","7:30 PM","Sat","Notre Dame","30","","Purdue","14","NBC"
"197","195","3","Sep 13, 2014","12:00 PM","Sat","Ohio State","66","","Kent State","0","ABC (ESPN 2 mirror)"
"198","196","3","Sep 13, 2014","8:00 PM","Sat","Oklahoma","34","","Tennessee","10","ABC"
"199","197","3","Sep 13, 2014","7:00 PM","Sat","Oklahoma State","43","","Texas-San Antonio","13","FSN"
"200","198","3","Sep 13, 2014","6:00 PM","Sat","Old Dominion","17","","Eastern Michigan","3","Cox 110"
"201","199","3","Sep 13, 2014","2:00 PM","Sat","Oregon","48","","Wyoming","14","Pac-12 Network"
"202","200","3","Sep 13, 2014","8:00 PM","Sat","Penn State","13","@","Rutgers","10","Big Ten Network"
"203","201","3","Sep 13, 2014","12:00 PM","Sat","Pittsburgh","42","@","Florida International","25","FS1"
"204","202","3","Sep 13, 2014","3:30 PM","Sat","South Carolina","38","","Georgia","35","CBS"
"205","203","3","Sep 13, 2014","5:00 PM","Sat","Stanford","35","","Army","0","Pac-12 Network"
"206","204","3","Sep 13, 2014","12:00 PM","Sat","Syracuse","40","@","Central Michigan","3","ESPNews"
"207","205","3","Sep 13, 2014","9:00 PM","Sat","Texas A&M","38","","Rice","10","ESPN 2"
"208","206","3","Sep 13, 2014","4:00 PM","Sat","Texas Christian","30","","Minnesota","7","FS1"
"209","207","3","Sep 13, 2014","8:00 PM","Sat","Texas-El Paso","42","","New Mexico State","24","Sinclair"
"210","208","3","Sep 13, 2014","8:00 PM","Sat","Tulane","35","","Non-Major","20","ESPN3.com"
"211","209","3","Sep 13, 2014","8:00 PM","Sat","UCLA","20","","Texas","17","FOX"
"212","210","3","Sep 13, 2014","7:00 PM","Sat","Utah State","36","","Wake Forest","24","CBSSN"
"213","211","3","Sep 13, 2014","12:00 PM","Sat","Vanderbilt","34","","Massachusetts","31","FSN"
"214","212","3","Sep 13, 2014","12:30 PM","Sat","Virginia","23","","Louisville","21","ACC Network, ESPN3.com"
"215","213","3","Sep 13, 2014","4:00 PM","Sat","Washington","44","","Illinois","19","FOX"
"216","214","3","Sep 13, 2014","8:00 PM","Sat","Washington State","59","","Non-Major","21","Pac-12 Network"
"217","215","3","Sep 13, 2014","12:00 PM","Sat","West Virginia","40","@","Maryland","37","Big Ten Network"
"218","216","3","Sep 13, 2014","5:00 PM","Sat","Western Michigan","45","@","Idaho","33","ESPN3.com"
"220","217","4","Sep 18, 2014","7:30 PM","Thu","Auburn","20","@","Kansas State","14","ESPN"
"221","218","4","Sep 19, 2014","8:00 PM","Fri","South Florida","17","","Connecticut","14","ESPN"
"222","219","4","Sep 20, 2014","3:30 PM","Sat","Alabama","42","","Florida","21","CBS"
"223","220","4","Sep 20, 2014","10:00 PM","Sat","Arizona","49","","California","45","Pac-12 Network"
"224","221","4","Sep 20, 2014","7:00 PM","Sat","Arkansas","52","","Northern Illinois","14","ESPN U"
"225","222","4","Sep 20, 2014","7:00 PM","Sat","Arkansas State","21","","Utah State","14","ESPN3.com"
"226","223","4","Sep 20, 2014","10:40 PM","Sat","Boise State","34","","Louisiana","9","CBSSN"
"227","224","4","Sep 20, 2014","1:00 PM","Sat","Boston College","40","","Non-Major","10","ESPN3.com"
"228","225","4","Sep 20, 2014","3:30 PM","Sat","Brigham Young","41","","Virginia","33","ESPN"
"229","226","4","Sep 20, 2014","3:30 PM","Sat","Buffalo","36","","Non-Major","7","ESPN3.com"
"230","227","4","Sep 20, 2014","6:00 PM","Sat","Central Florida","41","","Non-Major","7","ESPN3.com"
"231","228","4","Sep 20, 2014","7:00 PM","Sat","Cincinnati","31","","Miami (OH)","24","CBSSN"
"232","229","4","Sep 20, 2014","2:00 PM","Sat","Colorado","21","","Hawaii","12","Pac-12 Network"
"233","230","4","Sep 20, 2014","12:30 PM","Sat","Duke","47","","Tulane","13","RSN, MSG, ROOT-PIT, STO"
"234","231","4","Sep 20, 2014","3:30 PM","Sat","East Carolina","70","","North Carolina","41","ESPN U"
"235","232","4","Sep 20, 2014","8:25 PM","Sat","Florida State","23","","Clemson","17","ABC"
"236","233","4","Sep 20, 2014","10:00 PM","Sat","Fresno State","56","","Non-Major","16","Mountain West Network"
"237","234","4","Sep 20, 2014","12:00 PM","Sat","Georgia","66","","Troy","0","SEC Network"
"238","235","4","Sep 20, 2014","7:30 PM","Sat","Georgia Southern","28","@","South Alabama","6","ESPN3.com"
"239","236","4","Sep 20, 2014","12:00 PM","Sat","Georgia Tech","27","@","Virginia Tech","24","ESPN"
"240","237","4","Sep 20, 2014","8:00 PM","Sat","Houston","47","","Nevada-Las Vegas","14","ESPN3.com"
"241","238","4","Sep 20, 2014","4:00 PM","Sat","Illinois","42","","Texas State","35","ESPNews"
"242","239","4","Sep 20, 2014","4:00 PM","Sat","Indiana","31","@","Missouri","27","SEC Network"
"243","240","4","Sep 20, 2014","12:00 PM","Sat","Iowa","24","@","Pittsburgh","20","ESPN U"
"244","241","4","Sep 20, 2014","3:30 PM","Sat","Kansas","24","","Central Michigan","10","FSN, MSG+, SunSports"
"245","242","4","Sep 20, 2014","3:30 PM","Sat","Louisville","34","@","Florida International","3","FS1"
"246","243","4","Sep 20, 2014","2:00 PM","Sat","Marshall","48","@","Akron","17","ESPN3.com"
"247","244","4","Sep 20, 2014","12:30 PM","Sat","Maryland","34","@","Syracuse","20","ACC Network"
"248","245","4","Sep 20, 2014","7:00 PM","Sat","Memphis","36","","Middle Tennessee State","17","ESPN3.com"
"249","246","4","Sep 20, 2014","12:00 PM","Sat","Michigan State","73","","Eastern Michigan","14","Big Ten Network"
"250","247","4","Sep 20, 2014","4:00 PM","Sat","Minnesota","24","","San Jose State","7","Big Ten Network"
"251","248","4","Sep 20, 2014","7:00 PM","Sat","Mississippi State","34","@","Louisiana State","29","ESPN"
"252","249","4","Sep 20, 2014","8:00 PM","Sat","Nebraska","41","","Miami (FL)","31","ESPN 2"
"253","250","4","Sep 20, 2014","8:00 PM","Sat","New Mexico","38","@","New Mexico State","35","AggieVision, ESPN3.com"
"254","251","4","Sep 20, 2014","6:00 PM","Sat","North Carolina State","42","","Non-Major","0","ESPN3.com"
"255","252","4","Sep 20, 2014","3:30 PM","Sat","North Texas","77","","Non-Major","3","Sinclair"
"256","253","4","Sep 20, 2014","12:00 PM","Sat","Northwestern","24","","Non-Major","7","ESPNews"
"257","254","4","Sep 20, 2014","7:00 PM","Sat","Non-Major","30","@","Louisiana Tech","27",""
"258","255","4","Sep 20, 2014","7:00 PM","Sat","Ohio","36","","Idaho","24","ESPN3.com"
"259","256","4","Sep 20, 2014","7:30 PM","Sat","Oklahoma","45","@","West Virginia","33","FOX"
"260","257","4","Sep 20, 2014","12:00 PM","Sat","Old Dominion","45","@","Rice","42","FSN, MSG+, ROOT-RM"
"261","258","4","Sep 20, 2014","10:36 PM","Sat","Oregon","38","@","Washington State","31","ESPN"
"262","259","4","Sep 20, 2014","10:30 PM","Sat","Oregon State","28","","San Diego State","7","FS1"
"263","260","4","Sep 20, 2014","4:00 PM","Sat","Penn State","48","","Massachusetts","7","Big Ten Network"
"264","261","4","Sep 20, 2014","12:00 PM","Sat","Purdue","35","","Non-Major","13","Big Ten Network"
