"","Team","X","Opponent","Result","Date"
"418","Bowling Green State","@","Wisconsin","L (17-68)","2014-09-20"
"516","Bowling Green State","@","Massachusetts","W (47-42)","2014-09-27"
"617","Bowling Green State","","Buffalo","W (36-35)","2014-10-04"
"718","Bowling Green State","@","Ohio","W (31-13)","2014-10-11"
"813","Bowling Green State","","Western Michigan","L (14-26)","2014-10-18"
"108","Bowling Green State","","Kent State","W (30-20)","2014-11-12"
"1113","Bowling Green State","@","Toledo","L (20-27)","2014-11-19"
"137","Bowling Green State","N","Northern Illinois","L (17-51)","2014-12-05"
"141","Bowling Green State","N","South Alabama","W (33-28)","2014-12-20"
"130","Brigham Young","@","Connecticut","W (35-10)","2014-08-29"
"219","Brigham Young","@","Texas","W (41-7)","2014-09-06"
"319","Brigham Young","","Houston","W (33-25)","2014-09-11"
"419","Brigham Young","","Virginia","W (41-33)","2014-09-20"
"517","Brigham Young","","Utah State","L (20-35)","2014-10-03"
"618","Brigham Young","@","Central Florida","L (24-31)","2014-10-09"
"719","Brigham Young","","Nevada","L (35-42)","2014-10-18"
"99","Brigham Young","@","Middle Tennessee State","W (27-7)","2014-11-01"
"109","Brigham Young","","Nevada-Las Vegas","W (42-23)","2014-11-15"
"1114","Brigham Young","","Savannah State","W (64-0)","2014-11-22"
"1210","Brigham Young","@","California","W (42-35)","2014-11-29"
"138","Brigham Young","N","Memphis","L (48-55)","2014-12-22"
"139","Buffalo","","Duquesne","W (38-28)","2014-08-30"
"420","Buffalo","","Norfolk State","W (36-7)","2014-09-20"
"518","Buffalo","","Miami (OH)","W (35-27)","2014-09-27"
"720","Buffalo","@","Eastern Michigan","L (27-37)","2014-10-11"
"814","Buffalo","","Central Michigan","L (14-20)","2014-10-25"
"910","Buffalo","@","Ohio","L (14-37)","2014-11-05"
"1115","Buffalo","@","Massachusetts","W (41-21)","2014-11-28"
"140","California","@","Northwestern","W (31-24)","2014-08-30"
"220","California","","Sacramento State","W (55-14)","2014-09-06"
"421","California","","Colorado","W (59-56)","2014-09-27"
"519","California","@","Washington State","W (60-59)","2014-10-04"
"619","California","","Washington","L (7-31)","2014-10-11"
"721","California","","UCLA","L (34-36)","2014-10-18"
"815","California","","Oregon","L (41-59)","2014-10-24"
"911","California","@","Oregon State","W (45-31)","2014-11-01"
"1010","California","@","Southern California","L (30-38)","2014-11-13"
"1116","California","","Stanford","L (17-38)","2014-11-22"
"142","Central Florida","N","Penn State","L (24-26)","2014-08-30"
"221","Central Florida","@","Missouri","L (10-38)","2014-09-13"
"320","Central Florida","","Bethune-Cookman","W (41-7)","2014-09-20"
"422","Central Florida","@","Houston","W (17-12)","2014-10-02"
"620","Central Florida","","Tulane","W (20-13)","2014-10-18"
"722","Central Florida","","Temple","W (34-14)","2014-10-25"
"816","Central Florida","@","Connecticut","L (29-37)","2014-11-01"
"912","Central Florida","","Tulsa","W (31-7)","2014-11-14"
"1011","Central Florida","","Southern Methodist","W (53-7)","2014-11-22"
"1117","Central Florida","@","South Florida","W (16-0)","2014-11-28"
"1211","Central Florida","@","East Carolina","W (32-30)","2014-12-04"
"1310","Central Florida","N","North Carolina State","L (27-34)","2014-12-26"
"143","Central Michigan","","Chattanooga","W (20-16)","2014-08-28"
"222","Central Michigan","@","Purdue","W (38-17)","2014-09-06"
"321","Central Michigan","","Syracuse","L (3-40)","2014-09-13"
"423","Central Michigan","@","Kansas","L (10-24)","2014-09-20"
"520","Central Michigan","@","Toledo","L (28-42)","2014-09-27"
"621","Central Michigan","","Ohio","W (28-10)","2014-10-04"
"723","Central Michigan","@","Northern Illinois","W (34-17)","2014-10-11"
"1012","Central Michigan","@","Eastern Michigan","W (38-7)","2014-11-01"
"1118","Central Michigan","","Miami (OH)","W (34-27)","2014-11-15"
"1212","Central Michigan","","Western Michigan","L (20-32)","2014-11-22"
"1311","Central Michigan","N","Western Kentucky","L (48-49)","2014-12-24"
"144","Cincinnati","","Toledo","W (58-34)","2014-09-12"
"223","Cincinnati","N","Miami (OH)","W (31-24)","2014-09-20"
"322","Cincinnati","@","Ohio State","L (28-50)","2014-09-27"
"424","Cincinnati","N","Memphis","L (14-41)","2014-10-04"
"521","Cincinnati","@","Miami (FL)","L (34-55)","2014-10-11"
"622","Cincinnati","@","Southern Methodist","W (41-3)","2014-10-18"
"724","Cincinnati","N","South Florida","W (34-17)","2014-10-24"
"817","Cincinnati","@","Tulane","W (38-14)","2014-10-31"
"913","Cincinnati","N","East Carolina","W (54-46)","2014-11-13"
"1013","Cincinnati","@","Connecticut","W (41-0)","2014-11-22"
"1119","Cincinnati","@","Temple","W (14-6)","2014-11-29"
"1213","Cincinnati","N","Houston","W (38-31)","2014-12-06"
"1312","Cincinnati","N","Virginia Tech","L (17-33)","2014-12-27"
"145","Clemson","@","Georgia","L (21-45)","2014-08-30"
"224","Clemson","","South Carolina State","W (73-7)","2014-09-06"
"323","Clemson","@","Florida State","L (17-23)","2014-09-20"
"425","Clemson","","North Carolina","W (50-35)","2014-09-27"
"522","Clemson","","North Carolina State","W (41-0)","2014-10-04"
"623","Clemson","","Louisville","W (23-17)","2014-10-11"
"818","Clemson","","Syracuse","W (16-6)","2014-10-25"
"914","Clemson","@","Wake Forest","W (34-20)","2014-11-06"
"1014","Clemson","@","Georgia Tech","L (6-28)","2014-11-15"
"1120","Clemson","","Georgia State","W (28-0)","2014-11-22"
"1214","Clemson","","South Carolina","W (35-17)","2014-11-29"
"1313","Clemson","N","Oklahoma","W (40-6)","2014-12-29"
"146","Colorado State","N","Colorado","W (31-17)","2014-08-29"
"324","Colorado State","","California-Davis","W (49-21)","2014-09-13"
"523","Colorado State","","Tulsa","W (42-17)","2014-10-04"
"624","Colorado State","@","Nevada","W (31-24)","2014-10-11"
"725","Colorado State","","Utah State","W (16-13)","2014-10-18"
"819","Colorado State","","Wyoming","W (45-31)","2014-10-25"
"915","Colorado State","@","San Jose State","W (38-31)","2014-11-01"
"1015","Colorado State","","Hawaii","W (49-22)","2014-11-08"
"1121","Colorado State","","New Mexico","W (58-20)","2014-11-22"
"1314","Colorado State","N","Utah","L (10-45)","2014-12-20"
"225","Colorado","N","Massachusetts","W (41-38)","2014-09-06"
"426","Colorado","","Hawaii","W (21-12)","2014-09-20"
"625","Colorado","","Oregon State","L (31-36)","2014-10-04"
"726","Colorado","@","Southern California","L (28-56)","2014-10-18"
"820","Colorado","","UCLA","L (37-40)","2014-10-25"
"916","Colorado","","Washington","L (23-38)","2014-11-01"
"1122","Colorado","@","Oregon","L (10-44)","2014-11-22"
"1215","Colorado","","Utah","L (34-38)","2014-11-29"
"226","Connecticut","","Stony Brook","W (19-16)","2014-09-06"
"427","Connecticut","@","South Florida","L (14-17)","2014-09-19"
"524","Connecticut","","Temple","L (10-36)","2014-09-27"
"626","Connecticut","@","Tulane","L (3-12)","2014-10-11"
"727","Connecticut","@","East Carolina","L (21-31)","2014-10-23"
"1123","Connecticut","@","Memphis","L (10-41)","2014-11-29"
"1216","Connecticut","","Southern Methodist","L (20-27)","2014-12-06"
"147","Duke","","Elon","W (52-13)","2014-08-30"
"227","Duke","@","Troy","W (34-17)","2014-09-06"
"325","Duke","","Kansas","W (41-3)","2014-09-13"
"428","Duke","","Tulane","W (47-13)","2014-09-20"
"525","Duke","@","Miami (FL)","L (10-22)","2014-09-27"
"627","Duke","@","Georgia Tech","W (31-25)","2014-10-11"
"728","Duke","","Virginia","W (20-13)","2014-10-18"
"821","Duke","@","Pittsburgh","W (51-48)","2014-11-01"
"917","Duke","@","Syracuse","W (27-10)","2014-11-08"
"1016","Duke","","Virginia Tech","L (16-17)","2014-11-15"
"1124","Duke","","North Carolina","L (20-45)","2014-11-20"
"1217","Duke","","Wake Forest","W (41-21)","2014-11-29"
"148","East Carolina","","North Carolina Central","W (52-7)","2014-08-30"
"228","East Carolina","@","South Carolina","L (23-33)","2014-09-06"
"326","East Carolina","@","Virginia Tech","W (28-21)","2014-09-13"
"429","East Carolina","","North Carolina","W (70-41)","2014-09-20"
"526","East Carolina","","Southern Methodist","W (45-24)","2014-10-04"
"628","East Carolina","@","South Florida","W (28-17)","2014-10-11"
"822","East Carolina","@","Temple","L (10-20)","2014-11-01"
"1017","East Carolina","","Tulane","W (34-6)","2014-11-22"
"1125","East Carolina","@","Tulsa","W (49-32)","2014-11-28"
"1315","East Carolina","N","Florida","L (20-28)","2015-01-03"
"149","Eastern Michigan","","Morgan State","W (31-28)","2014-08-30"
"229","Eastern Michigan","@","Florida","L (0-65)","2014-09-06"
"327","Eastern Michigan","@","Old Dominion","L (3-17)","2014-09-13"
"430","Eastern Michigan","@","Michigan State","L (14-73)","2014-09-20"
"729","Eastern Michigan","N","Massachusetts","L (14-36)","2014-10-18"
"823","Eastern Michigan","","Northern Illinois","L (17-28)","2014-10-25"
"1018","Eastern Michigan","@","Western Michigan","L (7-51)","2014-11-15"
"1218","Eastern Michigan","","Toledo","L (16-52)","2014-11-28"
"150","Florida Atlantic","@","Nebraska","L (7-55)","2014-08-30"
"328","Florida Atlantic","","Tulsa","W (50-21)","2014-09-13"
"431","Florida Atlantic","@","Wyoming","L (19-20)","2014-09-20"
"527","Florida Atlantic","","Texas-San Antonio","W (41-37)","2014-09-27"
"629","Florida Atlantic","@","Florida International","L (10-38)","2014-10-02"
"730","Florida Atlantic","","Western Kentucky","W (45-38)","2014-10-18"
"824","Florida Atlantic","@","Marshall","L (16-35)","2014-10-25"
"1019","Florida Atlantic","@","North Texas","L (10-31)","2014-11-08"
"1126","Florida Atlantic","@","Middle Tennessee State","L (34-35)","2014-11-22"
"1219","Florida Atlantic","","Old Dominion","L (28-31)","2014-11-29"
"151","Florida International","","Bethune-Cookman","L (12-14)","2014-08-30"
"230","Florida International","","Wagner","W (34-3)","2014-09-06"
"329","Florida International","","Pittsburgh","L (25-42)","2014-09-13"
"432","Florida International","","Louisville","L (3-34)","2014-09-20"
"731","Florida International","@","Texas-San Antonio","L (13-16)","2014-10-11"
"825","Florida International","","Marshall","L (13-45)","2014-10-18"
"918","Florida International","","Rice","L (17-31)","2014-11-01"
"1020","Florida International","@","Old Dominion","L (35-38)","2014-11-08"
"1127","Florida International","","Middle Tennessee State","W (38-28)","2014-11-15"
"1220","Florida International","@","North Texas","L (14-17)","2014-11-22"
"152","Florida State","N","Oklahoma State","W (37-31)","2014-08-30"
"231","Florida State","","Citadel","W (37-12)","2014-09-06"
"433","Florida State","@","North Carolina State","W (56-41)","2014-09-27"
"528","Florida State","","Wake Forest","W (43-3)","2014-10-04"
"630","Florida State","@","Syracuse","W (38-20)","2014-10-11"
"732","Florida State","","Notre Dame","W (31-27)","2014-10-18"
"826","Florida State","@","Louisville","W (42-31)","2014-10-30"
"919","Florida State","","Virginia","W (34-20)","2014-11-08"
"1021","Florida State","@","Miami (FL)","W (30-26)","2014-11-15"
"1221","Florida State","","Florida","W (24-19)","2014-11-29"
"1316","Florida State","N","Georgia Tech","W (37-35)","2014-12-06"
"1410","Florida State","N","Oregon","L (20-59)","2015-01-01"
"232","Florida","","Kentucky","W (36-30)","2014-09-13"
"434","Florida","@","Tennessee","W (10-9)","2014-10-04"
"529","Florida","","Louisiana State","L (27-30)","2014-10-11"
"631","Florida","","Missouri","L (13-42)","2014-10-18"
"733","Florida","N","Georgia","W (38-20)","2014-11-01"
"827","Florida","@","Vanderbilt","W (34-10)","2014-11-08"
"920","Florida","","South Carolina","L (20-23)","2014-11-15"
"1022","Florida","","Eastern Kentucky","W (52-3)","2014-11-22"
"153","Fresno State","@","Southern California","L (13-52)","2014-08-30"
"233","Fresno State","@","Utah","L (27-59)","2014-09-06"
"330","Fresno State","","Nebraska","L (19-55)","2014-09-13"
"435","Fresno State","","Southern Utah","W (56-16)","2014-09-20"
"530","Fresno State","@","New Mexico","W (35-24)","2014-09-26"
"632","Fresno State","","San Diego State","W (24-13)","2014-10-03"
"734","Fresno State","@","Nevada-Las Vegas","L (27-30)","2014-10-10"
"921","Fresno State","","Wyoming","L (17-45)","2014-11-01"
"1023","Fresno State","","San Jose State","W (38-24)","2014-11-08"
"1128","Fresno State","@","Nevada","W (40-20)","2014-11-22"
"1222","Fresno State","","Hawaii","W (28-21)","2014-11-29"
"1411","Fresno State","N","Rice","L (6-30)","2014-12-24"
"154","Georgia Southern","@","North Carolina State","L (23-24)","2014-08-30"
"234","Georgia Southern","@","Georgia Tech","L (38-42)","2014-09-13"
"331","Georgia Southern","@","South Alabama","W (28-6)","2014-09-20"
"436","Georgia Southern","@","New Mexico State","W (36-28)","2014-10-04"
"531","Georgia Southern","","Idaho","W (47-24)","2014-10-11"
"633","Georgia Southern","@","Georgia State","W (69-31)","2014-10-25"
"735","Georgia Southern","","Troy","W (42-10)","2014-10-30"
"828","Georgia Southern","@","Texas State","W (28-25)","2014-11-08"
"922","Georgia Southern","@","Navy","L (19-52)","2014-11-15"
"1024","Georgia Southern","","Louisiana-Monroe","W (22-16)","2014-11-29"
"155","Georgia State","","Abilene Christian","W (38-37)","2014-08-27"
"235","Georgia State","","New Mexico State","L (31-34)","2014-09-06"
"437","Georgia State","@","Washington","L (14-45)","2014-09-20"
"532","Georgia State","@","Louisiana","L (31-34)","2014-10-04"
"736","Georgia State","@","South Alabama","L (27-30)","2014-10-18"
"1025","Georgia State","@","Troy","L (21-45)","2014-11-08"
"1223","Georgia State","","Texas State","L (31-54)","2014-11-29"
"156","Georgia Tech","","Wofford","W (38-19)","2014-08-30"
"236","Georgia Tech","@","Tulane","W (38-21)","2014-09-06"
"438","Georgia Tech","@","Virginia Tech","W (27-24)","2014-09-20"
"533","Georgia Tech","","Miami (FL)","W (28-17)","2014-10-04"
"737","Georgia Tech","@","North Carolina","L (43-48)","2014-10-18"
"829","Georgia Tech","@","Pittsburgh","W (56-28)","2014-10-25"
"923","Georgia Tech","","Virginia","W (35-10)","2014-11-01"
"1026","Georgia Tech","@","North Carolina State","W (56-23)","2014-11-08"
"1224","Georgia Tech","@","Georgia","W (30-24)","2014-11-29"
"1412","Georgia Tech","N","Mississippi State","W (49-34)","2014-12-31"
"237","Georgia","@","South Carolina","L (35-38)","2014-09-13"
"332","Georgia","","Troy","W (66-0)","2014-09-20"
"439","Georgia","","Tennessee","W (35-32)","2014-09-27"
"534","Georgia","","Vanderbilt","W (44-17)","2014-10-04"
"634","Georgia","@","Missouri","W (34-0)","2014-10-11"
"924","Georgia","@","Kentucky","W (63-31)","2014-11-08"
"1129","Georgia","","Charleston Southern","W (55-9)","2014-11-22"
"1317","Georgia","N","Louisville","W (37-14)","2014-12-30"
"157","Hawaii","","Washington","L (16-17)","2014-08-30"
"238","Hawaii","","Oregon State","L (30-38)","2014-09-06"
"333","Hawaii","","Northern Iowa","W (27-24)","2014-09-13"
"535","Hawaii","@","Rice","L (14-28)","2014-10-04"
"635","Hawaii","","Wyoming","W (38-28)","2014-10-11"
"738","Hawaii","@","San Diego State","L (10-20)","2014-10-18"
"830","Hawaii","","Nevada","L (18-26)","2014-10-25"
"925","Hawaii","","Utah State","L (14-35)","2014-11-01"
"1130","Hawaii","@","San Jose State","W (13-0)","2014-11-15"
"1225","Hawaii","","Nevada-Las Vegas","W (37-35)","2014-11-22"
"158","Houston","","Texas-San Antonio","L (7-27)","2014-08-29"
"239","Houston","","Grambling State","W (47-0)","2014-09-06"
"440","Houston","","Nevada-Las Vegas","W (47-14)","2014-09-20"
"636","Houston","@","Memphis","W (28-24)","2014-10-11"
"739","Houston","","Temple","W (31-10)","2014-10-17"
"831","Houston","@","South Florida","W (27-3)","2014-11-01"
"926","Houston","","Tulane","L (24-31)","2014-11-08"
"1027","Houston","","Tulsa","W (38-28)","2014-11-22"
"1131","Houston","@","Southern Methodist","W (35-9)","2014-11-28"
"1318","Houston","N","Pittsburgh","W (35-34)","2015-01-02"
"159","Idaho","@","Louisiana-Monroe","L (31-38)","2014-09-06"
"240","Idaho","","Western Michigan","L (33-45)","2014-09-13"
"334","Idaho","@","Ohio","L (24-36)","2014-09-20"
"441","Idaho","","South Alabama","L (10-34)","2014-09-27"
"536","Idaho","@","Texas State","L (30-35)","2014-10-04"
"740","Idaho","","New Mexico State","W (29-17)","2014-10-18"
"927","Idaho","@","San Diego State","L (21-35)","2014-11-08"
"1028","Idaho","","Troy","L (17-34)","2014-11-15"
"160","Illinois","","Youngstown State","W (28-17)","2014-08-30"
