"","Team","X","Opponent","Result","Date"
"1110","Baylor","","Iowa State","L (13-23)",2017-11-18
"125","Baylor","@","Texas Christian","L (22-45)",2017-11-24
"126","Boise State","","Troy","W (24-13)",2017-09-02
"215","Boise State","@","Washington State","L (44-47)",2017-09-09
"316","Boise State","","New Mexico","W (28-14)",2017-09-14
"416","Boise State","","Virginia","L (23-42)",2017-09-22
"516","Boise State","@","Brigham Young","W (24-7)",2017-10-06
"614","Boise State","@","San Diego State","W (31-14)",2017-10-14
"716","Boise State","","Wyoming","W (24-14)",2017-10-21
"815","Boise State","@","Utah State","W (41-14)",2017-10-28
"97","Boise State","","Nevada","W (41-14)",2017-11-04
"107","Boise State","@","Colorado State","W (59-52)",2017-11-11
"127","Boise State","@","Fresno State","L (17-28)",2017-11-25
"133","Boise State","","Fresno State","W (17-14)",2017-12-02
"142","Boise State","N","Oregon","W (38-28)",2017-12-16
"128","Boston College","@","Northern Illinois","W (23-20)",2017-09-01
"216","Boston College","","Wake Forest","L (10-34)",2017-09-09
"317","Boston College","","Notre Dame","L (20-49)",2017-09-16
"417","Boston College","@","Clemson","L (7-34)",2017-09-23
"517","Boston College","","Central Michigan","W (28-8)",2017-09-30
"615","Boston College","","Virginia Tech","L (10-23)",2017-10-07
"717","Boston College","@","Louisville","W (45-42)",2017-10-14
"816","Boston College","@","Virginia","W (41-10)",2017-10-21
"98","Boston College","","Florida State","W (35-3)",2017-10-27
"108","Boston College","","North Carolina State","L (14-17)",2017-11-11
"1111","Boston College","N","Connecticut","W (39-16)",2017-11-18
"129","Boston College","@","Syracuse","W (42-14)",2017-11-25
"134","Boston College","N","Iowa","L (20-27)",2017-12-27
"130","Bowling Green State","@","Michigan State","L (10-35)",2017-09-02
"217","Bowling Green State","","South Dakota","L (27-35)",2017-09-09
"318","Bowling Green State","@","Northwestern","L (7-49)",2017-09-16
"418","Bowling Green State","@","Middle Tennessee State","L (13-24)",2017-09-23
"616","Bowling Green State","@","Miami (OH)","W (37-29)",2017-10-07
"718","Bowling Green State","","Ohio","L (30-48)",2017-10-14
"817","Bowling Green State","","Northern Illinois","L (17-48)",2017-10-21
"99","Bowling Green State","@","Kent State","W (44-16)",2017-10-31
"109","Bowling Green State","@","Buffalo","L (28-38)",2017-11-07
"1112","Bowling Green State","","Toledo","L (37-66)",2017-11-15
"1210","Bowling Green State","@","Eastern Michigan","L (31-34)",2017-11-21
"135","Brigham Young","","Portland State","W (20-6)",2017-08-26
"218","Brigham Young","N","Louisiana State","L (0-27)",2017-09-02
"319","Brigham Young","","Utah","L (13-19)",2017-09-09
"419","Brigham Young","","Wisconsin","L (6-40)",2017-09-16
"518","Brigham Young","@","Utah State","L (24-40)",2017-09-29
"719","Brigham Young","@","Mississippi State","L (10-35)",2017-10-14
"818","Brigham Young","@","East Carolina","L (17-33)",2017-10-21
"910","Brigham Young","","San Jose State","W (41-20)",2017-10-28
"1010","Brigham Young","@","Fresno State","L (13-20)",2017-11-04
"1113","Brigham Young","@","Nevada-Las Vegas","W (31-21)",2017-11-10
"1211","Brigham Young","","Massachusetts","L (10-16)",2017-11-18
"136","Brigham Young","@","Hawaii","W (30-20)",2017-11-25
"137","Buffalo","@","Minnesota","L (7-17)",2017-08-31
"320","Buffalo","","Colgate","W (33-10)",2017-09-16
"420","Buffalo","","Florida Atlantic","W (34-31)",2017-09-23
"519","Buffalo","@","Kent State","W (27-13)",2017-09-30
"617","Buffalo","","Western Michigan","L (68-71)",2017-10-07
"720","Buffalo","","Northern Illinois","L (13-14)",2017-10-14
"819","Buffalo","@","Miami (OH)","L (14-24)",2017-10-21
"1212","Buffalo","","Ohio","W (31-24)",2017-11-24
"138","California","@","North Carolina","W (35-30)",2017-09-02
"219","California","","Weber State","W (33-20)",2017-09-09
"321","California","","Mississippi","W (27-16)",2017-09-16
"421","California","","Southern California","L (20-30)",2017-09-23
"520","California","@","Oregon","L (24-45)",2017-09-30
"618","California","@","Washington","L (7-38)",2017-10-07
"721","California","","Washington State","W (37-3)",2017-10-13
"911","California","@","Colorado","L (28-44)",2017-10-28
"1011","California","","Oregon State","W (37-23)",2017-11-04
"1114","California","@","Stanford","L (14-17)",2017-11-18
"1213","California","@","UCLA","L (27-30)",2017-11-24
"139","Central Florida","","Florida International","W (61-17)",2017-08-31
"220","Central Florida","@","Maryland","W (38-10)",2017-09-23
"322","Central Florida","","Memphis","W (40-13)",2017-09-30
"422","Central Florida","@","Cincinnati","W (51-23)",2017-10-07
"521","Central Florida","","East Carolina","W (63-21)",2017-10-14
"619","Central Florida","@","Navy","W (31-21)",2017-10-21
"722","Central Florida","","Austin Peay","W (73-33)",2017-10-28
"820","Central Florida","@","Southern Methodist","W (31-24)",2017-11-04
"912","Central Florida","","Connecticut","W (49-24)",2017-11-11
"1012","Central Florida","@","Temple","W (45-19)",2017-11-18
"1115","Central Florida","","South Florida","W (49-42)",2017-11-24
"1214","Central Florida","","Memphis","W (62-55)",2017-12-02
"140","Central Michigan","","Rhode Island","W (30-27)",2017-08-31
"221","Central Michigan","@","Kansas","W (45-27)",2017-09-09
"323","Central Michigan","@","Syracuse","L (17-41)",2017-09-16
"423","Central Michigan","","Miami (OH)","L (14-31)",2017-09-23
"620","Central Michigan","@","Ohio","W (26-23)",2017-10-07
"723","Central Michigan","","Toledo","L (10-30)",2017-10-14
"913","Central Michigan","@","Western Michigan","W (35-28)",2017-11-01
"1013","Central Michigan","","Eastern Michigan","W (42-30)",2017-11-08
"1116","Central Michigan","@","Kent State","W (42-23)",2017-11-14
"1215","Central Michigan","","Northern Illinois","W (31-24)",2017-11-24
"1310","Central Michigan","N","Wyoming","L (14-37)",2017-12-22
"143","Charlotte","@","Eastern Michigan","L (7-24)",2017-09-01
"222","Charlotte","@","Kansas State","L (7-55)",2017-09-09
"324","Charlotte","","North Carolina A&T","L (31-35)",2017-09-16
"424","Charlotte","","Georgia State","L (0-28)",2017-09-23
"522","Charlotte","@","Florida International","L (29-30)",2017-09-30
"621","Charlotte","","Marshall","L (3-14)",2017-10-07
"724","Charlotte","@","Western Kentucky","L (14-45)",2017-10-14
"914","Charlotte","@","Old Dominion","L (0-6)",2017-11-04
"1014","Charlotte","","Middle Tennessee State","L (21-35)",2017-11-11
"1117","Charlotte","@","Southern Mississippi","L (21-66)",2017-11-18
"1216","Charlotte","","Florida Atlantic","L (12-31)",2017-11-25
"144","Cincinnati","","Austin Peay","W (26-14)",2017-08-31
"223","Cincinnati","@","Michigan","L (14-36)",2017-09-09
"325","Cincinnati","@","Miami (OH)","W (21-17)",2017-09-16
"425","Cincinnati","@","Navy","L (32-42)",2017-09-23
"523","Cincinnati","","Marshall","L (21-38)",2017-09-30
"725","Cincinnati","@","South Florida","L (3-33)",2017-10-14
"821","Cincinnati","","Southern Methodist","L (28-31)",2017-10-21
"915","Cincinnati","@","Tulane","W (17-16)",2017-11-04
"1015","Cincinnati","","Temple","L (24-35)",2017-11-10
"1118","Cincinnati","@","East Carolina","L (20-48)",2017-11-18
"1217","Cincinnati","","Connecticut","W (22-21)",2017-11-25
"145","Clemson","","Kent State","W (56-3)",2017-09-02
"326","Clemson","@","Louisville","W (47-21)",2017-09-16
"524","Clemson","@","Virginia Tech","W (31-17)",2017-09-30
"622","Clemson","","Wake Forest","W (28-14)",2017-10-07
"726","Clemson","@","Syracuse","L (24-27)",2017-10-13
"822","Clemson","","Georgia Tech","W (24-10)",2017-10-28
"916","Clemson","@","North Carolina State","W (38-31)",2017-11-04
"1016","Clemson","","Florida State","W (31-14)",2017-11-11
"1119","Clemson","","Citadel","W (61-3)",2017-11-18
"1218","Clemson","@","South Carolina","W (34-10)",2017-11-25
"1311","Clemson","N","Miami (FL)","W (38-3)",2017-12-02
"146","Coastal Carolina","","Massachusetts","W (38-28)",2017-09-02
"327","Coastal Carolina","","Western Illinois","L (10-52)",2017-09-23
"426","Coastal Carolina","@","Louisiana-Monroe","L (43-51)",2017-09-30
"525","Coastal Carolina","","Georgia State","L (21-27)",2017-10-07
"823","Coastal Carolina","","Texas State","L (7-27)",2017-10-28
"1017","Coastal Carolina","","Troy","L (17-42)",2017-11-11
"1120","Coastal Carolina","@","Idaho","W (13-7)",2017-11-18
"1219","Coastal Carolina","","Georgia Southern","W (28-17)",2017-12-02
"147","Colorado State","","Oregon State","W (58-27)",2017-08-26
"224","Colorado State","N","Colorado","L (3-17)",2017-09-01
"328","Colorado State","","Abilene Christian","W (38-10)",2017-09-09
"526","Colorado State","@","Hawaii","W (51-21)",2017-09-30
"623","Colorado State","@","Utah State","W (27-14)",2017-10-07
"727","Colorado State","","Nevada","W (44-42)",2017-10-14
"824","Colorado State","@","New Mexico","W (27-24)",2017-10-20
"1018","Colorado State","@","Wyoming","L (13-16)",2017-11-04
"1220","Colorado State","","San Jose State","W (42-14)",2017-11-18
"1312","Colorado State","N","Marshall","L (28-31)",2017-12-16
"225","Colorado","","Texas State","W (37-3)",2017-09-09
"329","Colorado","","Northern Colorado","W (41-21)",2017-09-16
"427","Colorado","","Washington","L (10-37)",2017-09-23
"527","Colorado","@","UCLA","L (23-27)",2017-09-30
"728","Colorado","@","Oregon State","W (36-33)",2017-10-14
"825","Colorado","@","Washington State","L (0-28)",2017-10-21
"1121","Colorado","","Southern California","L (24-38)",2017-11-11
"1221","Colorado","@","Utah","L (13-34)",2017-11-25
"148","Connecticut","","Holy Cross","W (27-20)",2017-08-31
"226","Connecticut","@","Virginia","L (18-38)",2017-09-16
"330","Connecticut","","East Carolina","L (38-41)",2017-09-24
"428","Connecticut","@","Southern Methodist","L (28-49)",2017-09-30
"528","Connecticut","","Memphis","L (31-70)",2017-10-06
"624","Connecticut","@","Temple","W (28-24)",2017-10-14
"729","Connecticut","","Tulsa","W (20-14)",2017-10-21
"826","Connecticut","","Missouri","L (12-52)",2017-10-28
"917","Connecticut","","South Florida","L (20-37)",2017-11-04
"149","Duke","","North Carolina Central","W (60-7)",2017-09-02
"227","Duke","","Northwestern","W (41-17)",2017-09-09
"429","Duke","@","North Carolina","W (27-17)",2017-09-23
"529","Duke","","Miami (FL)","L (6-31)",2017-09-29
"625","Duke","@","Virginia","L (21-28)",2017-10-07
"730","Duke","","Florida State","L (10-17)",2017-10-14
"827","Duke","","Pittsburgh","L (17-24)",2017-10-21
"918","Duke","@","Virginia Tech","L (3-24)",2017-10-28
"1122","Duke","","Georgia Tech","W (43-20)",2017-11-18
"1222","Duke","@","Wake Forest","W (31-23)",2017-11-25
"1313","Duke","N","Northern Illinois","W (36-14)",2017-12-26
"150","East Carolina","","James Madison","L (14-34)",2017-09-02
"228","East Carolina","@","West Virginia","L (20-56)",2017-09-09
"331","East Carolina","","Virginia Tech","L (17-64)",2017-09-16
"530","East Carolina","","South Florida","L (31-61)",2017-09-30
"626","East Carolina","","Temple","L (10-34)",2017-10-07
"919","East Carolina","@","Houston","L (27-52)",2017-11-04
"1019","East Carolina","","Tulane","L (24-31)",2017-11-11
"1223","East Carolina","@","Memphis","L (13-70)",2017-11-25
"229","Eastern Michigan","@","Rutgers","W (16-13)",2017-09-09
"332","Eastern Michigan","","Ohio","L (20-27)",2017-09-23
"430","Eastern Michigan","@","Kentucky","L (20-24)",2017-09-30
"531","Eastern Michigan","@","Toledo","L (15-20)",2017-10-07
"731","Eastern Michigan","","Western Michigan","L (17-20)",2017-10-21
"828","Eastern Michigan","@","Northern Illinois","L (27-30)",2017-10-26
"1123","Eastern Michigan","@","Miami (OH)","W (27-24)",2017-11-15
"151","Florida Atlantic","","Navy","L (19-42)",2017-09-01
"230","Florida Atlantic","@","Wisconsin","L (14-31)",2017-09-09
"333","Florida Atlantic","","Bethune-Cookman","W (45-0)",2017-09-16
"532","Florida Atlantic","","Middle Tennessee State","W (38-20)",2017-09-30
"627","Florida Atlantic","@","Old Dominion","W (58-28)",2017-10-07
"732","Florida Atlantic","","North Texas","W (69-31)",2017-10-21
"829","Florida Atlantic","@","Western Kentucky","W (42-28)",2017-10-28
"920","Florida Atlantic","","Marshall","W (30-25)",2017-11-03
"1020","Florida Atlantic","@","Louisiana Tech","W (48-23)",2017-11-11
"1124","Florida Atlantic","","Florida International","W (52-24)",2017-11-18
"1314","Florida Atlantic","","North Texas","W (41-17)",2017-12-02
"231","Florida International","N","Alcorn State","W (17-10)",2017-09-08
"334","Florida International","@","Rice","W (13-7)",2017-09-23
"533","Florida International","@","Middle Tennessee State","L (17-37)",2017-10-07
"628","Florida International","","Tulane","W (23-10)",2017-10-14
"733","Florida International","@","Marshall","W (41-30)",2017-10-28
"830","Florida International","","Texas-San Antonio","W (14-7)",2017-11-04
"921","Florida International","","Old Dominion","L (30-37)",2017-11-11
"1125","Florida International","","Western Kentucky","W (41-17)",2017-11-24
"1224","Florida International","","Massachusetts","W (63-45)",2017-12-02
"1315","Florida International","N","Temple","L (3-28)",2017-12-21
"232","Florida State","","North Carolina State","L (21-27)",2017-09-23
"335","Florida State","@","Wake Forest","W (26-19)",2017-09-30
"431","Florida State","","Miami (FL)","L (20-24)",2017-10-07
"629","Florida State","","Louisville","L (28-31)",2017-10-21
"831","Florida State","","Syracuse","W (27-24)",2017-11-04
"1021","Florida State","","Delaware State","W (77-6)",2017-11-18
"1126","Florida State","@","Florida","W (38-22)",2017-11-25
"1225","Florida State","","Louisiana-Monroe","W (42-10)",2017-12-02
"1316","Florida State","N","Southern Mississippi","W (42-13)",2017-12-27
"152","Florida","N","Michigan","L (17-33)",2017-09-02
"233","Florida","","Tennessee","W (26-20)",2017-09-16
"336","Florida","@","Kentucky","W (28-27)",2017-09-23
"432","Florida","","Vanderbilt","W (38-24)",2017-09-30
"534","Florida","","Louisiana State","L (16-17)",2017-10-07
"630","Florida","","Texas A&M","L (17-19)",2017-10-14
"734","Florida","N","Georgia","L (7-42)",2017-10-28
"832","Florida","@","Missouri","L (16-45)",2017-11-04
"922","Florida","@","South Carolina","L (20-28)",2017-11-11
"153","Fresno State","","Incarnate Word","W (66-0)",2017-09-02
"337","Fresno State","@","Washington","L (16-48)",2017-09-16
"433","Fresno State","","Nevada","W (41-21)",2017-09-30
"535","Fresno State","@","San Jose State","W (27-10)",2017-10-07
"631","Fresno State","","New Mexico","W (38-0)",2017-10-14
"735","Fresno State","@","San Diego State","W (27-3)",2017-10-21
"833","Fresno State","","Nevada-Las Vegas","L (16-26)",2017-10-28
"1022","Fresno State","@","Hawaii","W (31-21)",2017-11-11
"1127","Fresno State","@","Wyoming","W (13-7)",2017-11-18
"1410","Fresno State","N","Houston","W (33-27)",2017-12-24
"234","Georgia Southern","N","New Hampshire","L (12-22)",2017-09-09
"338","Georgia Southern","@","Indiana","L (17-52)",2017-09-23
"536","Georgia Southern","","New Mexico State","L (27-35)",2017-10-14
"632","Georgia Southern","@","Massachusetts","L (20-55)",2017-10-21
"736","Georgia Southern","@","Troy","L (16-38)",2017-10-28
"834","Georgia Southern","","Georgia State","L (17-21)",2017-11-04
"1023","Georgia Southern","","South Alabama","W (52-0)",2017-11-18
"1128","Georgia Southern","@","Louisiana","W (34-24)",2017-11-25
"154","Georgia State","","Tennessee State","L (10-17)",2017-08-31
"235","Georgia State","@","Penn State","L (0-56)",2017-09-16
"537","Georgia State","@","Louisiana-Monroe","W (47-37)",2017-10-14
"633","Georgia State","","Troy","L (10-34)",2017-10-21
"737","Georgia State","","South Alabama","W (21-13)",2017-10-26
"923","Georgia State","@","Texas State","W (33-30)",2017-11-11
"1129","Georgia State","","Idaho","L (10-24)",2017-12-02
"1226","Georgia State","N","Western Kentucky","W (27-17)",2017-12-16
"155","Georgia Tech","N","Tennessee","L (41-42)",2017-09-04
"236","Georgia Tech","","Jacksonville State","W (37-10)",2017-09-09
"339","Georgia Tech","","Pittsburgh","W (35-17)",2017-09-23
"434","Georgia Tech","","North Carolina","W (33-7)",2017-09-30
"538","Georgia Tech","@","Miami (FL)","L (24-25)",2017-10-14
"634","Georgia Tech","","Wake Forest","W (38-24)",2017-10-21
"835","Georgia Tech","@","Virginia","L (36-40)",2017-11-04
"924","Georgia Tech","","Virginia Tech","W (28-22)",2017-11-11
"1130","Georgia Tech","","Georgia","L (7-38)",2017-11-25
"237","Georgia","@","Notre Dame","W (20-19)",2017-09-09
"340","Georgia","","Samford","W (42-14)",2017-09-16
"435","Georgia","","Mississippi State","W (31-3)",2017-09-23
"539","Georgia","@","Tennessee","W (41-0)",2017-09-30
"635","Georgia","@","Vanderbilt","W (45-14)",2017-10-07
"738","Georgia","","Missouri","W (53-28)",2017-10-14
"925","Georgia","","South Carolina","W (24-10)",2017-11-04
"1131","Georgia","","Kentucky","W (42-13)",2017-11-18
"1411","Georgia","N","Oklahoma","W (54-48)",2018-01-01
"156","Hawaii","@","Massachusetts","W (38-35)",2017-08-26
"238","Hawaii","","Western Carolina","W (41-18)",2017-09-02
"341","Hawaii","@","UCLA","L (23-56)",2017-09-09
"436","Hawaii","@","Wyoming","L (21-28)",2017-09-23
"636","Hawaii","@","Nevada","L (21-35)",2017-10-07
"739","Hawaii","","San Jose State","W (37-26)",2017-10-14
"836","Hawaii","","San Diego State","L (7-28)",2017-10-28
"926","Hawaii","@","Nevada-Las Vegas","L (23-31)",2017-11-04
"1132","Hawaii","@","Utah State","L (0-38)",2017-11-18
"239","Houston","","Rice","W (38-3)",2017-09-16
"342","Houston","","Texas Tech","L (24-27)",2017-09-23
"437","Houston","@","Temple","W (20-13)",2017-09-30
"540","Houston","","Southern Methodist","W (35-22)",2017-10-07
"637","Houston","@","Tulsa","L (17-45)",2017-10-14
"740","Houston","","Memphis","L (38-42)",2017-10-19
"837","Houston","@","South Florida","W (28-24)",2017-10-28
"1024","Houston","@","Tulane","L (17-20)",2017-11-18
"1133","Houston","","Navy","W (24-14)",2017-11-24
"157","Idaho","","Sacramento State","W (28-6)",2017-08-31
"240","Idaho","","Nevada-Las Vegas","L (16-44)",2017-09-09
"343","Idaho","@","Western Michigan","L (28-37)",2017-09-16
"438","Idaho","@","South Alabama","W (29-23)",2017-09-23
"541","Idaho","","Louisiana","L (16-21)",2017-10-07
"741","Idaho","@","Missouri","L (21-68)",2017-10-21
