"","Team","X","Opponent","Result","Date"
"193","Buffalo","","Non-Major","L (16-22)","2016-09-02"
"194","Buffalo","@","Nevada","L (14-38)","2016-09-17"
"195","Buffalo","","Kent State","L (20-44)","2016-10-08"
"196","Buffalo","@","Northern Illinois","L (7-44)","2016-10-22"
"197","Buffalo","@","Ohio","L (10-34)","2016-11-03"
"198","Buffalo","","Miami (OH)","L (24-35)","2016-11-12"
"199","Buffalo","@","Western Michigan","L (0-38)","2016-11-19"
"200","California","N","Hawaii","W (51-31)","2016-08-26"
"201","California","@","San Diego State","L (40-45)","2016-09-10"
"202","California","","Texas","W (50-43)","2016-09-17"
"203","California","","Utah","W (28-23)","2016-10-01"
"204","California","@","Oregon State","L (44-47)","2016-10-08"
"205","California","","Oregon","W (52-49)","2016-10-21"
"206","California","@","Southern California","L (24-45)","2016-10-27"
"207","California","","Washington","L (27-66)","2016-11-05"
"208","California","@","Washington State","L (21-56)","2016-11-12"
"209","California","","Stanford","L (31-45)","2016-11-19"
"210","California","","UCLA","W (36-10)","2016-11-26"
"211","Central Florida","","Non-Major","W (38-0)","2016-09-03"
"212","Central Florida","@","Michigan","L (14-51)","2016-09-10"
"213","Central Florida","","Maryland","L (24-30)","2016-09-17"
"214","Central Florida","@","Florida International","W (53-14)","2016-09-24"
"215","Central Florida","@","East Carolina","W (47-29)","2016-10-01"
"216","Central Florida","","Temple","L (25-26)","2016-10-15"
"217","Central Florida","@","Connecticut","W (24-16)","2016-10-22"
"218","Central Florida","@","Houston","L (24-31)","2016-10-29"
"219","Central Florida","","Tulane","W (37-6)","2016-11-05"
"220","Central Florida","","Cincinnati","W (24-3)","2016-11-12"
"221","Central Florida","","Tulsa","L (20-35)","2016-11-19"
"222","Central Florida","@","South Florida","L (31-48)","2016-11-26"
"223","Central Michigan","","Non-Major","W (49-3)","2016-09-01"
"224","Central Michigan","@","Oklahoma State","W (30-27)","2016-09-10"
"225","Central Michigan","","Nevada-Las Vegas","W (44-21)","2016-09-17"
"226","Central Michigan","@","Virginia","L (35-49)","2016-09-24"
"227","Central Michigan","","Western Michigan","L (10-49)","2016-10-01"
"228","Central Michigan","@","Northern Illinois","W (34-28)","2016-10-15"
"229","Central Michigan","@","Toledo","L (17-31)","2016-10-22"
"230","Central Michigan","","Kent State","L (24-27)","2016-10-29"
"231","Central Michigan","@","Miami (OH)","L (17-37)","2016-11-04"
"232","Central Michigan","","Ohio","W (27-20)","2016-11-15"
"233","Central Michigan","@","Eastern Michigan","L (21-26)","2016-11-22"
"234","Central Michigan","N","Tulsa","L (10-55)","2016-12-19"
"235","Charlotte","@","Louisville","L (14-70)","2016-09-01"
"236","Charlotte","","Non-Major","W (47-14)","2016-09-10"
"237","Charlotte","","Eastern Michigan","L (19-37)","2016-09-17"
"238","Charlotte","@","Temple","L (20-48)","2016-09-24"
"239","Charlotte","","Old Dominion","L (17-52)","2016-10-01"
"240","Charlotte","@","Florida Atlantic","W (28-23)","2016-10-09"
"241","Charlotte","","Florida International","L (26-27)","2016-10-15"
"242","Charlotte","@","Marshall","W (27-24)","2016-10-22"
"243","Charlotte","@","Southern Mississippi","W (38-27)","2016-11-05"
"244","Charlotte","","Rice","L (21-22)","2016-11-12"
"245","Charlotte","","Middle Tennessee State","L (31-38)","2016-11-19"
"246","Charlotte","@","Texas-San Antonio","L (14-33)","2016-11-26"
"247","Cincinnati","","Non-Major","W (28-7)","2016-09-01"
"248","Cincinnati","@","Purdue","W (38-20)","2016-09-10"
"249","Cincinnati","","Houston","L (16-40)","2016-09-15"
"250","Cincinnati","","Miami (OH)","W (27-20)","2016-09-24"
"251","Cincinnati","","South Florida","L (20-45)","2016-10-01"
"252","Cincinnati","@","Connecticut","L (9-20)","2016-10-08"
"253","Cincinnati","","East Carolina","W (31-19)","2016-10-22"
"254","Cincinnati","@","Temple","L (13-34)","2016-10-29"
"255","Cincinnati","","Memphis","L (7-34)","2016-11-18"
"256","Cincinnati","@","Tulsa","L (37-40)","2016-11-25"
"257","Clemson","","Troy","W (30-24)","2016-09-10"
"258","Clemson","","Non-Major","W (59-0)","2016-09-17"
"259","Clemson","@","Georgia Tech","W (26-7)","2016-09-22"
"260","Clemson","","Louisville","W (42-36)","2016-10-01"
"261","Clemson","","North Carolina State","W (24-17)","2016-10-15"
"262","Clemson","@","Florida State","W (37-34)","2016-10-29"
"263","Clemson","","Syracuse","W (54-0)","2016-11-05"
"264","Clemson","","Pittsburgh","L (42-43)","2016-11-12"
"265","Clemson","@","Wake Forest","W (35-13)","2016-11-19"
"266","Clemson","","South Carolina","W (56-7)","2016-11-26"
"267","Clemson","N","Virginia Tech","W (42-35)","2016-12-03"
"268","Clemson","N","Ohio State","W (31-0)","2016-12-31"
"269","Colorado State","N","Colorado","L (7-44)","2016-09-02"
"270","Colorado State","","Texas-San Antonio","W (23-14)","2016-09-10"
"271","Colorado State","","Non-Major","W (47-21)","2016-09-17"
"272","Colorado State","@","Minnesota","L (24-31)","2016-09-24"
"273","Colorado State","","Wyoming","L (17-38)","2016-10-01"
"274","Colorado State","","Utah State","W (31-24)","2016-10-08"
"275","Colorado State","@","Nevada-Las Vegas","W (42-23)","2016-10-22"
"276","Colorado State","","Fresno State","W (37-0)","2016-11-05"
"277","Colorado State","","New Mexico","W (49-31)","2016-11-19"
"278","Colorado State","@","San Diego State","W (63-31)","2016-11-26"
"279","Colorado State","N","Idaho","L (50-61)","2016-12-22"
"280","Colorado","","Non-Major","W (56-7)","2016-09-10"
"281","Colorado","@","Michigan","L (28-45)","2016-09-17"
"282","Colorado","@","Oregon","W (41-38)","2016-09-24"
"283","Colorado","","Oregon State","W (47-6)","2016-10-01"
"284","Colorado","@","Southern California","L (17-21)","2016-10-08"
"285","Colorado","@","Stanford","W (10-5)","2016-10-22"
"286","Colorado","","UCLA","W (20-10)","2016-11-03"
"287","Colorado","","Washington State","W (38-24)","2016-11-19"
"288","Colorado","","Utah","W (27-22)","2016-11-26"
"289","Colorado","N","Washington","L (10-41)","2016-12-02"
"290","Colorado","N","Oklahoma State","L (8-38)","2016-12-29"
"291","Connecticut","","Non-Major","W (24-21)","2016-09-01"
"292","Connecticut","@","Navy","L (24-28)","2016-09-10"
"293","Connecticut","","Virginia","W (13-10)","2016-09-17"
"294","Connecticut","","Syracuse","L (24-31)","2016-09-24"
"295","Connecticut","@","Houston","L (14-42)","2016-09-29"
"296","Connecticut","@","South Florida","L (27-42)","2016-10-15"
"297","Connecticut","@","East Carolina","L (3-41)","2016-10-29"
"298","Connecticut","","Temple","L (0-21)","2016-11-04"
"299","Connecticut","","Tulane","L (13-38)","2016-11-26"
"300","Duke","","Non-Major","W (49-6)","2016-09-03"
"301","Duke","","Wake Forest","L (14-24)","2016-09-10"
"302","Duke","@","Northwestern","L (13-24)","2016-09-17"
"303","Duke","@","Notre Dame","W (38-35)","2016-09-24"
"304","Duke","","Virginia","L (20-34)","2016-10-01"
"305","Duke","@","Louisville","L (14-24)","2016-10-14"
"306","Duke","@","Georgia Tech","L (35-38)","2016-10-29"
"307","Duke","","Virginia Tech","L (21-24)","2016-11-05"
"308","Duke","","North Carolina","W (28-27)","2016-11-10"
"309","Duke","@","Pittsburgh","L (14-56)","2016-11-19"
"310","Duke","@","Miami (FL)","L (21-40)","2016-11-26"
"311","East Carolina","","Non-Major","W (52-7)","2016-09-03"
"312","East Carolina","","North Carolina State","W (33-30)","2016-09-10"
"313","East Carolina","@","South Carolina","L (15-20)","2016-09-17"
"314","East Carolina","@","Virginia Tech","L (17-54)","2016-09-24"
"315","East Carolina","@","South Florida","L (22-38)","2016-10-08"
"316","East Carolina","@","Tulsa","L (24-45)","2016-11-05"
"317","East Carolina","","Southern Methodist","L (31-55)","2016-11-12"
"318","East Carolina","","Navy","L (31-66)","2016-11-19"
"319","East Carolina","@","Temple","L (10-37)","2016-11-26"
"320","Eastern Michigan","","Non-Major","W (61-14)","2016-09-02"
"321","Eastern Michigan","@","Missouri","L (21-61)","2016-09-10"
"322","Eastern Michigan","","Wyoming","W (27-24)","2016-09-23"
"323","Eastern Michigan","","Toledo","L (20-35)","2016-10-08"
"324","Eastern Michigan","@","Ohio","W (27-20)","2016-10-15"
"325","Eastern Michigan","@","Western Michigan","L (31-45)","2016-10-22"
"326","Eastern Michigan","","Miami (OH)","L (15-28)","2016-10-29"
"327","Eastern Michigan","","Northern Illinois","L (24-31)","2016-11-16"
"328","Eastern Michigan","N","Old Dominion","L (20-24)","2016-12-23"
"329","Florida Atlantic","","Non-Major","W (38-30)","2016-09-03"
"330","Florida Atlantic","@","Miami (FL)","L (10-38)","2016-09-10"
"331","Florida Atlantic","@","Kansas State","L (7-63)","2016-09-17"
"332","Florida Atlantic","@","Florida International","L (31-33)","2016-10-01"
"333","Florida Atlantic","@","Marshall","L (21-27)","2016-10-15"
"334","Florida Atlantic","","Western Kentucky","L (3-52)","2016-10-29"
"335","Florida Atlantic","@","Rice","W (42-25)","2016-11-05"
"336","Florida Atlantic","","Texas-El Paso","W (35-31)","2016-11-12"
"337","Florida Atlantic","","Old Dominion","L (24-42)","2016-11-19"
"338","Florida Atlantic","@","Middle Tennessee State","L (56-77)","2016-11-26"
"339","Florida International","","Indiana","L (13-34)","2016-09-01"
"340","Florida International","","Maryland","L (14-41)","2016-09-09"
"341","Florida International","@","Massachusetts","L (13-21)","2016-09-17"
"342","Florida International","@","Texas-El Paso","W (35-21)","2016-10-08"
"343","Florida International","","Louisiana Tech","L (24-44)","2016-10-22"
"344","Florida International","","Middle Tennessee State","L (35-42)","2016-10-29"
"345","Florida International","@","Western Kentucky","L (21-49)","2016-11-05"
"346","Florida International","","Marshall","W (31-14)","2016-11-19"
"347","Florida International","@","Old Dominion","L (28-42)","2016-11-26"
"348","Florida State","N","Mississippi","W (45-34)","2016-09-05"
"349","Florida State","","Non-Major","W (52-8)","2016-09-10"
"350","Florida State","@","Louisville","L (20-63)","2016-09-17"
"351","Florida State","@","South Florida","W (55-35)","2016-09-24"
"352","Florida State","","North Carolina","L (35-37)","2016-10-01"
"353","Florida State","@","Miami (FL)","W (20-19)","2016-10-08"
"354","Florida State","","Wake Forest","W (17-6)","2016-10-15"
"355","Florida State","@","North Carolina State","W (24-20)","2016-11-05"
"356","Florida State","@","Syracuse","W (45-14)","2016-11-19"
"357","Florida State","","Florida","W (31-13)","2016-11-26"
"358","Florida State","N","Michigan","W (33-32)","2016-12-30"
"359","Florida","","Massachusetts","W (24-7)","2016-09-03"
"360","Florida","","Kentucky","W (45-7)","2016-09-10"
"361","Florida","","North Texas","W (32-0)","2016-09-17"
"362","Florida","@","Tennessee","L (28-38)","2016-09-24"
"363","Florida","@","Vanderbilt","W (13-6)","2016-10-01"
"364","Florida","","Missouri","W (40-14)","2016-10-15"
"365","Florida","N","Georgia","W (24-10)","2016-10-29"
"366","Florida","","South Carolina","W (20-7)","2016-11-12"
"367","Florida","@","Louisiana State","W (16-10)","2016-11-19"
"368","Florida","N","Iowa","W (30-3)","2017-01-02"
"369","Fresno State","@","Nebraska","L (10-43)","2016-09-03"
"370","Fresno State","","Non-Major","W (31-3)","2016-09-10"
"371","Fresno State","@","Toledo","L (17-52)","2016-09-17"
"372","Fresno State","","Tulsa","L (41-48)","2016-09-24"
"373","Fresno State","@","Nevada-Las Vegas","L (20-45)","2016-10-01"
"374","Fresno State","@","Nevada","L (22-27)","2016-10-08"
"375","Fresno State","","San Diego State","L (3-17)","2016-10-14"
"376","Fresno State","@","Utah State","L (20-38)","2016-10-22"
"377","Fresno State","","Hawaii","L (13-14)","2016-11-19"
"378","Fresno State","","San Jose State","L (14-16)","2016-11-26"
"379","Georgia Southern","","Non-Major","W (54-0)","2016-09-03"
"380","Georgia Southern","@","South Alabama","W (24-9)","2016-09-10"
"381","Georgia Southern","","Louisiana-Monroe","W (23-21)","2016-09-17"
"382","Georgia Southern","@","Western Michigan","L (31-49)","2016-09-24"
"383","Georgia Southern","@","Georgia Tech","L (24-35)","2016-10-15"
"384","Georgia Southern","@","New Mexico State","W (22-19)","2016-10-22"
"385","Georgia Southern","@","Mississippi","L (27-37)","2016-11-05"
"386","Georgia Southern","","Louisiana","L (26-33)","2016-11-10"
"387","Georgia Southern","@","Georgia State","L (24-30)","2016-11-19"
"388","Georgia Southern","","Troy","W (28-24)","2016-12-03"
"389","Georgia State","@","Wisconsin","L (17-23)","2016-09-17"
"390","Georgia State","","Texas State","W (41-21)","2016-10-08"
"391","Georgia State","@","Troy","L (21-31)","2016-10-15"
"392","Georgia State","","Non-Major","W (31-6)","2016-10-22"
"393","Georgia State","@","South Alabama","L (10-13)","2016-10-29"
"394","Georgia State","","Louisiana-Monroe","L (23-37)","2016-11-12"
"395","Georgia State","@","Idaho","L (12-37)","2016-12-03"
"396","Georgia Tech","","Non-Major","W (35-10)","2016-09-10"
"397","Georgia Tech","","Vanderbilt","W (38-7)","2016-09-17"
"398","Georgia Tech","","Miami (FL)","L (21-35)","2016-10-01"
"399","Georgia Tech","@","Pittsburgh","L (34-37)","2016-10-08"
"400","Georgia Tech","@","North Carolina","L (20-48)","2016-11-05"
"401","Georgia Tech","@","Virginia Tech","W (30-20)","2016-11-12"
"402","Georgia Tech","","Virginia","W (31-17)","2016-11-19"
"403","Georgia Tech","@","Georgia","W (28-27)","2016-11-26"
"404","Georgia Tech","N","Kentucky","W (33-18)","2016-12-31"
"405","Georgia","N","North Carolina","W (33-24)","2016-09-03"
"406","Georgia","","Non-Major","W (26-24)","2016-09-10"
"407","Georgia","@","Missouri","W (28-27)","2016-09-17"
"408","Georgia","@","Mississippi","L (14-45)","2016-09-24"
"409","Georgia","","Tennessee","L (31-34)","2016-10-01"
"410","Georgia","@","South Carolina","W (28-14)","2016-10-09"
"411","Georgia","","Vanderbilt","L (16-17)","2016-10-15"
"412","Georgia","@","Kentucky","W (27-24)","2016-11-05"
"413","Georgia","","Louisiana","W (35-21)","2016-11-19"
"414","Georgia","N","Texas Christian","W (31-23)","2016-12-30"
"415","Hawaii","@","Michigan","L (3-63)","2016-09-03"
"416","Hawaii","","Non-Major","W (41-36)","2016-09-10"
"417","Hawaii","","Nevada","W (38-17)","2016-10-01"
"418","Hawaii","@","San Jose State","W (34-17)","2016-10-08"
"419","Hawaii","","Nevada-Las Vegas","L (38-41)","2016-10-15"
"420","Hawaii","","New Mexico","L (21-28)","2016-10-29"
"421","Hawaii","@","San Diego State","L (0-55)","2016-11-05"
"422","Hawaii","","Massachusetts","W (46-40)","2016-11-26"
"423","Hawaii","N","Middle Tennessee State","W (52-35)","2016-12-24"
"424","Houston","N","Oklahoma","W (33-23)","2016-09-03"
"425","Houston","","Non-Major","W (42-0)","2016-09-10"
"426","Houston","@","Texas State","W (64-3)","2016-09-24"
"427","Houston","@","Navy","L (40-46)","2016-10-08"
"428","Houston","","Tulsa","W (38-31)","2016-10-15"
"429","Houston","@","Southern Methodist","L (16-38)","2016-10-22"
"430","Houston","","Tulane","W (30-18)","2016-11-12"
"431","Houston","","Louisville","W (36-10)","2016-11-17"
"432","Houston","@","Memphis","L (44-48)","2016-11-25"
"433","Houston","N","San Diego State","L (10-34)","2016-12-17"
"434","Idaho","","Non-Major","W (20-17)","2016-09-01"
"435","Idaho","@","Washington","L (14-59)","2016-09-10"
"436","Idaho","@","Washington State","L (6-56)","2016-09-17"
"437","Idaho","@","Nevada-Las Vegas","W (33-30)","2016-09-24"
"438","Idaho","","Troy","L (13-34)","2016-10-01"
"439","Idaho","@","Louisiana-Monroe","W (34-31)","2016-10-08"
"440","Idaho","","New Mexico State","W (55-23)","2016-10-15"
"441","Idaho","@","Louisiana","W (23-13)","2016-11-05"
"442","Idaho","@","Texas State","W (47-14)","2016-11-12"
"443","Idaho","","South Alabama","W (38-31)","2016-11-26"
"444","Illinois","","Non-Major","W (52-3)","2016-09-03"
"445","Illinois","","North Carolina","L (23-48)","2016-09-10"
