"Team","X","Opponent","Date","Game.ID","Off.Plays","Off.Tot.Yds","Off.Tot.Avg","Off.Pass","Off.Rush","Off.Pen","Off.Tot","Off.Fum","Off.Tot.TD","Off.Pass.Att","Off.Cmp","Off.Pct","Off.Pass.Yds","Off.Pass.Avg","Off.Pass.TD","Off.Int","Off.Rush.Att","Off.Rush.Yds","Off.Rush.Avg","Off.Rush.TD","Off.X.2PM","Off.X.2PM.Pass","Off.X.2PM.Rush","Off.Points","Off.FGA","Off.FGM","Off.XPA","Off.XPM","Off.X3rdDown..Attempts","Off.X3rdDown..Conversions","Off.X3rdDown..Conversion..","Off.X4thDown..Attempts","Off.X4thDown..Conversions","Off.X4thDown..Conversion..","Off.RedZone..Attempts","Off.RedZone..Scores","Off.RedZone..Score..","Off.RedZone..TD","Off.RedZone..TD..","Off.RedZone..FG","Off.RedZone..FG..","Off.FGF","Off.FG.","Off.XPF","Off.XP.","Off.Incmp","Off.X3rdDown..Failed","Off.Tot.TO","Off.Points.Team","Off.Pass.Pts","Off.Rush.Pts","Off.Kicking.Pts","Off.ST.KickRet.Ret","Off.ST.KickRet.Yds","Off.ST.KickRet.Avg","Off.ST.KickRet.TD","Off.ST.PuntRet.Ret","Off.ST.PuntRet.Yds","Off.ST.PuntRet.Avg","Off.ST.PuntRet.TD","Off.ST.Punting.Punts","Off.ST.Punting.Yds","Off.ST.Punting.Avg","Off.ST.Kickoff.No","Off.ST.Kickoff.Yds","Off.ST.Kickoff.Avg","Off.ST.Kickoff.Touchbacks","Off.ST.Kickoff.Touchbacks..","Off.ST.Kickoff.OutOfBounds","Off.ST.Kickoff.Onside","Off.ST.Tot.TO","Off.ST.Return.TD","Off.ST.Return.Points","Off.ST.Return.Yds","Off.ST.Return.Ret","Off.ST.Return.Avg","Def.FGR.TD","Def.Sfty","Def.QB.Hurries","Def.KicksPunts.Blocked","Def.Points.Team","Def.Tackles.Solo","Def.Tackles.Ast","Def.Tackles.Tot","Def.Tackles.Loss","Def.Tackles.Sk","Def.Int.Int","Def.Int.Yds","Def.Int.Avg","Def.Int.TD","Def.Int.PD","Def.Fumbles.FR","Def.Fumbles.Yds","Def.Fumbles.TD","Def.Fumbles.FF","Def.Tot.Yds","Def.Tot.TD","Def.Tot.Pts","Def.Tot.TO","Def.ST.KicksPunts.Blocked","Def.ST.Fumbles.TD","Def.ST.Receiving.TD","Def.ST.Receiving.Pts","Off_w_ST.Tot.TO","Off_w_ST.Fum","Off_w_ST.Int","Def_w_ST.Tot.Fumbles.TD","Off.X4thDown..Failed","Off_w_ST.Plays","Off_w_ST.Yds","Off_w_ST.Yds.Avg","Off_w_ST.Pts","Off_w_ST.TD","Def_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Yds","Off.Minus.Def.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off.Minus.Def.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off.Minus.Def.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.TD.TO.Diff","Off_w_ST.Tot.TO.NonScoring","Off.TD.FR.by.Off","No.Possessions","No.Empty.Possessions","No.Scoring.Possessions","No.Negative.Possessions","Homefield"
"Air Force","","Nevada-Las Vegas","2009-11-14",11,84,557,6.6,5,24,1,30,0,6,13,8,61.5,126,9.7,0,0,71,431,6.07,6,0,0,0,45,1,1,6,6,14,9,64.29,2,0,0,6,5,83.33,4,66.67,1,16.67,0,1,0,1,5,5,0,45,0,36,9,2,40,20,0,1,-3,-3,0,1,41,41,8,502,62.75,2,25,0,0,1,0,0,37,3,12.3333333333333,0,0,0,0,45,50,46,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,87,594,6.82758620689655,45,6,0,0,0,45,45,557,594,6,6,5,1,0,11,4,7,0,""
"Air Force","@","Brigham Young","2009-11-21",12,78,300,3.8,4,13,1,18,0,3,22,5,22.7,88,4,1,2,56,212,3.79,2,1,0,1,21,1,0,1,1,20,5,25,7,6,85.71,3,2,66.67,2,66.67,0,0,1,0,0,1,17,15,2,21,6,14,1,7,143,20.43,0,1,4,4,0,3,137,45.67,4,206,51.5,0,0,0,0,2,0,0,147,8,18.375,0,0,1,0,21,35,74,109,4,1,2,39,19.5,0,6,0,0,0,2,39,0,0,2,0,0,0,0,4,2,2,0,1,86,447,5.19767441860465,21,3,0,0,39,21,21,261,408,3,3,-1,4,0,12,9,3,0,"@"
"Air Force","N","Houston","2009-12-31",13,86,563,6.5,8,18,1,27,0,5,14,10,71.4,161,11.5,0,0,72,402,5.58,5,0,0,0,41,3,2,6,5,19,10,52.63,3,3,100,5,4,80,2,40,2,40,1,0.666666666666667,1,0.833333333333333,4,9,0,47,0,30,11,5,175,35,1,1,3,3,0,2,85,42.5,8,372,46.5,0,0,0,0,1,1,6,178,6,29.6666666666667,0,0,1,0,47,51,62,113,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,92,741,8.05434782608696,47,6,0,0,0,41,47,563,741,5,6,5,1,0,12,4,8,0,"N"
"Akron","@","Penn State","2009-09-05",14,54,186,3.4,5,3,0,8,0,1,24,13,54.2,158,6.6,1,1,30,28,0.93,0,0,0,0,7,0,0,1,1,14,3,21.43,3,0,0,1,0,0,0,0,0,0,0,0,0,1,11,11,1,7,6,0,1,4,94,23.5,0,0,0,0,0,7,273,39,2,131,65.5,0,0,0,0,0,0,0,94,4,23.5,0,0,0,0,7,31,23,54,13,4,1,12,12,0,3,0,0,0,0,12,0,0,1,0,0,0,0,1,0,1,0,3,58,280,4.82758620689655,7,1,0,0,12,7,7,174,268,1,1,0,1,0,12,11,1,0,"@"
"Akron","","Non-Major","2009-09-12",15,77,436,5.7,9,13,1,23,NA,4,28,16,57.1,186,6.6,3,0,49,250,5.1,1,0,0,0,35,4,2,5,5,17,11,64.71,1,0,0,8,6,75,4,50,2,25,2,0.5,0,1,12,6,NA,41,18,6,11,1,14,14,0,4,28,7,0,1,24,24,8,522,65.25,2,25,0,0,NA,0,0,42,5,8.4,0,0,NA,NA,41,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,82,478,5.82926829268293,35,4,0,0,NA,NA,35,NA,NA,NA,4,4,0,0,10,4,6,0,""
"Akron","","Indiana","2009-09-19",16,53,271,5.1,6,7,3,16,0,2,23,14,60.9,165,7.2,1,4,30,106,3.53,1,0,0,0,15,0,0,3,3,7,1,14.29,0,0,0,1,1,100,1,100,0,0,0,0,0,1,9,6,4,21,6,6,3,5,76,15.2,0,3,61,20.33,1,5,208,41.6,4,195,48.75,0,0,0,0,0,1,6,137,8,17.125,0,0,0,0,21,43,14,57,8,3,4,136,97.5,0,6,0,0,0,1,136,0,0,4,0,0,0,0,4,0,4,0,0,61,408,6.68852459016393,21,3,0,0,136,15,21,135,272,2,3,-1,4,0,12,9,3,0,""
"Akron","@","Central Michigan","2009-09-26",17,56,196,3.5,5,5,5,15,0,3,19,12,63.2,127,6.7,0,0,37,69,1.86,3,0,0,0,21,1,0,3,3,12,1,8.33,2,0,0,3,3,100,3,100,0,0,1,0,0,1,7,11,0,21,0,18,3,8,187,23.38,0,0,0,0,0,5,207,41.4,3,136,45.33,0,0,0,1,1,0,0,187,8,23.375,0,0,3,1,21,37,32,69,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,64,383,5.984375,21,3,0,0,0,21,21,196,383,3,3,2,1,0,12,9,3,0,"@"
"Akron","","Ohio","2009-10-10",18,76,346,4.6,8,12,1,21,0,1,42,19,45.2,187,4.5,0,2,34,159,4.68,1,0,0,0,7,2,0,1,1,17,8,47.06,3,2,66.67,3,1,33.33,1,33.33,0,0,2,0,0,1,23,9,2,7,0,6,1,5,84,16.8,0,1,-1,-1,0,3,62,20.67,2,118,59,0,0,0,0,3,0,0,83,6,13.8333333333333,0,0,0,1,7,34,34,68,3,1,2,8,8,0,7,0,0,0,1,8,0,0,2,1,0,0,0,5,3,2,0,1,82,429,5.23170731707317,7,1,0,0,8,7,7,338,421,1,1,-4,5,0,12,11,1,0,""
"Akron","@","Buffalo","2009-10-17",19,64,334,5.2,7,12,0,19,0,2,34,17,50,200,5.9,0,2,30,134,4.47,2,0,0,0,17,2,1,2,2,14,5,35.71,0,0,0,5,3,60,2,40,1,20,1,0.5,0,1,17,9,2,17,0,12,5,4,94,23.5,0,3,14,4.67,0,6,197,32.83,4,234,58.5,0,0,0,0,1,0,0,108,7,15.4285714285714,0,0,2,0,17,34,34,68,4,2,2,55,55,0,6,0,0,0,2,55,0,0,2,0,0,0,0,3,1,2,0,0,71,442,6.22535211267606,17,2,0,0,55,17,17,279,387,2,2,-1,3,0,13,10,3,0,"@"
"Akron","@","Syracuse","2009-10-24",20,49,191,3.9,8,0,1,9,0,1,25,16,64,191,7.6,1,0,24,0,0,0,0,0,0,8,2,0,2,2,11,1,9.09,0,0,0,2,1,50,1,50,0,0,2,0,0,1,9,10,0,14,6,0,2,5,213,42.6,1,1,0,0,0,7,292,41.71,3,163,54.33,0,0,0,0,2,1,6,213,6,35.5,0,0,3,0,14,34,20,54,8,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,55,404,7.34545454545455,14,2,0,0,0,8,14,191,404,1,2,0,2,0,13,11,2,0,"@"
"Akron","@","Northern Illinois","2009-10-31",21,52,235,4.5,7,1,4,12,0,1,28,12,42.9,204,7.3,1,0,24,31,1.29,0,0,0,0,10,2,1,1,1,10,0,0,0,0,0,2,1,50,0,0,1,50,1,0.5,0,1,16,10,0,10,6,0,4,6,77,12.83,0,3,-2,-0.67,0,7,234,33.43,3,155,51.67,0,0,0,0,1,0,0,75,9,8.33333333333333,0,0,0,0,10,36,16,52,6,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,61,310,5.08196721311475,10,1,0,0,0,10,10,235,310,1,1,0,1,0,11,9,2,0,"@"
"Akron","","Kent State","2009-11-07",22,75,429,5.7,12,12,1,25,0,4,35,19,54.3,261,7.5,2,1,40,168,4.2,2,0,0,0,28,1,0,4,4,12,4,33.33,1,0,0,5,3,60,3,60,0,0,1,0,0,1,16,8,1,28,12,12,4,2,6,3,0,0,0,0,0,6,217,36.17,5,276,55.2,1,20,1,0,0,0,0,6,2,3,0,0,0,0,28,48,14,62,7,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,77,435,5.64935064935065,28,4,0,0,0,28,28,429,435,4,4,3,1,0,13,9,4,0,""
"Akron","","Temple","2009-11-13",23,63,247,3.9,6,9,1,16,0,1,34,19,55.9,135,4,1,1,29,112,3.86,0,0,0,0,11,1,1,2,2,14,5,35.71,0,0,0,1,1,100,1,100,0,0,0,1,0,1,15,9,1,17,6,0,5,7,159,22.71,0,1,11,11,0,8,293,36.63,4,232,58,0,0,1,0,1,0,0,170,8,21.25,0,0,0,0,17,37,30,67,6,2,1,32,32,0,9,0,0,0,1,32,0,0,1,0,0,0,0,2,1,1,0,0,71,417,5.87323943661972,11,1,0,0,32,11,11,215,385,1,1,-1,2,0,12,10,2,0,""
"Akron","@","Bowling Green State","2009-11-20",24,62,430,6.9,14,6,1,21,0,2,32,22,68.8,259,8.1,2,0,30,171,5.7,0,0,0,0,20,2,2,2,2,11,5,45.45,2,1,50,4,3,75,1,25,2,50,0,1,0,1,10,6,0,20,12,0,8,5,112,22.4,0,1,0,0,0,2,60,30,5,302,60.4,0,0,0,1,1,0,0,112,6,18.6666666666667,0,1,5,0,20,29,46,75,4,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,68,542,7.97058823529412,20,2,0,0,0,18,20,430,542,2,2,1,1,0,9,5,4,1,"@"
"Akron","","Eastern Michigan","2009-11-27",25,54,310,5.7,5,8,1,14,0,3,18,11,61.1,117,6.5,0,2,36,193,5.36,3,0,0,0,22,0,0,4,4,11,4,36.36,2,0,0,3,2,66.67,2,66.67,0,0,0,0,0,1,7,7,2,28,0,18,4,4,95,23.75,0,2,11,5.5,0,3,135,45,5,279,55.8,0,0,0,0,1,0,0,106,6,17.6666666666667,0,0,0,0,28,37,18,55,2,0,2,13,13,0,4,0,0,0,1,13,0,0,2,0,0,0,0,3,1,2,0,2,60,416,6.93333333333333,22,3,0,0,13,22,22,297,403,3,3,0,3,0,11,8,3,0,""
"Alabama","N","Virginia Tech","2009-09-05",38,79,498,6.3,11,9,2,22,1,3,30,15,50,230,7.7,1,1,49,268,5.47,2,1,1,0,34,5,4,2,2,17,6,35.29,0,0,0,8,6,75,3,37.5,3,37.5,1,0.8,0,1,15,11,2,34,8,12,14,5,99,19.8,0,3,35,11.67,0,5,224,44.8,8,517,64.63,0,0,0,0,0,0,0,134,8,16.75,0,0,0,0,34,43,38,81,8,2,1,6,6,0,6,1,2,0,1,8,0,0,2,0,0,0,0,2,1,1,0,0,87,632,7.26436781609195,34,3,0,0,8,34,34,490,624,3,3,1,2,0,15,8,7,0,"N"
"Alabama","","Florida International","2009-09-12",39,66,516,7.8,12,14,0,26,0,5,24,18,75,241,10,1,0,42,275,6.55,4,0,0,0,40,3,2,4,4,10,3,30,1,1,100,5,4,80,2,40,2,40,1,0.666666666666667,0,1,6,7,0,40,6,24,10,2,30,15,0,4,101,25.25,0,3,129,43,8,442,55.25,0,0,1,0,0,0,0,131,6,21.8333333333333,0,0,1,0,40,43,36,79,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,647,8.98611111111111,40,5,0,0,0,40,40,516,647,5,5,5,0,0,11,4,7,0,""
"Alabama","","North Texas","2009-09-19",40,73,523,7.2,12,15,1,28,0,7,28,22,78.6,263,9.4,2,0,45,260,5.78,5,0,0,0,53,2,2,7,5,14,10,71.43,1,1,100,7,7,100,5,71.43,2,28.57,0,1,2,0.714285714285714,6,4,0,53,12,30,11,2,71,35.5,0,4,90,22.5,0,1,49,49,9,618,68.67,2,22.22,0,0,1,0,0,161,6,26.8333333333333,0,0,1,0,53,43,36,79,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,79,684,8.65822784810127,53,7,0,0,0,53,53,523,684,7,7,6,1,0,11,2,9,0,""
"Alabama","","Arkansas","2009-09-26",41,65,425,6.5,9,6,3,18,0,5,24,17,70.8,291,12.1,3,0,41,134,3.27,2,0,0,0,35,0,0,5,5,15,6,40,1,0,0,3,2,66.67,2,66.67,0,0,0,0,0,1,7,9,0,35,18,12,5,2,33,16.5,0,5,75,15,0,7,288,41.14,6,386,64.33,2,33.33,0,0,0,0,0,108,7,15.4285714285714,0,0,2,0,35,37,40,77,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,533,7.40277777777778,35,5,0,0,0,35,35,425,533,5,5,5,0,0,13,8,5,0,""
"Alabama","@","Kentucky","2009-10-03",42,68,352,5.2,7,9,2,18,0,4,26,15,57.7,148,5.7,2,0,42,204,4.86,2,0,0,0,32,1,1,5,5,17,8,47.06,3,2,66.67,5,4,80,3,60,1,20,0,1,0,1,11,9,0,38,12,12,8,5,141,28.2,0,0,0,0,0,5,199,39.8,7,416,59.43,2,28.57,0,0,0,0,0,141,5,28.2,0,0,0,0,38,44,32,76,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,493,6.75342465753425,32,4,0,0,0,32,32,352,493,4,4,4,0,0,11,6,5,0,"@"
"Alabama","@","Mississippi","2009-10-10",43,76,354,4.7,8,9,0,17,0,1,35,16,45.7,154,4.4,0,0,41,200,4.88,1,0,0,0,22,5,5,1,1,20,4,20,4,4,100,6,5,83.33,0,0,5,83.33,0,1,0,1,19,16,0,22,0,6,16,2,40,20,0,3,5,1.67,0,6,245,40.83,7,453,64.71,1,14.29,0,0,1,0,0,45,5,9,0,0,7,0,22,39,38,77,3,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,81,399,4.92592592592593,22,1,0,0,0,22,22,354,399,1,1,0,1,0,13,7,6,0,"@"
"Alabama","","South Carolina","2009-10-17",44,58,356,6.1,4,12,1,17,0,1,20,10,50,92,4.6,0,2,38,264,6.95,1,0,0,0,14,3,2,2,2,10,3,30,0,0,0,3,3,100,1,33.33,2,66.67,1,0.666666666666667,0,1,10,7,2,20,0,6,8,2,45,22.5,0,5,75,15,0,3,136,45.33,5,293,58.6,0,0,0,0,2,0,0,120,7,17.1428571428571,0,0,2,0,20,29,32,61,6,1,2,24,24,0,5,0,0,0,1,24,0,0,2,0,0,0,0,4,2,2,0,0,65,476,7.32307692307692,14,1,0,0,24,14,14,332,452,1,1,-3,4,0,11,8,3,0,""
"Alabama","","Tennessee","2009-10-24",45,59,256,4.3,6,8,2,16,0,0,29,18,62.1,120,4.1,0,0,30,136,4.53,0,0,0,0,12,4,4,0,0,14,5,35.71,1,0,0,1,1,100,0,0,1,100,0,1,0,0,11,9,0,12,0,0,12,1,30,30,0,2,33,16.5,0,3,132,44,5,330,66,0,0,0,0,1,0,0,63,3,21,0,0,2,0,12,27,40,67,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,62,319,5.14516129032258,12,0,0,0,0,12,12,256,319,0,0,-1,1,0,9,5,4,0,""
"Alabama","","Louisiana State","2009-11-07",46,72,452,6.3,13,10,1,24,0,2,34,19,55.9,276,8.1,2,1,38,176,4.63,0,1,0,1,24,3,3,1,1,14,4,28.57,1,1,100,2,2,100,0,0,2,100,0,1,0,1,15,10,1,24,12,2,10,3,78,26,0,4,11,2.75,0,4,151,37.75,7,461,65.86,2,28.57,0,0,0,0,0,89,7,12.7142857142857,0,1,2,0,24,37,42,79,2,1,1,1,1,0,6,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,79,541,6.84810126582278,24,2,0,0,1,22,24,451,540,2,2,1,1,0,11,6,5,1,""
